index,Text,pos_tagged_words,new_languages,words_list,new_text,scores,compound,sentiment_vader
63737,"special vaccination campaign at adchini organised by us today till now 50+ under 18 childrens are vaccinated senior citizens took booster dose as well whereas delhi’s cm opening #sharabketheke, our pm narendra modi ji is giving free vaccination everyone","[('special', 'JJ'), ('vaccination', 'NN'), ('campaign', 'NN'), ('at', 'IN'), ('aching', 'VBG'), ('organized', 'VBN'), ('by', 'IN'), ('us', 'PRP'), ('today', 'NN'), ('till', 'VB'), ('now', 'RB'), ('fifty', 'JJ'), ('under', 'IN'), ('eighteen', 'JJ'), ('childrens', 'NNS'), ('are', 'VBP'), ('vaccinated', 'VBN'), ('senior', 'JJ'), ('citizens', 'NNS'), ('took', 'VBD'), ('booster', 'RB'), ('dose', 'JJ'), ('as', 'IN'), ('well', 'RB'), ('whereas', 'IN'), ('delhi', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('am', 'VBP'), ('opening', 'VBG'), ('sharabketheke', 'NN'), ('our', 'PRP$'), ('am', 'VBP'), ('mahendra', 'JJ'), ('modi', 'NN'), ('ji', 'NN'), ('is', 'VBZ'), ('giving', 'VBG'), ('free', 'JJ'), ('vaccination', 'NN'), ('everyone', 'NN')]",ENGLISH,"['special', 'vaccination', 'campaign', 'aching', 'organize', '-PRON-', 'today', 'till', 'fifty', 'eighteen', 'children', 'vaccinate', 'senior_citizens', 'take', 'booster', 'dose', 'well', 'whereas', 'delhi', 'opening', 'sharabketheke', 'mahendra_modi', 'give', 'free', 'vaccination', 'everyone']",special vaccination campaign aching organize -PRON- today till fifty eighteen children vaccinate senior_citizens take booster dose well whereas delhi opening sharabketheke mahendra_modi give free vaccination everyone,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.8591}",0.8591,positive
63772,"this is high time we ended this pandemic. by getting vaccinated, we don't only protect ourselves, but others as well. if you haven't got vaccinated yet, #getvaccinated winning fight against covid. saint dr. gurmeet ram rahim singh ji insan encourage everyone same","[('yummy', 'NN'), ('yummy', 'NN')]",Unknown,"['yummy', 'yummy']",yummy yummy,"{'neg': 0.093, 'neu': 0.689, 'pos': 0.218, 'compound': 0.8275}",0.8275,positive
63779,fight against covid-19 is not over yet. it is important follow covid appropriate behaviours keep yourself your family safe corona. remember: ✅wash your hands frequently ✅wear face mask at all times ✅maintain 6 feet distance others ✅ get vaccinated,"[('fight', 'NN'), ('against', 'IN'), ('couid', 'NN'), ('nineteen', 'NN'), ('is', 'VBZ'), ('not', 'RB'), ('over', 'IN'), ('yet', 'RB'), ('it', 'PRP'), ('is', 'VBZ'), ('important', 'JJ'), ('follow', 'JJ'), ('couid', 'NN'), ('appropriate', 'NN'), ('behaviors', 'NNS'), ('keep', 'VB'), ('yourself', 'PRP'), ('your', 'PRP$'), ('family', 'NN'), ('safe', 'JJ'), ('corona', 'JJ'), ('remember', 'VB'), ('your', 'PRP$'), ('hands', 'NNS'), ('frequently', 'RB'), ('face', 'VBP'), ('mask', 'NN'), ('at', 'IN'), ('all', 'DT'), ('times', 'NNS'), ('six', 'CD'), ('feet', 'NNS'), ('distance', 'NN'), ('others', 'NNS'), ('get', 'VBP'), ('vaccinated', 'VBN')]",ENGLISH,"['fight', 'couid', 'nineteen', 'not', 'yet', 'important', 'follow', 'couid', 'appropriate', 'behavior', 'keep', 'family', 'safe', 'corona', 'remember', 'hands_frequently', 'face', 'mask', 'time', 'foot', 'distance', 'other', 'get', 'vaccinated']",fight couid nineteen not yet important follow couid appropriate behavior keep family safe corona remember hands_frequently face mask time foot distance other get vaccinated,"{'neg': 0.061, 'neu': 0.827, 'pos': 0.111, 'compound': 0.2732}",0.2732,positive
63781,"protect yourselves your loved ones by getting #vaccinated if eligible, by getting your #boosterjab","[('protect', 'JJ'), ('yourselves', 'NNS'), ('your', 'PRP$'), ('loved', 'VBN'), ('ones', 'NNS'), ('by', 'IN'), ('getting', 'VBG'), ('vaccinated', 'VBN'), ('if', 'IN'), ('eligible', 'JJ'), ('by', 'IN'), ('getting', 'VBG'), ('your', 'PRP$'), ('boosterjab', 'NN')]",ENGLISH,"['protect', 'loved_ones', 'get', 'vaccinate', 'eligible', 'get', 'boosterjab']",protect loved_ones get vaccinate eligible get boosterjab,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.7579}",0.7579,positive
63794,shame you #boycottkiamotors #boycottkiamotors #boycottkiamotors #boycottkiamotors,"[('department', 'NN'), ('of', 'IN'), ('mental', 'JJ'), ('health', 'NN'), ('opens', 'VBZ'), ('the', 'DT'), ('project', 'NN'), ('vaccinated', 'VBD'), ('together', 'RB'), ('inviting', 'VBG'), ('children', 'NNS'), ('to', 'TO'), ('get', 'VB'), ('vaccinated', 'JJ'), ('vaccination', 'NN'), ('couid', 'NN'), ('vaccine', 'NN')]",ENGLISH,"['department', 'mental', 'health', 'open', 'project', 'vaccinate', 'together', 'invite', 'child', 'get', 'vaccinated', 'vaccination', 'couid', 'vaccine']",department mental health open project vaccinate together invite child get vaccinated vaccination couid vaccine,"{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
63804,mandatory fully vaccinated photo😂 i'm smiling just you can't see it🤣,"[('mandatory', 'JJ'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('i', 'NN'), ('am', 'VBP'), ('smiling', 'VBG'), ('just', 'RB'), ('you', 'PRP'), ('cannot', 'VBP'), ('see', 'VB')]",ENGLISH,"['mandatory', 'fully', 'vaccinated', 'smiling', 'can', 'not', 'see']",mandatory fully vaccinated smiling can not see,"{'neg': 0.0, 'neu': 0.677, 'pos': 0.323, 'compound': 0.5106}",0.5106,positive
63822,#travel exemption visitors who could provide proof why they were not vaccinated,"[('travel', 'JJ'), ('exemption', 'NN'), ('visitors', 'NNS'), ('who', 'WP'), ('could', 'MD'), ('provide', 'VB'), ('proof', 'JJ'), ('why', 'WRB'), ('they', 'PRP'), ('we', 'PRP'), ('are', 'VBP'), ('not', 'RB'), ('vaccinated', 'VBN')]",ENGLISH,"['travel', 'exemption', 'visitor', 'could', 'provide', 'proof', 'not', 'vaccinate']",travel exemption visitor could provide proof not vaccinate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
63839,"i am very pleased today small victories. i am old o&amp;g mo who infrequently looks at xrays but i disagreed with both ed medical patient’s chest x-ray. formal radiology reporting later confirmed that i was right. yeah, i still got it.","[('i', 'NN'), ('am', 'VBP'), ('very', 'RB'), ('pleased', 'JJ'), ('today', 'NN'), ('small', 'JJ'), ('victories', 'NNS'), ('i', 'VBP'), ('am', 'VBP'), ('old', 'JJ'), ('o', 'NN'), ('amp', 'NN'), ('i', 'NN'), ('mo', 'NN'), ('who', 'WP'), ('infrequently', 'RB'), ('looks', 'VBZ'), ('at', 'IN'), ('rays', 'NNS'), ('but', 'CC'), ('i', 'NNS'), ('disagreed', 'VBP'), ('with', 'IN'), ('both', 'DT'), ('ed', 'NNP'), ('medical', 'JJ'), ('patient', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('chest', 'VBP'), ('i', 'JJ'), ('ray', 'VBP'), ('formal', 'JJ'), ('radiology', 'NN'), ('reporting', 'NN'), ('later', 'RB'), ('confirmed', 'VBD'), ('that', 'IN'), ('i', 'NN'), ('was', 'VBD'), ('right', 'JJ'), ('yeah', 'NN'), ('i', 'NN'), ('still', 'RB'), ('got', 'VBD'), ('it', 'PRP')]",ENGLISH,"['pleased', 'today', 'small', 'victory', 'old', 'amp', 'mo', 'infrequently', 'look', 'ray', 'disagree', 'ed', 'medical', 'patient', 'chest', 'ray', 'formal', 'radiology', 'report', 'later', 'confirm', 'right', 'yeah', 'still', 'get']",pleased today small victory old amp mo infrequently look ray disagree ed medical patient chest ray formal radiology report later confirm right yeah still get,"{'neg': 0.072, 'neu': 0.808, 'pos': 0.12, 'compound': 0.2374}",0.2374,positive
63865,2nd dose covishiled cmplt 🌝 ✅ #vaccinated,"[('and', 'CC'), ('dose', 'VB'), ('covishiled', 'VBN'), ('melt', 'RB'), ('vaccinated', 'JJ')]",ENGLISH,"['dose', 'covishile', 'melt', 'vaccinated']",dose covishile melt vaccinated,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
63874,those who are afraid breath air despite fully vaccinated boosted are real sheep. waste all monies time go through education but unable think rationally. why vaccinate begin with if it does not “protect” you,"[('those', 'DT'), ('who', 'WP'), ('are', 'VBP'), ('afraid', 'JJ'), ('breath', 'IN'), ('air', 'NN'), ('despite', 'IN'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('boosted', 'VBN'), ('are', 'VBP'), ('real', 'JJ'), ('sheep', 'JJ'), ('waste', 'NN'), ('all', 'DT'), ('monies', 'NNS'), ('time', 'NN'), ('go', 'VBP'), ('through', 'IN'), ('education', 'NN'), ('but', 'CC'), ('unable', 'JJ'), ('think', 'VBP'), ('rationally', 'RB'), ('why', 'WRB'), ('vaccinate', 'JJ'), ('begin', 'NN'), ('with', 'IN'), ('if', 'IN'), ('it', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('i', 'VB'), ('protect', 'VBP'), ('i', 'NN'), ('you', 'PRP')]",ENGLISH,"['afraid', 'breath', 'air', 'despite', 'fully', 'vaccinate', 'boost', 'real', 'sheep', 'waste', 'monie', 'time', 'go', 'education', 'unable', 'think', 'rationally', 'vaccinate', 'begin', 'not', 'protect']",afraid breath air despite fully vaccinate boost real sheep waste monie time go education unable think rationally vaccinate begin not protect,"{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.3732}",-0.3732,negative
63889,"today my grandmother also got message saying she is vaccinated 😂. what is happening bangalore so many fake vaccinations major sir, could you point me right direction so others don't suffer same fate i don't know who's ic rrn zone.","[('today', 'NN'), ('my', 'PRP$'), ('grandmother', 'NN'), ('also', 'RB'), ('got', 'VBD'), ('message', 'NN'), ('saying', 'VBG'), ('she', 'PRP'), ('is', 'VBZ'), ('vaccinated', 'VBN'), ('what', 'WP'), ('is', 'VBZ'), ('happening', 'VBG'), ('bangalore', 'RB'), ('so', 'RB'), ('many', 'JJ'), ('fake', 'VBP'), ('vaccinations', 'NNS'), ('major', 'JJ'), ('sir', 'NN'), ('could', 'MD'), ('you', 'PRP'), ('point', 'VB'), ('me', 'PRP'), ('right', 'JJ'), ('direction', 'NN'), ('so', 'IN'), ('others', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('suffer', 'VB'), ('same', 'JJ'), ('fate', 'NN'), ('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('who', 'WP'), ('has', 'VBZ'), ('ic', 'VBN'), ('run', 'VBN'), ('zone', 'NN')]",ENGLISH,"['today', 'grandmother', 'also', 'get', 'message', 'say', 'vaccinated', 'happen', 'bangalore', 'many', 'fake', 'vaccination', 'major', 'sir', 'could', 'point', 'right', 'direction', 'other', 'not', 'suffer', 'fate', 'not', 'know', 'ic', 'run', 'zone']",today grandmother also get message say vaccinated happen bangalore many fake vaccination major sir could point right direction other not suffer fate not know ic run zone,"{'neg': 0.078, 'neu': 0.851, 'pos': 0.072, 'compound': -0.0682}",-0.0682,negative
63906,"great news australia after almost 2 years closing borders, australia is finally opening up. all fully vaccinated people are welcome australia 21st february, announces","[('great', 'JJ'), ('news', 'NN'), ('australia', 'NN'), ('after', 'IN'), ('almost', 'RB'), ('two', 'CD'), ('years', 'NNS'), ('closing', 'VBG'), ('borders', 'NNS'), ('australia', 'RB'), ('is', 'VBZ'), ('finally', 'RB'), ('opening', 'VBG'), ('up', 'RP'), ('all', 'DT'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('people', 'NNS'), ('are', 'VBP'), ('welcome', 'JJ'), ('australia', 'NNS'), ('just', 'RB'), ('february', 'JJ'), ('announces', 'NNS')]",ENGLISH,"['great', 'news', 'australia', 'almost', 'two', 'year', 'close', 'border', 'australia', 'finally', 'open', 'fully', 'vaccinate', 'people', 'welcome', 'australia', 'february', 'announce']",great news australia almost two year close border australia finally open fully vaccinate people welcome australia february announce,"{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.7964}",0.7964,positive
63923,"always full support, i believe hijab is respect culture it shouldn't be banned... like turban is our respect religion, same way is hijab...","[('always', 'RB'), ('full', 'JJ'), ('support', 'NN'), ('i', 'NN'), ('believe', 'VBP'), ('hijab', 'NN'), ('is', 'VBZ'), ('respect', 'JJ'), ('culture', 'NN'), ('it', 'PRP'), ('should', 'MD'), ('not', 'RB'), ('be', 'VB'), ('banned', 'VBN'), ('like', 'IN'), ('turban', 'NN'), ('is', 'VBZ'), ('our', 'PRP$'), ('respect', 'JJ'), ('religion', 'NN'), ('same', 'JJ'), ('way', 'NN'), ('is', 'VBZ'), ('hijab', 'JJ')]",ENGLISH,"['always', 'full', 'support', 'believe', 'respect', 'culture', 'not', 'ban', 'like', 'turban', 'respect', 'religion', 'way']",always full support believe respect culture not ban like turban respect religion way,"{'neg': 0.073, 'neu': 0.62, 'pos': 0.307, 'compound': 0.7776}",0.7776,positive
63926,"#nstnation ""in fact, i am very happy be #vaccinated. i am so looking forward going back school."" #penang #coronavirus #covid19 #pickids #vaccine","[('station', 'NN'), ('in', 'IN'), ('fact', 'NN'), ('i', 'NN'), ('am', 'VBP'), ('very', 'RB'), ('happy', 'JJ'), ('be', 'VB'), ('vaccinated', 'VBN'), ('i', 'JJ'), ('am', 'VBP'), ('so', 'RB'), ('looking', 'VBG'), ('forward', 'RB'), ('going', 'VBG'), ('back', 'RB'), ('school', 'NN'), ('i', 'NN'), ('opening', 'VBG'), ('coronavirus', 'NN'), ('pickins', 'NNS'), ('vaccine', 'VBP')]",ENGLISH,"['station', 'fact', 'happy', 'vaccinated', 'looking_forward', 'go', 'back', 'school', 'open', 'coronavirus', 'pickins', 'vaccine']",station fact happy vaccinated looking_forward go back school open coronavirus pickins vaccine,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.6115}",0.6115,positive
63928,"i hope very soon come fore uttar pradesh because even if person is not here, he is being vaccinated. #same","[('i', 'NNS'), ('hope', 'VBP'), ('very', 'RB'), ('soon', 'RB'), ('come', 'VBN'), ('fore', 'RB'), ('utter', 'JJ'), ('grades', 'NNS'), ('because', 'IN'), ('even', 'RB'), ('if', 'IN'), ('person', 'NN'), ('is', 'VBZ'), ('not', 'RB'), ('here', 'RB'), ('he', 'PRP'), ('is', 'VBZ'), ('being', 'VBG'), ('vaccinated', 'VBN'), ('same', 'JJ')]",ENGLISH,"['hope', 'soon', 'come', 'fore', 'utter_grades', 'even', 'person', 'not', 'vaccinate']",hope soon come fore utter_grades even person not vaccinate,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.4404}",0.4404,positive
63938,fully vaccinated 💉🥲✅,"[('fully', 'RB'), ('vaccinated', 'VBN')]",ENGLISH,"['fully', 'vaccinate']",fully vaccinate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
63939,"i'm double vaccinated, i'm coming australia soon taking admission, inshaaallah.","[('i', 'NN'), ('am', 'VBP'), ('double', 'RB'), ('vaccinated', 'VBN'), ('i', 'NN'), ('am', 'VBP'), ('coming', 'VBG'), ('australia', 'RB'), ('soon', 'RB'), ('taking', 'VBG'), ('admission', 'NN'), ('inshallah', 'NN')]",ENGLISH,"['double', 'vaccinated', 'come', 'australia', 'soon', 'take', 'admission', 'inshallah']",double vaccinated come australia soon take admission inshallah,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
63948,i am fully vaccinated now 🤩,"[('i', 'NN'), ('am', 'VBP'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('now', 'RB'), ('star', 'VBZ'), ('struck', 'NN')]",ENGLISH,"['fully', 'vaccinate', 'star_struck']",fully vaccinate star_struck,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
63964,"good news students, business travellers, tourists etc who wish travel #australia. aus govt has decide open intl borders normal travel feb 21 2022. however, all inbound travellers should be doublly vaccinated..","[('good', 'JJ'), ('news', 'NN'), ('students', 'NNS'), ('business', 'NN'), ('travelers', 'NNS'), ('tourists', 'NNS'), ('etc', 'VBP'), ('who', 'WP'), ('wish', 'VBP'), ('travel', 'VBP'), ('australia', 'JJ'), ('aus', 'NN'), ('govt', 'NN'), ('has', 'VBZ'), ('decide', 'VBN'), ('open', 'JJ'), ('into', 'IN'), ('borders', 'NNS'), ('normal', 'JJ'), ('travel', 'VBP'), ('feb', 'JJ'), ('twentynine', 'NN'), ('however', 'RB'), ('all', 'DT'), ('inbound', 'JJ'), ('travelers', 'NNS'), ('should', 'MD'), ('be', 'VB'), ('doubly', 'RB'), ('vaccinated', 'VBN'), ('i', 'NN')]",ENGLISH,"['good', 'news', 'student', 'business', 'traveler', 'tourist', 'etc', 'wish', 'travel', 'australia', 'aus', 'govt', 'decide', 'open', 'border', 'normal', 'travel', 'feb_twentynine', 'however', 'inbound', 'traveler', 'doubly', 'vaccinate']",good news student business traveler tourist etc wish travel australia aus govt decide open border normal travel feb_twentynine however inbound traveler doubly vaccinate,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.6808}",0.6808,positive
63991,"eating healthy, getting vaccinated time, taking precautions are only right things do. more info visit: #healthydiet #eathealthy #fightcovid #staystrong #omicron #covid19 #skedoc","[('khuda', 'VB'), ('me', 'PRP')]",Unknown,['khuda'],khuda,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.4019}",0.4019,positive
64021,"best approach protecting yourself your loved ones flu is get vaccinated. here are few benefits flu vaccination serve as inspiration. appointments, please call - 022 67668181 / 022 45108181 #pdhh #vaccination","[('best', 'JJS'), ('approach', 'NN'), ('protecting', 'VBG'), ('yourself', 'PRP'), ('your', 'PRP$'), ('loved', 'JJ'), ('ones', 'NNS'), ('flu', 'NN'), ('is', 'VBZ'), ('get', 'VB'), ('vaccinated', 'VBN'), ('here', 'RB'), ('are', 'VBP'), ('few', 'JJ'), ('benefits', 'NNS'), ('flu', 'VBP'), ('vaccination', 'NN'), ('serve', 'NN'), ('as', 'IN'), ('inspiration', 'NN'), ('appointments', 'NNS'), ('please', 'VB'), ('call', 'VB'), ('push', 'JJ'), ('vaccination', 'NN')]",ENGLISH,"['good', 'approach', 'protect', 'loved_one', 'flu', 'get', 'vaccinated', 'benefit', 'flu', 'vaccination', 'serve', 'inspiration', 'appointment', 'please', 'call', 'push', 'vaccination']",good approach protect loved_one flu get vaccinated benefit flu vaccination serve inspiration appointment please call push vaccination,"{'neg': 0.119, 'neu': 0.505, 'pos': 0.376, 'compound': 0.9042}",0.9042,positive
64033,i fully support sir's #boycotthyundai call. kashmir is integral part india. it is every indian's duty uphold integrity this great nation.,"[('i', 'NN'), ('fully', 'RB'), ('support', 'JJ'), ('sir', 'NN'), ('i', 'NN'), ('boycotthyundai', 'VBP'), ('call', 'NN'), ('kashmir', 'NN'), ('is', 'VBZ'), ('integral', 'JJ'), ('part', 'NN'), ('india', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('every', 'DT'), ('indian', 'JJ'), ('i', 'NN'), ('duty', 'NN'), ('uphold', 'JJ'), ('integrity', 'NN'), ('this', 'DT'), ('great', 'JJ'), ('nation', 'NN')]",ENGLISH,"['fully', 'support', 'sir', 'boycotthyundai', 'call', 'kashmir', 'integral', 'part', 'india', 'every', 'indian', 'duty', 'uphold', 'integrity', 'great', 'nation']",fully support sir boycotthyundai call kashmir integral part india every indian duty uphold integrity great nation,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.8877}",0.8877,positive
64035,i am fully vaccinated. contracted covid december. lost my taste smell date. no flu i’ve got made me psychologically tortured like covid. try not having smell taste more than month.,"[('i', 'NN'), ('am', 'VBP'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('contracted', 'VBN'), ('couid', 'JJ'), ('december', 'NN'), ('lost', 'VBN'), ('my', 'PRP$'), ('taste', 'NN'), ('smell', 'NN'), ('date', 'NN'), ('no', 'DT'), ('flu', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('ve', 'NN'), ('got', 'VBD'), ('made', 'VBN'), ('me', 'PRP'), ('psychologically', 'RB'), ('tortured', 'VBD'), ('like', 'IN'), ('couid', 'NNS'), ('try', 'VBP'), ('not', 'RB'), ('having', 'VBG'), ('smell', 'VB'), ('taste', 'NN'), ('more', 'JJR'), ('than', 'IN'), ('month', 'NN')]",ENGLISH,"['fully', 'vaccinate', 'contract', 'couid', 'december', 'lose', 'taste_smell', 'date', 'flu', 'get', 'make', 'psychologically', 'torture', 'like', 'couid', 'try', 'not', 'smell', 'taste', 'month']",fully vaccinate contract couid december lose taste_smell date flu get make psychologically torture like couid try not smell taste month,"{'neg': 0.288, 'neu': 0.645, 'pos': 0.067, 'compound': -0.802}",-0.802,negative
64041,well done kamilla. she landed quad impressive #olympics2022 #figureskating,"[('australia', 'NNS'), ('reopen', 'JJ'), ('borders', 'NNS'), ('couid', 'VBP'), ('nineteen', 'RB'), ('vaccinated', 'VBN'), ('travelers', 'NNS'), ('feb', 'VBP'), ('twentynine', 'NN')]",Unknown,"['australia_reopen', 'border', 'couid', 'nineteen', 'vaccinated', 'traveler', 'feb_twentynine']",australia_reopen border couid nineteen vaccinated traveler feb_twentynine,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.6597}",0.6597,positive
64053,"look at israel data, despite 4 shots mrna , 80% icu patients who are really sick are fully boosted vaccinated.","[('look', 'NN'), ('at', 'IN'), ('israel', 'NN'), ('data', 'NNS'), ('despite', 'IN'), ('four', 'CD'), ('shots', 'NNS'), ('mrna', 'VBP'), ('eighty', 'JJ'), ('icu', 'JJ'), ('patients', 'NNS'), ('who', 'WP'), ('are', 'VBP'), ('really', 'RB'), ('sick', 'JJ'), ('are', 'VBP'), ('fully', 'RB'), ('boosted', 'VBN'), ('vaccinated', 'VBD')]",ENGLISH,"['look', 'israel', 'data', 'despite', 'four', 'shot', 'eighty', 'icu', 'patient', 'really', 'sick', 'fully', 'boost', 'vaccinated']",look israel data despite four shot eighty icu patient really sick fully boost vaccinated,"{'neg': 0.161, 'neu': 0.715, 'pos': 0.125, 'compound': -0.2023}",-0.2023,negative
64060,ram management sucks he said about ios,"[('ram', 'JJ'), ('management', 'NN'), ('sucks', 'NNS'), ('he', 'PRP'), ('said', 'VBD'), ('about', 'IN'), ('ios', 'NNS')]",ENGLISH,"['ram', 'management', 'suck', 'say', 'ios']",ram management suck say ios,"{'neg': 0.294, 'neu': 0.706, 'pos': 0.0, 'compound': -0.3612}",-0.3612,negative
64061,wishing everyone #dubai very good week ahead ❤️❤️ 📱+971 50 593 1639,"[('wishing', 'VBG'), ('everyone', 'NN'), ('dubai', 'JJ'), ('very', 'RB'), ('good', 'JJ'), ('week', 'NN'), ('ahead', 'RB'), ('i', 'VBP'), ('i', 'VBP'), ('fifty', 'VBP')]",ENGLISH,"['wish', 'everyone', 'dubai', 'good', 'week', 'ahead', 'fifty']",wish everyone dubai good week ahead fifty,"{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.624}",0.624,positive
64063,i think i pull muscle. my side hurts.,"[('snake', 'NN'), ('dance', 'NN')]",Unknown,"['snake', 'dance']",snake dance,"{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
64068,"it's same as being ""forced"" wear seatbelts while driving. even if you don't die accident, you become public burden. similarly, not getting vaccinated makes you public burden; especially contagious diseases. besides, jail term no-vaccines is not ""forced""","[('it', 'PRP'), ('is', 'VBZ'), ('same', 'JJ'), ('as', 'IN'), ('being', 'VBG'), ('forced', 'VBN'), ('wear', 'IN'), ('seatbelts', 'NNS'), ('while', 'IN'), ('driving', 'VBG'), ('even', 'RB'), ('if', 'IN'), ('you', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('die', 'VB'), ('accident', 'NN'), ('you', 'PRP'), ('become', 'VBP'), ('public', 'JJ'), ('burden', 'VBP'), ('similarly', 'RB'), ('not', 'RB'), ('getting', 'VBG'), ('vaccinated', 'VBN'), ('makes', 'VBZ'), ('you', 'PRP'), ('public', 'JJ'), ('burden', 'VBP'), ('especially', 'RB'), ('contagious', 'JJ'), ('diseases', 'NNS'), ('besides', 'IN'), ('jail', 'JJ'), ('term', 'NN'), ('no', 'DT'), ('vaccines', 'NNS'), ('is', 'VBZ'), ('not', 'RB'), ('forced', 'VBN')]",ENGLISH,"['force', 'wear', 'seatbelt', 'drive', 'even', 'not', 'die', 'accident', 'become', 'public', 'burden', 'similarly', 'not', 'get', 'vaccinate', 'make', 'public', 'burden', 'especially', 'contagious', 'disease', 'besides', 'jail', 'term', 'vaccine', 'not', 'force']",force wear seatbelt drive even not die accident become public burden similarly not get vaccinate make public burden especially contagious disease besides jail term vaccine not force,"{'neg': 0.184, 'neu': 0.693, 'pos': 0.123, 'compound': -0.4201}",-0.4201,negative
64075,vaccinated or not please stop standing so close me line,"[('vaccinated', 'VBN'), ('or', 'CC'), ('not', 'RB'), ('please', 'VB'), ('stop', 'VB'), ('standing', 'VBG'), ('so', 'RB'), ('close', 'RB'), ('me', 'PRP'), ('line', 'NN')]",ENGLISH,"['vaccinated', 'not', 'please', 'stop', 'stand', 'close', 'line']",vaccinated not please stop stand close line,"{'neg': 0.166, 'neu': 0.675, 'pos': 0.159, 'compound': -0.0191}",-0.0191,negative
64078,worst internet services 👎🏻👎🏻👎🏻,"[('worst', 'JJS'), ('internet', 'NN'), ('services', 'NNS')]",ENGLISH,"['bad', 'internet', 'service']",bad internet service,"{'neg': 0.577, 'neu': 0.423, 'pos': 0.0, 'compound': -0.6249}",-0.6249,negative
64082,people who get #covid19 after being vaccinated refuse accept they were fooled,"[('people', 'NNS'), ('who', 'WP'), ('get', 'VBP'), ('after', 'IN'), ('being', 'VBG'), ('vaccinated', 'VBN'), ('refuse', 'NN'), ('accept', 'IN'), ('they', 'PRP'), ('we', 'PRP'), ('are', 'VBP'), ('fooled', 'VBN')]",ENGLISH,"['people', 'get', 'vaccinated', 'refuse', 'accept', 'fool']",people get vaccinated refuse accept fool,"{'neg': 0.293, 'neu': 0.549, 'pos': 0.159, 'compound': -0.296}",-0.296,negative
64121,almost million people have lost their lives covid still too many get vaccinated.,"[('almost', 'RB'), ('million', 'CD'), ('people', 'NNS'), ('have', 'VBP'), ('lost', 'VBN'), ('their', 'PRP$'), ('lives', 'NNS'), ('couid', 'VBP'), ('still', 'RB'), ('too', 'RB'), ('many', 'JJ'), ('get', 'VBP'), ('vaccinated', 'VBN')]",ENGLISH,"['almost', 'million', 'people', 'lose', 'life', 'couid', 'still', 'many', 'get', 'vaccinated']",almost million people lose life couid still many get vaccinated,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3182}",-0.3182,negative
