Text,Translated
"AZ백신 욕 폄훼 조작하는 인간들아,제발 그러지 마라.AZ 생산 수출하던 인도가 계약파기하고 전량 국내공급으로 돌렸다.그래도 니들이 배부르게 혐담하는 그 백신,제때 공급 안 되 수많은 사람들이 눈뜬 채 죽어나가는 게 현실의 인도이자 제3세계 국민이다.똑바로 살지는 못하더라도 사람이 돼야지?","AZ vaccine, humans who worked, please do not do that. Do not do that. I was exported to India, which I was exported to. I was exported to the contract. Still, I do not supply that vaccine, which is disgusted, and I do not supply it when I am a little while. It is the third world of India and the third world. Do you have to be a person even if you can not live straight?"
환갑 넘어 백신 맞는 호걸의 포스..ㅎ~ https://t.co/0ftnBpj0ea,I have a vaccine for a vaccine.
"기더기들은 빼버리고 가시면 좋겠다.백신특권에 1호기탑승에 온갖 특혜는 다 받으면서 보도를 안해 국민들은 sns로 현장 파악하고, 질문도 못해 지들 능력 국제무대에서 참담하게 까발려지고, 팩트 대신 뒷담화로 정부노력 까대기만 하는 것들, 아무 쓸데가 없다 https://t.co/yTp8HlOBCb","I would like to take the destinations and go out. In the vaccine privilege, I do not report all kinds of previews on the vaccine privilege. Things to do everything, no use, https://t.co/YTP8HLOBCB"
"수도권팀은 모르는 지방팀의 고충, “백신 맞으러 8시간 버스 탄다” (출처 : OSEN | 네이버 스포츠) https://t.co/AkOWvJE27y","The Metropolitan Team is the complaint of the fat team that does not know, ""Bus Turn on the 8-hour bus"" (Source: Osen | Naver Sports) https://t.co/akowvje27y"
"박영선, '모더나 백신 협상' 성사 막후에 가교 역할 | 다음 뉴스 https://t.co/cE2FqvjHcm

고맙습니다.
박영선 장관님","Park Young-sun, 'Moder or Vaccine Negotiation' Bridge Role in Sucharist Lasting | Next News https://t.co/CE2FQVJHCM

Thank you.
Park Young-sun"
@daichundosa 이 애는 뭐하러 정치판에 뛰어 들어 가지고 자기가 모지리 라는 것을 광고하고 그럴까? 좋게 백신이나 붙들고있었으면 아무도 그걸 몰랐을텐데... https://t.co/6gKanZVPMm,"@Daichundosa I do not know what to do so I have jumped into the politics and advertise that myself is Mozri? If you were holding a vaccine, I would not have known it ... https://t.co/6GKANZVPMM"
@jktjj @Touchy_Mirror 기레기들은 한국군 55만명 백신확보를 주한미군 55만명 백신지원이라고 떠들어댄다. 우리나라 군대는 미군용병을 데려다 쓰나? 하여간 쓰레기는 쓰레기다.,"@jktjj @touchy_mirror The giregians are 550,000 vaccines that have 550,000 vaccines securing vaccines. Is the army of our country to take US military agents? The garbage is garbage."
"""韓, 美 신뢰 온전히 얻지 못해..스가보다 백신확보 성과 초라""
- 트럼프 때도 문재인은 그리했었다. 한신의 과하지욕(胯下之辱) 행태를 자주 보여 트럼프로부터 놀림감 되어 국민의 자존심에 상처를 입혔다. 물론 김정은 시진핑 등에도 그리했다 https://t.co/msqGDZqrzp","""Han, I can not get trustworthy.
- Even when Trump, Moon Jae-in, was so. It is often a honeycomb (胯 胯 之) behavior often shows the trumps from trumper and wounded to the national pride. Of course, Kim Jong Eun is also painted, and https://t.co/msqgdzqrzp"
대한민국 군인 밥도 제대로 못 먹이고 백신도 못 맞춰서 미국에서 55만 명 분 받아오는 모습... ㅉㅉ,"Korea soldier rice is not fed properly and can not even pick up the vaccine,"
"권영진 ＂군 장병 백신 미리 준비 못해, 미국서 얻어 오는 게 자랑?＂

 https://t.co/xpbqhGYWVO","Kwon Young-jin ""County soldier vaccine is not ready to prepare, proud to get the US standing?""

 https://t.co/XPBQHGYWVO"
"한눈에 보는 전세계 코로나19 백신 접종 현황
https://t.co/v8n1a52LVf https://t.co/LfAmcwjUbO","Corona 19 vaccination in the world at a glance
https://t.co/v8n1a52lvf https://t.co/lfamcwjubo"
군사동맹의 상징적 조치를 백신 원조라고 비하하는 대구시장 권영진  무능할뿐아니라 개념도 없내 심복 곱게 써라 위암 재발한다 https://t.co/sYUHmm27E9,"The symbolic measures of the military alliance are not only possible, not only the concept of Cod Market, which is the vaccine assistant, but also not only the concept, but it is aware of the integrity. Https://t.co/syuhmm27e9"
"내가 문재인 바이든 회담에서 가장 기묘하게 생각하는 것이 &lt;55만명의 한국군에게 코로나19 백신 제공&gt;이다. 그것도 '주한미군과 접촉할 위험 있는 한국군에게만 쓰라'는 조건 달고 던져주었다. 이것이 민주당 표현에 의하면 ""건국 이래 최대성과 낸 한미정상회담"" 결과다 https://t.co/C4K7yqqHvE","It is the most strange thought at Moon Jae-in Biden Talk & LT; 550,000 Korean Corporation is Corona 19 Vaccine and GT; It also takes a condition that it is a condition that ' According to the Democratic Expression, ""The Most Most Maximum Most Most Most Most Most Most of Konkuk"" is https://t.co/C4K7YQQHVE"
"의료진 월급 삥 안뜯니 이제?
서울 부산 제주 백신 구걸하러 다닌 동료는 왜 대구를 뺐는지 이제 알겄다.
감히 헐리우드액션 만큼 부끄러울리가… https://t.co/vZEVZbJI9R","Does not the medical payment salary?
Why do not a colleague to beg for begging Jeju vaccines in Seoul,
Dare to be ashamed of Hollywood facts ... https://t.co/vzevzbji9r"
"아직 우리 기술로는 백신 못만드는 나라에서..지금 이 상황ㅈ자체가 대단한 거 아녀?

심지어 독일등 선진국에서도 우리를 롤모델로 삼고 있는 현실이?","I am still in the country where we can not make the vaccine.

Even in advanced countries such as Germany, is it a role model?"
"관타나모 수용소로 직행할까봐 문재인이 납작엎드린건가? 유엔형사재판소로  체포되어 뉴른베르크로 압송되던가 그래서 통전술로미국편으로 기만술?유엔형사재판소 인권범죄자로 끌려가지않게해주세요 바이든 치매선배님.그러면 40조투자 백신안줘도OK,미국 이민법에의한 남미 원조금3천억원도 드릴께 https://t.co/UaNgAJmU9P","Do you think Moon Jae-in will fall down to Gantanamo camp? I was arrested as a criminal trial and being placed on Newburg, so I was in the United States as an enormous alcohol. We took 300 billion won https://t.co/UANGAJMU9P"
"외신기자 당혹케한 文질문 ""우리 여기자는 왜 손 안드나요"" | 다음 뉴스 https://t.co/yXpHEWuZ0V 역시 동남아 폐지수출 1호기업 개젖중동,남다른 시각이네요.그 기더기들 반은 혈세에 백신에 1호기로 데려간 것들인데 질문 하나 제대로 못함.청 출입하면 짠빱도 있는데ㅋㅋ등신들","Foreign reporter's embarrassing sentence questions ""Why do you have our own hands"" | Next News https://t.co/yxpewuz0v is also a member of the new office of Southeast Asia's abolition. It is the Middle East, a man, a man. The berthes are taken to the blood of the vaccine in the blood. I have a woven."
민주주의 체제의 국가에서 개발생산하는 모든 종류의 백신+러시아제 까지 다 있는 백산종합쇼핑몰이 한국.기더기 국민적 아무리 폄훼해도 이건 우주급 능력자의 결과물.생산보다 더 중요한 건 우리 학계 업계의 취약점이었던 연구 소재분야가 곧바로 일취월장해서 앞으로 백신개발에 엄청난 성과가능 https://t.co/QZxltPv2PF,"All kinds of vaccines produced in the country of the democratic system + Russia. The field is immediately achieved, and it is enormous to develop the vaccine in the future Https://t.co/QZXLTPV2PF"
"중국에서는 혼밥
국제무대에서는 마네킹모드

바이든 칭찬해..44조 투자유치득템
문제인간 머저래! 리.백신 소량 선물득템 https://t.co/rU9ZABiXR1","In China,
On the International Stage, Mannequin Mode

Biden praise ..44 Joe Investment United States
Problem human humor! Lee. Vaccine small gift Gift https://t.co/ru9zabixr1"
@DARIM_1 네 한국군 전원 공급이라고 하더라고요. 한국군이 총 50만명 정도니까 들여오는 백신 숫자(55만)도 충분하고요. 다만 지금 조카분이 병장님이시면 제대가 멀지 않을테니 공급이나 접종 시기에 따라 제대후가 될 수도 있긴 하겠네요;;; 빠른 업무 처리 기원해봅니다!!,"@ Darim_1 I was said to be the Korean army power supply. The Korean army is about 500,000, and the number of vaccines (55 million) is sufficient. However, if the nephew is the case, it may not be far from the military, but it may be the end of the supply or informed. I'll write a quick business handling !!"
칠레는 백신접종을 30% 정도까지 했는데 코로나는 더 많이 번지고 있습니다! https://t.co/CrolykVRww,"Chile had a vaccination to 30%, and Corona is more spreading! https://t.co/Crolykvrww"
"[속보]코로나19와 독감 한꺼번에 잡는 차세대 백신 개발…정부, 노바백스와 MOU 체결 (출처 : 강원일보 | 네이버 뉴스) https://t.co/U2Ta6XfNA5","[Breaking News] Developed next generation vaccines to catch Corona 19 and flu ... Government, Nova Boxes and MOU Signed (Source: Gangwon Daily | Naver News) https://t.co/U2TA6XFNA5"
국군 장병용 백신도 문재인이 중간에서 빼돌릴까봐 화이자 백신 55만개를 문재인에게 직접 주면 김정은에게 갖다 바칠까봐 주한미군을 통해 한국군에게 직접 제공한다고 https://t.co/UaNgAJmU9P,"If the Vaccine for the National Armed Forces, I would like to take 550,000 people to the Moon Jae-in, who will give 550,000 people directly to the Moon Jae-in, and I would like to provide Kim Jong Eun directly through the US Army, https://t.co/UANGAJMU9P"
중국 시노팜 백신 치사율 50%보장 https://t.co/j9KssnViEy,China Cinema Vaccine $ 50% Guaranteed https://t.co/J9KSSNVIEY
"[과학] 백신 고작 55만개냐고 ㅈㄹ하던 놈들은 기가 막힘 ㅋㅋ
https://t.co/Vow1EzcoKC","[Science] The guy who was only 550,000 vaccine is blocked.
https://t.co/Vow1ezCOKC"
"내가
불과 삼일전에 
대통령이 백신 구걸하러 미국간다는
헛소리에
분노하고 있었는데

보라 이것들아
미국대통령이 때땡큐를 
외치지않느냐","I
Only three days ago
The president goes to beg for the vaccine
In the bullshit
I was angry.

Behold these
US President of the United States
Do not shout"
"정의용 ""모더나 백신, 곧 국내 위탁생산 계약 체결"" | 다음 뉴스 https://t.co/8MXXtSCDgZ
""韓, 세계적인 백신 공급망 부상..백신 허브 전망""
""한미회담서 대북정책 관련 공감·여유 생겨"" 평가","Definition ""Moth, Vaccine, Soon to Contract Domestic Consignment"" | Next News https://t.co/8mxxtscdgz
""Korea, a global vaccine supply chain injury .. Vaccine herb view""
""Korea-US Talks"
"@MIll_0 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 뭐랄까 미국과 무기구매 같은걸로 거래를 하지 않고. 투자해주고 투자받고 백신협력이랄 대북 인게이지먼트 받아냈다는 점에서 거의 대등 한 관계로 보이는것이죠 ㅋㅋㅋ 
남는 장사인데다가 ㅋㅋㅋㅋㅋㅋㅋㅋ","@ Mill_0 ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ What do you do not deal with the United States and weapons, I have been invested and being invested, and I have been invested in a vaccine cooperation.
I'm a business."
[단독] 정의용 ＂당장 백신 공급은 군인들 55만명이 전부＂ᆢ “한국만 특별히 지원한다는 것은 명분이 좀 약하다는 게 미국 측의 설명이다” (출처 : JTBC | 네이버 뉴스) https://t.co/90wtH06JE5,"[Exclusive] Definition ""Right now, the vaccine is a very weak"" (Source: JTBC | Naver News), that it is a little weaker that only 550 million soldiers are supported. ""(Source: JTBC | Naver News) HTTPS: // CO / 90WTH06JE5"
"✅문 대통령과 바이든 대통령이 마스크를 쓰지 않았다
✅질 바이든 여사 등이 참여한 단체사진에서도 전부 마스크를 벗었다. 이 행사 참석자는 60여명이었으며 거리두기도 하지 않았다. 
✅백신 접종자에 한해 마스크를 쓰지 않아도 된다고
⬇️ 조선일보 기사 내용중에서
👉 한국은? https://t.co/5XB5xGU9hb","President President and President Biden did not write a mask.
It has all the masks in the group photographs participating by the vague Biden. The attendees of this event were about 60 and did not leave it.
✅ You do not have to use a mask only for vaccination.
⬇️ Among the contents of the Chosun Ilbo
👉 Korea? https://t.co/5XB5XGU9HB"
"대한민국 세계2위 반도체 2차전지 바이오신약 제조강국으로서 미국에 44조원 역대급 투자.
반도체 전기차 기술로 경제 넘어 세계시장 주도하고, 백신으로 인류 구할 것.
https://t.co/HNg0Ni03Pa","Korea World Second-School Secondary Biological Bio New Testing Manufacturing River Investment in the United States.
Semiconductor electric car technology is a global market, goes beyond the economy, and to get humanity with vaccines.
https://t.co/HNG0NI03PA"
"미국이 한국군에 백신을 제공하겠다는 것은 중국을 맥이는 것이고, 해산물 요리를 함께 먹은 것은 일본을 맥이는 것이다.","The United States will provide vaccines to the Korean army, and it is a Mac, and eating seafood dishes is to be a mac."
"토착왜구당 차떼기당
백신불신조작당=반방역적 반사회적 백해무익 국민의짐당 해체하라.
조중동매한 등 기레기들 강력한 철퇴를 대갈통에 내리쳐야. https://t.co/OYWX7HMxda","Dirty Rights
Vaccine Fire Corporation = Definite Banning Public Relations Balanced Baek Ha Ha Debits
Eastern Eastern Eastern Kisugi should fall into a strong meadow. https://t.co/OYWX7HMXDA"
@JeanFillioux53 안이 조센에 백신 55만개 줄테니깐 빨리 느그군인들 빨리 척수액 맞춰라 라고 조황상님의 명이자나요,"@ Jeanfillioux53 Anybean, I will give 550,000 vaccines to Joshen, and I am a short-lived person."
"■[한·미 정상회담] 바이든 “한국군 55만명에게 코로나19 백신 제공”
에포크타임스 2021.05.22 하석원 기자
https://t.co/dsNoqnieIc 

조 바이든 미국 대통령이 코로나19(중공 바이러스 감염증) 백신을 한국군 장병 55만명에게 제공하겠다고 밝혔다. https://t.co/1gkwJe7VGF","■ [Korea, US summit] Biden ""550,000 Koreans offer Corona 19 vaccine""
Epoles Times 2021.05.22
https://t.co/dsnoqnieic

President Joe Biden said that the US President Corona 19 (hollow viral infection) vaccines will provide 550,000 Korean soldiers. https://t.co/1GKWJE7VGF"
"반도체 배터리  자동차는  최고급 일자리들, 이런거 다 내주고  뭘  얻어 오려나 ?  K방역 허풍 떨다가 거지된 백신 ?   https://t.co/n6Ju25kPCn","Semiconductor battery cars are the finest jobs, what do you get this? K defeated vaccine, a beggar? https://t.co/N6JU25KPCN"
"2) 일상의 불편함과 생업의 손해를 감수하며 방역에 협조해주시는 시민 한분 한분께 깊이 감사드립니다. 소중한 일상을 되찾는 그 날까지 참여방역으로 함께 해주시기 바라며, 나 자신과 사랑하는 가족 그리고 주변 이웃을 위해 백신접종에 동참해주실 것을 거듭 요청드립니다.",2) Thank you deeply thanks to the citizen of citizens who take the inconvenience of daily inconvenience and life. I hope to join the vaccine for myself and myself and my beloved family and neighboring neighbors.
"이번에 정권 장점 2개 더 나왔네ㅋㅋ
근디 이걸로 지지율이 오를꺼라 보진 않음
그래도 나는 안심인게 한중러 이렇게 엮이지않은것만으로도
다행이라 생각함

총 4개
1. 군 월급
2. 군 휴대폰
3. 미사일
4. 군장병 백신","This time two more regime advantages came out.
I do not see the support for the grid
I still do not have a lot of money
I am glad

4 total
1. Military salary
2. Military cell phone
3. Missile
4. Military disease vaccine"
"文 ""美, 한국에 백신 직접지원"" 바이든 ""한국군 55만명에 제공""https://t.co/SASkOgTAQG
""한미동맹 차원서 약속…한미기업 협력으로 백신 생산량 늘릴것""","Sentence ""Vaccine directly to Korea"" Biden ""to 550,000 Koreans"" https://t.co/saskogtaqg
""Promise of the US ROK-US Alliance ... Increase the production of vaccine as a Korean-American cooperation"""
토착왜구들. 반국가적 반사회적 코로나19 백신 불신 조장에 혈안인 조ㅅ일보 폐간하라. https://t.co/UQEtwn5oXk,Indigenous. Half a Korean anti-Heavy Corona 19 vaccine disbelief. https://t.co/UQetwN5OXK
우리나라 사람은 배고픈건 참는데 배 아픈건 못 참음. 백신 맞은 사람에게 인센티브를 팍팍주고 안 맞은 사람은 소외시키면 서로 맞겠다고 할것임. 그리고 접종하는 병원 수가를 대폭 올리면 병원들이 알아서 광고할것임.,"The people of Korea are hungry for hungry to be hungry. The person who does not give the incentive to the right person to the right person, will be said to be right if they are alienated. Then, if you raise the number of hospitals inoculated, the hospital will be advertised."
"판문점합의 종전선언 등 남북한평화체계로의 전환,미사일거리제한 완전폐지,백신위탁생산계약 등 생각만 해도 가슴뛰는 엄청난 국가역량의 상승기회를 우리 문프께서 다 해내신다👍👍👍👍👍👍매국매판 기더기 국민적 민평련 찢충이 등의 개쓰레기들까지 하드캐리 하시면서 일궈낸 수퍼맨급 능력이다","We have a rising opportunity for a tremendous national competence of tremendous national capabilities, such as the transition to the peace system, such as the end of the Pandemic Population, It is superman ability to be a hardcarred,"
백신 접종 맞은 다음에는 다시 실내 클라이밍 하고 싶다.,I want to climb up again after vaccination.
"이왕재 교수 ""코로나 백신 실용화 99% 불가능…상업성에 의심"";url=https://t.co/ODkqmIMCCA","Professor Lee Wang Jae ""Corona vaccine practical use 99% impossible ... doubt in commerciality""; url = https: //t.co/ODKQMIMCCA"
"일본사람들이 코로나 백신 접종 예약 때문에 난리 난 이유
https://t.co/jucfOngAMY","The reason why the Japanese people are ridiculous because of the reservation of Corona vaccination
https://t.co/JUCFONGAMY"
"어제 부처님께 울 가족들 백신 빨리 맞게해달라고
소원빌고 비대면송금으로 연등달았다.","Yesterday, Buddha wools Family's vaccine quickly
I was loved by a wish,"
"코로나 이루 처음,백신 한반도평화 대중국정책 밧데리 전기자동차 등 미래먹거리산업 등 엄청난 현안을 협의하러 미국에 가신 문프.근데 찢땡뉴스 엠빙신 전국뉴스로 넘기기 전까지 보도 하나 없다.경기도 아파트화재 대비는 2꼭지 내보내고.이토록 철저하게 친목질만 하는 엠빙신,천벌받아라","Coronau First, the first time the vaccine, the Peace, China Policy Battery Electric car, such as the Future Food Industry, such as the Future Food Industry, etc., I am a thoroughly friendly,"
"개보수들아~ KFX 보라매 전투기 만드는데 미국이 도와준게 있나? 코로나 사태에
동맹이라는 한국에 백신 다른나라보다 더 주었느냐? 그냥 미국과 일본에 굽신굽신
바보 천치같은 인간들~","Renewable. ~ KFX Bora Made Made, Does the United States have helped America? In Corona
Did you give me more vaccine than other countries in Korea? Just bent bending to America and Japan
Things like a foolishness ~"
"@kmssung5 도대체 어느나라 백신 성과를 내야 하는거냐?
한국은 다 잘하고 있는데..
일본백신?
그말이 입안에서 옹알옹알 하는거냐? 철수야 이 철딱서니 없는 놈아.","@ kmssung5 What country do you have to pay for vaccine?
Korea is doing well.
Japanese vaccine?
Does that do not know what to do in your mouth? I do not have a tinted."
코로나 2차까지 백신 맞으면?블랙라군 팀코 하고싶다 ~!,If you are a vaccine until Corona 2nd?
일본 백신접종 750만 돌파... 이제 좀 빨라지는구만... 차례 돌아와야 이벤트에 참여할텐데,Japan's vaccine breaks 7.5 million ... It's a little faster ... It's a little faster ...
"한미정상회담 논점은 대략 이정도구나 

1.백신: 1) 현물원조(제공 혹은 스왑)
            2) 백신허브 한국 배치 여부 
2.반도체 및 배터리 : 미국현지 공장 설립 투자 여부
3.대북정책: 제재일부해제 or 미둑의 남북협력 지지
4.기타: 쿼드 일부워킹그룹에 참여 여부","The Korea-US summit responsibility is about this approximately

1. Vaccine: 1) Site (provided or swap)
            2) Vaccine Hub Korea Deployment
2. Semiconductor and Battery: Establishment of the US Local Factory Whether to invest
3. North Korea Policy: Surfacing Surfing Or Military Inter-Korean Cooperation Support
4. Other: Participating in the quadratic group"
"음.  박정호선생 말에 의하면 백신허브는 미국쪽에서 원하는걸로 봐도 될듯?
#2021_한미정상회담

https://t.co/FAX4iQCS6C","Well. According to Park Jung Ho's teacher, the vaccine herb seems to be asking to be on the US side?
# 2021_ Korea-US summit

https://t.co/FAX4IQCS6C"
"일본 후쿠오카의 한 우동전문점 체인이 '백신 휴가'를 도입한다고.
이건 좋은 생각인 듯. https://t.co/3rOGe6dlOJ","One Udon specialty shop chain of Fukuoka, Japan, introduces 'vaccine vacation'.
This is a good idea. https://t.co/3roge6dloj"
"""아스트라제네카 백신, 부스터샷으로도 효능 있어"" | 다음 뉴스 https://t.co/B1TPN3asFz
옥스퍼드대 연구 결과..아데노바이러스 매개체 백신 효능 우려 뒤집어
면역효과 강화·변이 대비 위해 부스터샷 필요할 수도","""AstraZeneca vaccine, booster shot is also efficient as"" | Next News https://t.co/b1tpn3asfz
Oxford University Results .. Adenovirus Medium Vaccine Efficacy Concerns
Strengthening immune effect / booster shots for variation"
"@james_bond_ny 야 쓰네기 기레기야
너 그렇게 사는것이 아니다
그때 그때 달라
언제는  코로나 백신 부족으로 국민의 짐 집단들과 현 정부 무능하다고  그랬놓고 이제는 백신풍년으로 천천히 접종하라고 
너 그렇게 살지 말아라
개새끼 국민들을 불안 불신 불만을 선동내지 조장하고있는 넌 남 못살게하는 친일파다","@james_bond_ny Ya Tsungi Kirgiya
You are not doing so.
At that time,
When I was a lack of Corona vaccine, I was in the current government and the current government incompetent.
Do not live like that.
You are a professional that you are promoting your people who are promoting unstable complaints."
"사랑하는 #가족, 그리고  #이웃'과 함께 일상으로 돌아가기 위해 #코로나19 #예방접종'을 합시다.

#2021년5월18일_오후6시 #서울큰나무병원'에서 #코로나바이러스감염증_19(COVID-19) #백신 #아스트라제네카 1차 접종을 했습니다.

#제572돌 #한글날 #우리말지킴이 #한글운동가 #신창욱 #신마로 https://t.co/1TuRShBrrL","Let's make a Vocroo 19 # Corona 19 # to return to everyday life with a love # family, and # Neighborhood.

# May 18, May 18, 200 _ 6 pm # Seoul Large Tree Hospital # Corona Viral Detective _19 (CovId-19) # Vaccine # AstraZeneca First inoculation.

# 572 Stone # Hangul Day # We do not go to Korean # Hangul # Shin Chang-wook # Shino Https://t.co/turshbrrl"
우리부모님은 아직백신 못맞으심ㆍ28동이라 순서가 뒷쪽이라 7월이 될수도있다고ㆍ걱정걱정,"Our parents are not yet able to get the vaccine, and the order is the back of the order."
국민 모두 백신 맞고 서초동에 모여 검찰을 해체 시키자.. https://t.co/U9VqZkuurn,Let the people gather in both the people and gathered in Seocho-dong .. https://t.co/U9VQZKUURN
@sinc6805 @ddanziabba 자비로치료하고 감염시키면 구상권청구하고 백신다시 맞으려면 지돈내고 맞고 이랬으면좋겠어요,"@ SINC6805 @Ddanziabba If you treat it with mercy and infectia, you would like to have a right to apply for a business right and a vaccine."
"미국이 준다는 백신, 인도나 다 줘라",Give me the vaccine that America gives me.
"엄마 아빠 백신접종 예약완료!
아빠는 31일 엄마는 7일인데..나도 그냥 얼른 후딱 맞고싶다 😖😖😖","Mom Dad's vaccine reservation finish!
My dad is on the 31st, but it's seven days."
@mediapark1999 @DrJHK 한국 백신은 패스트푸드프랜차이즈가 만든다는 소문도 있습니다. https://t.co/djYGPMYcfb,@ mediapark1999 @Drjhk Korean vaccine is also rumors that the Fast Food Francs makes. https://t.co/DJYGPMYCFB
"우리 대한민국 국민 위대합니다. 코로나19 잘 이겨냅시다. 일선에서 수고하시는 의료진과 방역진에 감사드립니다. 

백신 접종자는 마스크 안 써도 된다는 미국 근황 news 

마스크 미착용자가 백신 접종을 했는지 어떻게 확인하냐는 질문에 대한 CDC 국장의 답변입니다.  황당..ㅜㅜ https://t.co/poa4X7DToV","We are the Korean nationals great. Corona 19 Wells well. Thank you for your medical staff and the guardian who is doing in the first line.

The vaccine is not a mask that I can not write a mask News

It is an answer to the CDC coat of arms for the questions to check if the mask is vaccinated. Abacuad ... ㅜ ㅜ https://t.co/O/POA4X7DTO"
"세계 104번째로 접종을 시작 했다는 우리나라,선진국들이 눈에 불을 켜고 백신전쟁을 치룰때 급할것 없다고 팔장끼고 있더니 발등에 불 떨어지니 백신 빌려달라고, 백신스와프 맺자고?","Korea and developed countries have been in the world, in Korea, in Korea, and developed countries have turned on on the eyes and do not hurt when they turn on the vaccine war, and they will be fired in the foot, and the vaccine will borrow the vaccine."
Hㅏ 작년엔 그냥 공연 자체가 안열리니깐 속상해도 어느정도 체념하는 기분이라도 있었는데 올해부턴 공연 자체는 슬금슬금 열리지만 거리두기 좌석이라 해서 좌석수가 최소 반토막이 나가지고 열리는데 내가 보러갈 수 없는 상황이 늘어서 더 열받는다.. 결론은 거리두기잘하고 백신잘맞읍시다..ㅠ,"H ㅏ 엔 엔 엔 엔 엔 엔 열 열 열 열 열 열 열 열 열 열 열 열 열 열 열 열 열 열 열 열 열 열 열 열 열 열 열 열 열 열 열 열 열 열 열, The conclusion is that the conclusion is cool and the vaccine is good."
"#센텀힐병원
금일 12시20분 의료종사자용 2차분 AZ백신이 도착하였습니다👍
군경찰 호위하에 백신 운송업체를 통해 안전하게 공수되었습니다👏
백신 접종은 20일 이후 순차적으로 진행하도록 하겠습니다🤗 
#코로나 #코로나백신 #접종 https://t.co/iVXShEmHJH","# Centum Hill Hospital
Today, 12:20 pm 2nd AZ vaccine arrived in medical workers
Military Police Earth Ha Ha Ha Hae
The vaccination will proceed sequentially after 20 days.
# Corona # Corona vaccine # inoculation https://t.co/IVXSHEMHJH"
영국 코로나19 입원환자수 빠지는거 봐라.. 4만명 가까이 되던게 드디어 1000밑으로 떨어졌다. 이게 진정한 백신의 위력인듯. https://t.co/9Ub2EW5rqs,British Corona 19 hospitalized patients. This seems to be the power of a true vaccine. https://t.co/9UB2EW5RQS
"백신 2차 접종 완료 +_+

#COVID19 #Astrazeneca #Vaccine #코로나19 #아스트라제네카 #백신 #2차접종 @새로운경기도립정신병원 https://t.co/dV2NFS6HNw","Vaccine secondary inoculation completion + _ +

# COVID19 #astrazeneca #Vaccine # Corona 19 # AstraZeneca # Vaccine # 2 offense @ New game mental hospital https://t.co/dv2nfs6hnw"
"급 드는 생각
백신 맞으면 전파력이 줄어드나?
주변에 AZ 1차 접종 10일 정도 후 확진
강양성? 이랬다는데 수많은 접촉자중 1명도 확진 안됨... 밥을 함께 나눠먹은 가족까지도....","I think the class
Does the vaccine decrease,
Az peripheral around 10 days after the first inoculation
Kangang? I did not confirm one of the many contacts ..."
"@Chosun 우리나라가 통일이 안되는건 검찰때문! 
코로나가 쉽게 잡히지 않고 백신수급이 늦어지는건 검찰때문! 
집값이 안잡히는건 검찰때문. 
미세먼지가 기승을 부리는건 검찰때문. 검찰아! 뭐하니.","@Chosun Because our country is not unified!
Corona is not easily caught, and the vaccination is delayed because of the prosecution!
Because of the prosecution that the house price is not granted.
Micro dust is caused by a prosecution. Prosecutor! what are you doing."
2)  5월 27일부터 위탁의료기관 접종이 시작되면 백신접종률이 크게 늘어날 예정입니다. 신속하고 안전한 백신접종을 위해서 확진자수가 큰폭으로 증가되지 않도록 기본으로 돌아가 방역수칙을 철저히 지켜주시기 바랍니다.,"2) Since May 27, the vaccination rate will increase when the consignment medical institution vaccination is started. For quick and secure vaccination, please return to the basics so that the embroidery is not increased to a great extent, and thoroughly observe the rule of the defense."
"어린이들도 백신 의무화?
https://t.co/e4AZK7MQxg","Children also done vaccine?
https://t.co/E4AZK7MQXG"
AZ백신 맞은 여성 경감 사망했습니다! 평소 기저질환도 없었다고 하네요. https://t.co/ZcLTOK84vQ,AZ vaccine was died of women's allegation! I do not usually have a base disease. https://t.co/zcltok84vq
요새 프랑스 목수님 뭐하나 들여다봤는데 아직도 백신불복종 운동 하고 계시네 대단하다,"Fort France Well, I looked into one, but I still have a vaccination."
"31일에 병원 예약이 잡혀서
1일 화요일 저녁 나주
2일 수요일 점심 대전
2일 수요일 저녁 청주
3일 목요일 점심 제천
3일 목요일 저녁 서울
6월 1일에 아버지 백신 맞을 예정인데 기관지가 안 좋으셔서 걱정이 좀 되긴 한다. 잘 버티시겠지. 엄마도 그거 보고 좀 맞으시면 좋겠는데.","On the 31st, the hospital reservation is caught
Tuesday night on Tuesday night
2 Wednesday Lunch Daejeon
2nd Wednesday evening Cheongju
Thursday Thursday Lunch Jecheon
Thursday, Thursday,
On June 1, I am going to be a father vaccine. I'll be well. I hope my mom is going to see that."
https://t.co/fRDpOoKrXH이 글 정도는 읽고 코로나나 백신에 관해 언급해야 하지 않을 까..,https://t.co/FRDPOOKRXH This article is read and should not be mentioned by Corona or vaccine ..
