Text,new_text,languages,new_text_after_translation,pos_tagged_words,words_processed_all,words_processed_noun_adj_verb_adv,words_processed_noun,scores,compound,sentiment
i really want second shot because i got j&amp;j‚Ä¶ ugh. can i get little pfizer please,i really want second shot because i got j&amp;j‚Ä¶ ugh. can i get little pfizer please,ENGLISH,i really want second shot because i got j&amp;j‚Ä¶ ugh. can i get little pfizer please,"[('i', 'NNS'), ('really', 'RB'), ('want', 'VBP'), ('second', 'JJ'), ('shot', 'NN'), ('because', 'IN'), ('i', 'NN'), ('got', 'VBD'), ('i', 'JJ'), ('amp', 'VBP'), ('i', 'NN'), ('i', 'VBP'), ('ugh', 'IN'), ('can', 'MD'), ('i', 'VB'), ('get', 'VB'), ('little', 'JJ'), ('pfizer', 'NN'), ('please', 'NN')]","['really', 'want', 'second', 'shot', 'get', 'amp', 'ugh', 'get', 'little', 'pfizer', 'please']","['really', 'want', 'second', 'shot', 'get', 'amp', 'get', 'little', 'pfizer']","['shot', 'amp', 'pfizer']","{'neg': 0.171, 'neu': 0.609, 'pos': 0.22, 'compound': -0.0478}",-0.0478,negative
i also had zero side effects my second pfizer shot.,i also had zero side effects my second pfizer shot.,ENGLISH,i also had zero side effects my second pfizer shot.,"[('i', 'NN'), ('also', 'RB'), ('had', 'VBD'), ('zero', 'CD'), ('side', 'NN'), ('effects', 'NNS'), ('my', 'PRP$'), ('second', 'JJ'), ('pfizer', 'NN'), ('shot', 'NN')]","['also', 'zero', 'side_effect', 'second', 'pfizer', 'shoot']","['also', 'side_effect', 'second', 'pfizer', 'shoot']","['side_effect', 'pfizer']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
"april this year, i tested positive covid-19, after being exposed at work. i have since received 2 shots pfizer ""people should still get vaccinated even if they‚Äôve already had covid-19, health agencies medical experts say""","april this year, i tested positive covid-19, after being exposed at work. i have since received 2 shots pfizer ""people should still get vaccinated even if they‚Äôve already had covid-19, health agencies medical experts say""",ENGLISH,"april this year, i tested positive covid-19, after being exposed at work. i have since received 2 shots pfizer ""people should still get vaccinated even if they‚Äôve already had covid-19, health agencies medical experts say""","[('april', 'NN'), ('this', 'DT'), ('year', 'NN'), ('i', 'RB'), ('tested', 'VBD'), ('positive', 'JJ'), ('covid', 'NN'), ('nineteen', 'NN'), ('after', 'IN'), ('being', 'VBG'), ('exposed', 'VBN'), ('at', 'IN'), ('work', 'NN'), ('i', 'NN'), ('have', 'VBP'), ('since', 'IN'), ('received', 'VBN'), ('two', 'CD'), ('shots', 'NNS'), ('pfizer', 'VBP'), ('people', 'NNS'), ('should', 'MD'), ('still', 'RB'), ('get', 'VB'), ('vaccinated', 'VBN'), ('even', 'RB'), ('if', 'IN'), ('they', 'PRP'), ('i', 'VBP'), ('ve', 'VBP'), ('already', 'RB'), ('had', 'VBD'), ('covid', 'VBN'), ('nineteen', 'JJ'), ('health', 'NN'), ('agencies', 'NNS'), ('medical', 'JJ'), ('experts', 'NNS'), ('say', 'VBP')]","['april', 'year', 'tested_positive', 'covid', 'nineteen', 'expose', 'work', 'since', 'receive', 'two', 'shot', 'pfizer', 'people', 'still', 'get', 'vaccinate', 'even', 'already', 'covid', 'nineteen', 'health', 'agency', 'medical', 'expert', 'say']","['year', 'tested_positive', 'covid', 'expose', 'work', 'receive', 'shot', 'pfizer', 'people', 'still', 'get', 'vaccinate', 'even', 'already', 'covid', 'health', 'agency', 'medical', 'expert', 'say']","['year', 'tested_positive', 'work', 'shot', 'pfizer', 'people', 'health', 'agency', 'expert']","{'neg': 0.037, 'neu': 0.86, 'pos': 0.103, 'compound': 0.5106}",0.5106,neutral
my husband i had no reaction 2nd pfizer vaccine except bit soreness at injection site. you‚Äôll be fine.,my husband i had no reaction 2nd pfizer vaccine except bit soreness at injection site. you‚Äôll be fine.,ENGLISH,my husband i had no reaction 2nd pfizer vaccine except bit soreness at injection site. you‚Äôll be fine.,"[('my', 'PRP$'), ('husband', 'NN'), ('i', 'NN'), ('had', 'VBD'), ('no', 'DT'), ('reaction', 'NN'), ('and', 'CC'), ('pfizer', 'NN'), ('vaccine', 'NN'), ('except', 'IN'), ('bit', 'NN'), ('soreness', 'NN'), ('at', 'IN'), ('injection', 'NN'), ('site', 'NN'), ('you', 'PRP'), ('i', 'VBP'), ('all', 'DT'), ('be', 'VB'), ('fine', 'JJ')]","['husband', 'reaction', 'pfizer', 'vaccine', 'except', 'bit', 'soreness', 'injection_site', 'fine']","['husband', 'reaction', 'pfizer', 'vaccine', 'bit', 'soreness', 'fine']","['husband', 'reaction', 'pfizer', 'vaccine', 'bit']","{'neg': 0.116, 'neu': 0.789, 'pos': 0.095, 'compound': -0.1027}",-0.1027,positive
"pfizer is 88% effective against delta variant, moderna slightly less. j &amp;j drops 75% only 33% effective against delta but with others has very large reduction symptomatic infection which result hospitalizations death.","pfizer is 88% effective against delta variant, moderna slightly less. j &amp;j drops 75% only 33% effective against delta but with others has very large reduction symptomatic infection which result hospitalizations death.",ENGLISH,"pfizer is 88% effective against delta variant, moderna slightly less. j &amp;j drops 75% only 33% effective against delta but with others has very large reduction symptomatic infection which result hospitalizations death.","[('pfizer', 'NN'), ('is', 'VBZ'), ('effective', 'JJ'), ('against', 'IN'), ('delta', 'NN'), ('variant', 'JJ'), ('modern', 'JJ'), ('slightly', 'RB'), ('less', 'JJR'), ('i', 'JJ'), ('amp', 'NN'), ('i', 'NN'), ('drops', 'VBP'), ('only', 'RB'), ('effective', 'JJ'), ('against', 'IN'), ('delta', 'NN'), ('but', 'CC'), ('with', 'IN'), ('others', 'NNS'), ('has', 'VBZ'), ('very', 'RB'), ('large', 'JJ'), ('reduction', 'NN'), ('symptomatic', 'JJ'), ('infection', 'NN'), ('which', 'WDT'), ('result', 'VBP'), ('hospitalizations', 'NNS'), ('death', 'NN')]","['pfizer', 'effective', 'delta_variant', 'modern', 'slightly', 'less', 'amp', 'drop', 'effective', 'delta', 'other', 'large', 'reduction', 'symptomatic_infection', 'result', 'hospitalization', 'death']","['pfizer', 'effective', 'delta_variant', 'modern', 'slightly', 'less', 'amp', 'drop', 'effective', 'delta', 'other', 'large', 'reduction', 'symptomatic_infection', 'result', 'hospitalization', 'death']","['pfizer', 'amp', 'drop', 'delta', 'other', 'reduction', 'symptomatic_infection', 'result', 'hospitalization', 'death']","{'neg': 0.143, 'neu': 0.748, 'pos': 0.109, 'compound': -0.5023}",-0.5023,negative
lol ikr u should have gotten pfizer/moderna one. u could have had chance get $100 after 2nd dose.,lol ikr u should have gotten pfizer/moderna one. u could have had chance get $100 after 2nd dose.,ENGLISH,lol ikr u should have gotten pfizer/moderna one. u could have had chance get $100 after 2nd dose.,"[('lol', 'NN'), ('ike', 'NN'), ('u', 'NN'), ('should', 'MD'), ('have', 'VB'), ('gotten', 'VBN'), ('pfizer', 'JJ'), ('modern', 'JJ'), ('one', 'CD'), ('u', 'NN'), ('could', 'MD'), ('have', 'VB'), ('had', 'VBN'), ('chance', 'NN'), ('get', 'NN'), ('after', 'IN'), ('and', 'CC'), ('dose', 'VB')]","['lol', 'ike', 'u', 'get', 'pfizer', 'modern', 'one', 'u', 'could', 'chance', 'get', 'dose']","['u', 'get', 'pfizer', 'modern', 'u', 'chance', 'get', 'dose']","['u', 'pfizer', 'u', 'chance', 'dose']","{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.5859}",0.5859,positive
i‚Äôm officially pfizer bitch üíâ,i‚Äôm officially pfizer bitch syringe,ENGLISH,i‚Äôm officially pfizer bitch syringe,"[('i', 'NN'), ('i', 'VBP'), ('i', 'VBP'), ('officially', 'RB'), ('pfizer', 'JJ'), ('bitch', 'NN'), ('syringe', 'NN')]","['officially', 'pfizer', 'bitch', 'syringe']","['officially', 'pfizer', 'bitch', 'syringe']","['pfizer', 'bitch', 'syringe']","{'neg': 0.487, 'neu': 0.513, 'pos': 0.0, 'compound': -0.5859}",-0.5859,negative
bout go sneak myself pfizer booster,bout go sneak myself pfizer booster,ENGLISH,bout go sneak myself pfizer booster,"[('bout', 'NN'), ('go', 'VBP'), ('sneak', 'JJ'), ('myself', 'PRP'), ('pfizer', 'VBP'), ('booster', 'NN')]","['bout', 'go', 'sneak', 'pfizer', 'booster']","['bout', 'go', 'sneak', 'pfizer', 'booster']","['bout', 'pfizer', 'booster']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
"covid vaccines work so well that pfizer is selling therapeutics when you get covid after getting vaccine. yup, true story.","covid vaccines work so well that pfizer is selling therapeutics when you get covid after getting vaccine. yup, true story.",ENGLISH,"covid vaccines work so well that pfizer is selling therapeutics when you get covid after getting vaccine. yup, true story.","[('covid', 'NN'), ('vaccines', 'NNS'), ('work', 'VBP'), ('so', 'RB'), ('well', 'RB'), ('that', 'IN'), ('pfizer', 'NN'), ('is', 'VBZ'), ('selling', 'VBG'), ('therapeutic', 'JJ'), ('when', 'WRB'), ('you', 'PRP'), ('get', 'VBP'), ('covid', 'JJ'), ('after', 'IN'), ('getting', 'VBG'), ('vaccine', 'JJ'), ('yup', 'NN'), ('true', 'JJ'), ('story', 'NN')]","['covid', 'vaccine', 'work', 'well', 'pfizer', 'sell', 'therapeutic', 'get', 'covid', 'get', 'vaccine', 'yup', 'true', 'story']","['covid', 'vaccine', 'work', 'well', 'pfizer', 'sell', 'therapeutic', 'get', 'covid', 'get', 'vaccine', 'yup', 'true', 'story']","['vaccine', 'pfizer', 'vaccine', 'yup', 'story']","{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.6748}",0.6748,positive
so it's all about people's health not profit #pfizerleak,so it's all about people's health not profit #pfizerleak,ENGLISH,so it's all about people's health not profit #pfizerleak,"[('so', 'IN'), ('it', 'PRP'), ('i', 'VBZ'), ('all', 'DT'), ('about', 'IN'), ('people', 'NNS'), ('i', 'VBP'), ('health', 'NN'), ('not', 'RB'), ('profit', 'VB'), ('pfizerleak', 'NN')]","['people', 'health', 'not', 'profit', 'pfizerleak']","['people', 'health', 'profit', 'pfizerleak']","['people', 'profit', 'pfizerleak']","{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.3412}",-0.3412,negative
gimme some pfizer bottle i‚Äôll walk thru midwest like this,gimme some pfizer bottle i‚Äôll walk thru midwest like this,ENGLISH,gimme some pfizer bottle i‚Äôll walk thru midwest like this,"[('gimme', 'VB'), ('some', 'DT'), ('pfizer', 'NN'), ('bottle', 'IN'), ('i', 'NN'), ('i', 'VBP'), ('all', 'DT'), ('walk', 'VBP'), ('thru', 'JJ'), ('midwest', 'JJS'), ('like', 'IN'), ('this', 'DT')]","['gimme', 'pfizer', 'bottle', 'walk', 'thru', 'midwest', 'like']","['gimme', 'pfizer', 'bottle', 'walk']","['gimme', 'pfizer', 'bottle']","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.3612,positive
hubby &amp; i all vaxxed w/pfizer. had no reactions except sore shoulder. that‚Äôs it.,hubby &amp; i all vaxxed w/pfizer. had no reactions except sore shoulder. that‚Äôs it.,ENGLISH,hubby &amp; i all vaxxed w/pfizer. had no reactions except sore shoulder. that‚Äôs it.,"[('hubby', 'NN'), ('amp', 'NN'), ('i', 'VBP'), ('all', 'DT'), ('valued', 'VBN'), ('i', 'JJ'), ('pfizer', 'NN'), ('had', 'VBD'), ('no', 'DT'), ('reactions', 'NNS'), ('except', 'IN'), ('sore', 'NN'), ('shoulder', 'NN'), ('that', 'IN'), ('i', 'NN'), ('i', 'VBP'), ('it', 'PRP')]","['hubby', 'amp', 'value', 'pfizer', 'reaction', 'except', 'sore', 'shoulder']","['amp', 'value', 'pfizer', 'reaction', 'sore', 'shoulder']","['amp', 'pfizer', 'reaction', 'shoulder']","{'neg': 0.299, 'neu': 0.701, 'pos': 0.0, 'compound': -0.5719}",-0.5719,neutral
these are side effects that pfizer that pete rock feared‚Ä¶,these are side effects that pfizer that pete rock feared‚Ä¶,ENGLISH,these are side effects that pfizer that pete rock feared‚Ä¶,"[('these', 'DT'), ('are', 'VBP'), ('side', 'JJ'), ('effects', 'NNS'), ('that', 'WDT'), ('pfizer', 'VBP'), ('that', 'IN'), ('pete', 'NN'), ('rock', 'NN'), ('feared', 'VBD'), ('i', 'NN')]","['side_effect', 'pfizer', 'pete', 'rock', 'fear']","['side_effect', 'pfizer', 'pete', 'fear']","['side_effect', 'pfizer', 'pete']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
had 2nd dose months ago‚Ä¶no reaction either pfizer shot.,had 2nd dose months ago‚Ä¶no reaction either pfizer shot.,ENGLISH,had 2nd dose months ago‚Ä¶no reaction either pfizer shot.,"[('had', 'VBD'), ('and', 'CC'), ('dose', 'JJ'), ('months', 'NNS'), ('ago', 'IN'), ('i', 'JJ'), ('no', 'DT'), ('reaction', 'NN'), ('either', 'RB'), ('pfizer', 'NN'), ('shot', 'NN')]","['dose', 'month', 'ago', 'reaction', 'either', 'pfizer', 'shoot']","['dose', 'month', 'ago', 'reaction', 'pfizer', 'shoot']","['dose', 'month', 'reaction', 'pfizer']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
"my family all got pfizer with no after effects. even if you get symptoms, it is better than getting covid. good luck","my family all got pfizer with no after effects. even if you get symptoms, it is better than getting covid. good luck",ENGLISH,"my family all got pfizer with no after effects. even if you get symptoms, it is better than getting covid. good luck","[('my', 'PRP$'), ('family', 'NN'), ('all', 'DT'), ('got', 'VBD'), ('pfizer', 'NNS'), ('with', 'IN'), ('no', 'DT'), ('after', 'IN'), ('effects', 'NNS'), ('even', 'RB'), ('if', 'IN'), ('you', 'PRP'), ('get', 'VBP'), ('symptoms', 'NNS'), ('it', 'PRP'), ('is', 'VBZ'), ('better', 'RBR'), ('than', 'IN'), ('getting', 'VBG'), ('covid', 'JJ'), ('good', 'JJ'), ('luck', 'NN')]","['family', 'get', 'pfizer', 'effect', 'even', 'get', 'symptom', 'well', 'get', 'covid', 'good', 'luck']","['family', 'get', 'pfizer', 'effect', 'even', 'get', 'symptom', 'well', 'get', 'covid', 'good', 'luck']","['family', 'pfizer', 'effect', 'symptom', 'luck']","{'neg': 0.076, 'neu': 0.621, 'pos': 0.303, 'compound': 0.765}",0.765,positive
those maga fuckers like pfizer and...uh.... bill gates must be held accountable,those maga fuckers like pfizer and...uh.... bill gates must be held accountable,ENGLISH,those maga fuckers like pfizer and...uh.... bill gates must be held accountable,"[('those', 'DT'), ('maga', 'JJ'), ('fuckers', 'NNS'), ('like', 'IN'), ('pfizer', 'NN'), ('and', 'CC'), ('uh', 'JJ'), ('bill', 'NN'), ('gates', 'VBZ'), ('must', 'MD'), ('be', 'VB'), ('held', 'VBN'), ('accountable', 'JJ')]","['maga', 'fucker', 'like', 'pfizer', 'bill_gate', 'must', 'held_accountable']","['maga', 'fucker', 'pfizer', 'bill_gate', 'held_accountable']","['maga', 'fucker', 'pfizer', 'bill_gate']","{'neg': 0.238, 'neu': 0.61, 'pos': 0.152, 'compound': -0.34}",-0.34,negative
i got both pfizer vaccines back april. no symptoms except some aching where i got shot but nothing else. you‚Äôll be ok.,i got both pfizer vaccines back april. no symptoms except some aching where i got shot but nothing else. you‚Äôll be ok.,ENGLISH,i got both pfizer vaccines back april. no symptoms except some aching where i got shot but nothing else. you‚Äôll be ok.,"[('i', 'NN'), ('got', 'VBD'), ('both', 'DT'), ('pfizer', 'NN'), ('vaccines', 'NNS'), ('back', 'RB'), ('april', 'VBP'), ('no', 'DT'), ('symptoms', 'NNS'), ('except', 'IN'), ('some', 'DT'), ('aching', 'VBG'), ('where', 'WRB'), ('i', 'NN'), ('got', 'VBD'), ('shot', 'JJ'), ('but', 'CC'), ('nothing', 'NN'), ('else', 'RB'), ('you', 'PRP'), ('i', 'VBP'), ('all', 'DT'), ('be', 'VB'), ('ok', 'JJ')]","['get', 'pfizer', 'vaccine', 'back', 'april', 'symptom', 'except', 'ache', 'get', 'shoot', 'nothing', 'else']","['get', 'pfizer', 'vaccine', 'symptom', 'ache', 'get', 'shoot', 'else']","['pfizer', 'vaccine', 'symptom']","{'neg': 0.157, 'neu': 0.723, 'pos': 0.119, 'compound': 0.0258}",0.0258,positive
so you can walk into any vaccination site that has pfizer they will give it you even if you already got j+j,so you can walk into any vaccination site that has pfizer they will give it you even if you already got j+j,ENGLISH,so you can walk into any vaccination site that has pfizer they will give it you even if you already got j+j,"[('so', 'IN'), ('you', 'PRP'), ('can', 'MD'), ('walk', 'VB'), ('into', 'IN'), ('any', 'DT'), ('vaccination', 'NN'), ('site', 'NN'), ('that', 'WDT'), ('has', 'VBZ'), ('pfizer', 'NN'), ('they', 'PRP'), ('will', 'MD'), ('give', 'VB'), ('it', 'PRP'), ('you', 'PRP'), ('even', 'RB'), ('if', 'IN'), ('you', 'PRP'), ('already', 'RB'), ('got', 'VBD'), ('i', 'JJ'), ('i', 'NN')]","['walk', 'vaccination', 'site', 'pfizer', 'give', 'even', 'already', 'get']","['walk', 'vaccination', 'site', 'pfizer', 'give', 'even', 'already', 'get']","['vaccination', 'site', 'pfizer']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
"dose pfizer covid vaccine is about $20. so even with possible 3rd one that's- $60. average in-network hospital stay due covid is $38k. if your reason not getting vaxed is ""big pharma"" you could end up putting way more than $60 their pockets.","dose pfizer covid vaccine is about $20. so even with possible 3rd one that's- $60. average in-network hospital stay due covid is $38k. if your reason not getting vaxed is ""big pharma"" you could end up putting way more than $60 their pockets.",ENGLISH,"dose pfizer covid vaccine is about $20. so even with possible 3rd one that's- $60. average in-network hospital stay due covid is $38k. if your reason not getting vaxed is ""big pharma"" you could end up putting way more than $60 their pockets.","[('dose', 'JJ'), ('pfizer', 'NN'), ('covid', 'JJ'), ('vaccine', 'NN'), ('is', 'VBZ'), ('about', 'IN'), ('twenty', 'NN'), ('so', 'RB'), ('even', 'RB'), ('with', 'IN'), ('possible', 'JJ'), ('ord', 'NN'), ('one', 'CD'), ('that', 'WDT'), ('i', 'VBZ'), ('sixty', 'JJ'), ('average', 'NN'), ('in', 'IN'), ('network', 'NN'), ('hospital', 'NN'), ('stay', 'NN'), ('due', 'JJ'), ('covid', 'NN'), ('is', 'VBZ'), ('ask', 'JJ'), ('if', 'IN'), ('your', 'PRP$'), ('reason', 'NN'), ('not', 'RB'), ('getting', 'VBG'), ('vad', 'NN'), ('is', 'VBZ'), ('big', 'JJ'), ('pharma', 'NN'), ('you', 'PRP'), ('could', 'MD'), ('end', 'VB'), ('up', 'RP'), ('putting', 'VBG'), ('way', 'NN'), ('more', 'JJR'), ('than', 'IN'), ('sixty', 'VB'), ('their', 'PRP$'), ('pockets', 'NNS')]","['dose', 'pfizer', 'covid', 'vaccine', 'twenty', 'even', 'possible', 'ord', 'one', 'sixty', 'average', 'network', 'hospital', 'stay', 'due', 'covid', 'ask', 'reason', 'not', 'get', 'vad', 'big_pharma', 'could', 'end', 'put', 'way', 'sixty', 'pocket']","['dose', 'pfizer', 'covid', 'vaccine', 'even', 'possible', 'ord', 'average', 'network', 'hospital', 'stay', 'due', 'covid', 'ask', 'reason', 'get', 'end', 'put', 'way', 'pocket']","['dose', 'pfizer', 'covid', 'vaccine', 'ord', 'network', 'hospital', 'ask', 'reason', 'way', 'pocket']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
what rubbish this is.,what rubbish this is.,ENGLISH,what rubbish this is.,"[('what', 'WP'), ('rubbish', 'VB'), ('this', 'DT'), ('is', 'VBZ')]",['rubbish'],['rubbish'],['rubbish'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,negative
no. moderna pfizer vaccines were said have just over 90% efficacy. j&amp;j was closer 70%.,no. moderna pfizer vaccines were said have just over 90% efficacy. j&amp;j was closer 70%.,ENGLISH,no. moderna pfizer vaccines were said have just over 90% efficacy. j&amp;j was closer 70%.,"[('no', 'DT'), ('modern', 'JJ'), ('pfizer', 'NN'), ('vaccines', 'NNS'), ('were', 'VBD'), ('said', 'VBD'), ('have', 'VB'), ('just', 'RB'), ('over', 'IN'), ('ninety', 'JJ'), ('efficacy', 'NN'), ('i', 'NN'), ('amp', 'VBP'), ('i', 'NN'), ('was', 'VBD'), ('closer', 'JJR'), ('seventy', 'NN'), ('i', 'NN')]","['modern', 'pfizer', 'vaccine', 'say', 'ninety', 'efficacy', 'amp', 'close', 'seventy']","['modern', 'pfizer', 'vaccine', 'say', 'efficacy', 'amp', 'close']","['pfizer', 'vaccine', 'efficacy', 'amp']","{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
friend mine with chronic illness had very bad reaction her first shot pfizer her dr is recommending she not get second - she said same thing about importance all us who can get both do so protect others. üôèüèª,friend mine with chronic illness had very bad reaction her first shot pfizer her dr is recommending she not get second - she said same thing about importance all us who can get both do so protect others. folded_handslight_skin_tone,ENGLISH,friend mine with chronic illness had very bad reaction her first shot pfizer her dr is recommending she not get second - she said same thing about importance all us who can get both do so protect others. folded_handslight_skin_tone,"[('friend', 'NN'), ('mine', 'NN'), ('with', 'IN'), ('chronic', 'JJ'), ('illness', 'NN'), ('had', 'VBD'), ('very', 'RB'), ('bad', 'JJ'), ('reaction', 'NN'), ('her', 'PRP$'), ('first', 'JJ'), ('shot', 'JJ'), ('pfizer', 'NN'), ('her', 'PRP$'), ('do', 'NN'), ('is', 'VBZ'), ('recommending', 'VBG'), ('she', 'PRP'), ('not', 'RB'), ('get', 'VB'), ('second', 'JJ'), ('she', 'PRP'), ('said', 'VBD'), ('same', 'JJ'), ('thing', 'NN'), ('about', 'IN'), ('importance', 'NN'), ('all', 'DT'), ('us', 'PRP'), ('who', 'WP'), ('can', 'MD'), ('get', 'VB'), ('both', 'DT'), ('do', 'VBP'), ('so', 'RB'), ('protect', 'VB'), ('others', 'NNS')]","['friend', 'mine', 'chronic', 'illness', 'bad', 'reaction', 'first', 'shot', 'pfizer', 'recommend', 'not', 'get', 'second', 'say', 'thing', 'importance', 'we', 'get', 'protect', 'other']","['mine', 'chronic', 'illness', 'bad', 'reaction', 'first', 'shot', 'pfizer', 'recommend', 'get', 'second', 'say', 'thing', 'importance', 'get', 'protect', 'other']","['mine', 'illness', 'reaction', 'pfizer', 'thing', 'importance', 'other']","{'neg': 0.134, 'neu': 0.68, 'pos': 0.187, 'compound': 0.3763}",0.3763,positive
these bills ban schools requiring covid vaccines could become irrelevant before they receive single hearing - fda full approval pfizer could come any day now,these bills ban schools requiring covid vaccines could become irrelevant before they receive single hearing - fda full approval pfizer could come any day now,ENGLISH,these bills ban schools requiring covid vaccines could become irrelevant before they receive single hearing - fda full approval pfizer could come any day now,"[('these', 'DT'), ('bills', 'NNS'), ('ban', 'VBP'), ('schools', 'NNS'), ('requiring', 'VBG'), ('covid', 'NN'), ('vaccines', 'NNS'), ('could', 'MD'), ('become', 'VB'), ('irrelevant', 'JJ'), ('before', 'IN'), ('they', 'PRP'), ('receive', 'VBP'), ('single', 'JJ'), ('hearing', 'NN'), ('fda', 'JJ'), ('full', 'JJ'), ('approval', 'NN'), ('pfizer', 'NN'), ('could', 'MD'), ('come', 'VB'), ('any', 'DT'), ('day', 'NN'), ('now', 'RB')]","['bill', 'ban', 'school', 'require', 'covid', 'vaccine', 'could', 'become', 'irrelevant', 'receive', 'single', 'hearing', 'fda', 'full', 'approval', 'pfizer', 'could', 'come', 'day']","['bill', 'ban', 'school', 'require', 'covid', 'vaccine', 'become', 'irrelevant', 'receive', 'single', 'hearing', 'full', 'approval', 'pfizer', 'come', 'day']","['bill', 'school', 'vaccine', 'hearing', 'approval', 'pfizer', 'day']","{'neg': 0.125, 'neu': 0.767, 'pos': 0.108, 'compound': -0.128}",-0.128,negative
my 14 y/o had pfizer. no issues. you are going be ok.,my 14 y/o had pfizer. no issues. you are going be ok.,ENGLISH,my 14 y/o had pfizer. no issues. you are going be ok.,"[('my', 'PRP$'), ('fourteen', 'JJ'), ('y', 'NN'), ('o', 'NN'), ('had', 'VBD'), ('pfizer', 'VBN'), ('no', 'RB'), ('issues', 'NNS'), ('you', 'PRP'), ('are', 'VBP'), ('going', 'VBG'), ('be', 'VB'), ('ok', 'JJ')]","['fourteen', 'pfizer', 'issue', 'go']","['pfizer', 'issue', 'go']","['pfizer', 'issue']","{'neg': 0.153, 'neu': 0.694, 'pos': 0.153, 'compound': 0.0}",0,neutral
"my husband is stage 4 pancreatic cancer got two dose pfizer. sore arm, tiredness, some muscle aches couple days. he's oral chemo every weekday that's all side effects he experienced. i had day tiredness sore arm. get shot.","my husband is stage 4 pancreatic cancer got two dose pfizer. sore arm, tiredness, some muscle aches couple days. he's oral chemo every weekday that's all side effects he experienced. i had day tiredness sore arm. get shot.",ENGLISH,"my husband is stage 4 pancreatic cancer got two dose pfizer. sore arm, tiredness, some muscle aches couple days. he's oral chemo every weekday that's all side effects he experienced. i had day tiredness sore arm. get shot.","[('my', 'PRP$'), ('husband', 'NN'), ('is', 'VBZ'), ('stage', 'JJ'), ('four', 'CD'), ('pancreatic', 'JJ'), ('cancer', 'NN'), ('got', 'VBD'), ('two', 'CD'), ('dose', 'JJ'), ('pfizer', 'NN'), ('sore', 'NN'), ('arm', 'NN'), ('tiredness', 'NN'), ('some', 'DT'), ('muscle', 'NN'), ('aches', 'NNS'), ('couple', 'JJ'), ('days', 'NNS'), ('he', 'PRP'), ('i', 'VBZ'), ('oral', 'JJ'), ('chemo', 'NN'), ('every', 'DT'), ('weekday', 'NN'), ('that', 'IN'), ('i', 'VBZ'), ('all', 'DT'), ('side', 'NN'), ('effects', 'NNS'), ('he', 'PRP'), ('experienced', 'VBD'), ('i', 'NN'), ('had', 'VBD'), ('day', 'NN'), ('tiredness', 'NN'), ('sore', 'NN'), ('arm', 'NN'), ('get', 'NN'), ('shot', 'NN')]","['husband', 'stage', 'four', 'pancreatic', 'cancer', 'get', 'two', 'dose', 'pfizer', 'sore', 'arm', 'tiredness', 'muscle_ache', 'couple', 'day', 'oral', 'chemo', 'every', 'weekday', 'side_effect', 'experience', 'day', 'tiredness', 'sore', 'arm', 'get', 'shoot']","['husband', 'stage', 'pancreatic', 'cancer', 'get', 'dose', 'pfizer', 'sore', 'arm', 'tiredness', 'muscle_ache', 'couple', 'day', 'oral', 'chemo', 'weekday', 'side_effect', 'experience', 'day', 'tiredness', 'sore', 'arm', 'get', 'shoot']","['husband', 'cancer', 'dose', 'pfizer', 'arm', 'muscle_ache', 'couple', 'day', 'weekday', 'side_effect', 'day', 'tiredness', 'arm']","{'neg': 0.263, 'neu': 0.737, 'pos': 0.0, 'compound': -0.886}",-0.886,negative
