,Text,Translated
1471,"5월 내내 자가격리하면서
낮잠자는 버릇이 생겼다.
이걸 어찌고치나 싶었는데 절대 못고치겠더라.

그래서 점심때는 밥보다는 잠.

스페인가서 살아야하나ㅋㄱㅋㅋㅋ
시에스타때문에ㅋㅋㅋㅋ","I'm praying to the moment of May
A nap is a habit.
I wanted to get this and I could not get it.

So sleeping rather than lunch.

I have to live in Spain.
Because of Siesta"
1472,자가격리 중 '바다 건너 미국행'…닷새간 아무도 몰랐다 / SBS https://t.co/KkCbVX6ta4 - @YouTube,"Among the price of the price, Nobody knamed a day / sbs https://t.co/KKCBVX6TA4 - @Youtube"
1473,@stet_stet_stet 뭐야 격리예요?,@stet_stet_stet What is it?
1474,해외입국자는 2주 자가격리후 제주도에 입도해야 하는데 제주 거주자는 예외조항이 있음. 그러다 확진판정나면 같은 비행기에 탔던 사람들은 자가격리... https://t.co/7ns7l2hFeW,"Overseas immigrants must be in the second week of prices, and Jeju residents have exceptional provisions. Then those who rode on the same plane after confirming the same plane ... https://t.co/7ns7l2hfew"
1475,자가격리 중 버젓이 美 다녀온 20대 고발 (출처 : 이데일리 | 네이버 뉴스) https://t.co/qEoZuohMxL,20s (Source: Idaily | Naver News) https://t.co/qeozuohmxl
1476,@WWH_Jinbong @BTS_twt 낮밤 바뀌어 아주 찬란한 날들을 보내고있지요 ㅋㅋㅋㅋ 고마워용 자가격리 선배님 ㅎㅎㅎㅎ,@Wwh_jinbong @bts_twt I am changing a little night and I'm having a very brilliant day ㅋ ㅋㅋ Goma War
1477,"제주여행 복불복 
일단 같은 비행기 탔으면 앞뒤 3열 밀접촉자 자가격리 https://t.co/zUvkDfNmqu","Jeju Travel Watch
Once the same plane ranged, the back and forth three columns close-up Porizer Properties https://t.co/zuvkdfnmqu"
1478,꼭 저렇게 앞에 달아야 했냐? 사실만 전해라 제발. 다녀와 14일 격리는? 그 동안 당한 아시아 혐오는? 그래서 이제 성은이 망극이라도 하냐? 이런 사대주의 언제 버릴래? 🤢 🤮 https://t.co/PNRvcy6Clb,Did you have to put it in front of me? Please do not real. Please. Come on and on 14 days? What is Asian disgusting for that? So now the castle is this sulk? When will you throw this permanent? 🤢 🤮 https://t.co/PNRVCY6CLB
1479,"코로나 음성' 오영환 ""14일 자가격리..국회의원 책임 다할 것"" | 다음 뉴스 https://t.co/MgXGF93hk0
""엄중한 시기 국회 일정 참여 못해 무거운 마음""","Corona Voice 'Oh Young Hwan ""14 days pretty prayer .. Next News https://t.co/MGXGF93HK0
""I can not participate in the National Assembly"""
1480,@bannymimigipsa 격리 잘 마치세요,@BannymimigiPSA Isolation
1481,진단 키트 공급에 여유가 있다면 특정 지역을 전수 검사하면 어떨까? 정확한 데이터도 확보하고 격리를 통해 감염자 숫자를 극적으로 줄일 수 있을 것 같은데 실행하지 못하는 다른 이유가 있는지 모르겠다. https://t.co/deCihHbDZc,"If you have affordable diagnostic kits, how do you check the specific area? I do not know if there is another reason I can not run the exact data and dramatically reduce the number of infected characters through isolation. https://t.co/decihhbdzc"
1482,"@ZByPw8onOnNW9B9 @chie11181020 @BTS_twt 네언니 ㅋㅋㅋ언능 적응해야쥬 격리기간안엔 하것지.ㅋㅋㅋ 점점 시차적응이 힘들어지는것같아요ㅡㅡ""",@ ZBYPW8ONONONNW9B9 @ chie11181020 @ 'chie11181020 @bts_twt Naengi ㅋㅋ I am adapted to adapt to the period.
1483,말을 함부러 하는사람은 사회격리가 필요합니다 https://t.co/RyP1bztvqd,A person who broke the horse is needed to be a social isolation https://t.co/ryp1bztvqd
1484,"@nylee21 의원님 별탈 없으시길 바랍니다.
자가격리 기간동안 몸과 마음도 좀 추스리시고 건강한 모습으로 뵐수 있었으면 합니다","@ Nylee21 I hope you do not seem to be notified.
I would like to be a healthy look for a healthy and a healthy way during the duration"
1485,메이드카페에서 걸렸으면 최소한 접촉자들이 자가격리는 잘 지키지않을까?,"If you are caught in a maid café, do not you keep the price of the contacts well?"
1486,"이글스 새 외인 타자가 도착했군요.
최원호 감독대행은 자가격리 후 컨디션을 올리려면 한달은 잡아야하지 않겠냐고 했습니다.
어제 병살타 4개를 치며 다 잡은 경기를 놓친 이글스는 해결사가 필요한데 하주석과 정우람 그리고 반즈가 오려면 시간이 좀 걸리겠네요. https://t.co/dqPFgEYXv3","Eagles new foreign types arrived.
Choi Won-ho said that I would not have to catch a month to raise the condition after the price.
Yesterday I missed the four-year-old quarter of the year, and the Eagles I missed the game, and I need a solution, https://t.co/dqpfgeyxv3"
1487,@nockgyul 자가격리하고 오렴,@nockgyul
1488,휴가쓰고 예방격리를 자기 휴가 쓰고 해야된다니 뭔 개같은 짓을 하고있네 샹,I have to write a vacation and write my prevention isolation.
1489,"20200701 12:30
다들 육지에 있어주세요.
모래사장 위에 점들이 사람이네요.
사람으로 꽉 차는 날은 자동격리! @금능해수욕장 https://t.co/vBHb1mH3xf","20200701 12:30
Everyone is in land.
It's a person on the sandy beach.
The day of a person with a person is automatic isolation! @ Non-Possible Beach https://t.co/VBHB1MH3XF"
1490,가족과 안전한 장소에서 휴가를 보내되 휴가 뒤 4일 예방격리라니 뭔,"I have a vacation in a safe place and a vacation,"
1491,비행기에서 코로나19 확진자와 밀접촉해서 자가격리를 당한 이후로 항공편을 이용하여 서울에 다녀오면 혹시나 저번처럼 확진자가 동승하진 않았는지 며칠동안 은근히 신경쓰인다.,"If you are afraid of the flight, you will be able to use the flight to the flight, and if you are a prayer, you will be careful when you go to Seoul using your flight."
1492,"물론 코로나19로인해 건강검사는 해야되겠
지만 먼저 건강 검사받고 2주간 남한에서 격리된후에  몸을 만들어서  남한에서  일하고
돈벌어서 북으로 돌아가세요  다만 남으로 올떼 무기를 가지지않은 비무장으로 와야
합니다 그리고 북한당국에서는  통행료를 받으세요 남한에서도 북을 공격않겠읍다","Of course, Corona 19,
But first, we are inspected for health, and after two weeks, I made my body after I was isolated in South Korea.
Take the money and go back to the north. However,
And in the North Korean authorities, we will not attack North Korea in South Korea."
1493,"▼코로나19 관련 대응 ▼(6. 30. 10:30)

◾️성남#175(수정구 고등동 고등마을아파트 거주자)
* 증상발현일 6월 27일
* 관악구 왕성교회 관련자
* 자가격리 중 확진
 　
6월 29일
선별진료소 검체 채취
6월 30일
확진판정","▼ Corrona 19 Related Response ▼ (6. 30. 10:30)

◾️ Seongnam # 175 (Apartment Apartment Apartment)
* Symptom expression date June 27
* Kwanak-gu,
* Corrected the price
 
June 29th
Selected clinic Sample collection
June 30
Crushing"
1494,EU 한국인 입국 허용? 격리조치 없나? 가을에 유럽을 가야 하나?,Allow EU Korean immigration? Does not it? Do you have to go to Europe in autumn?
1495,@pengu_u @Daegun_G 렙틸리언은 격리입니다,@pengu_u @daegun_g Leptien is isolated
1496,"시설에 격리중인 격리자들 극단적 선택 이어 담배 소동까지 코로나 격리 ‘끙끙’... 
#코로나19_팬데믹
#생활속거리두기_실천
https://t.co/thAtzVrkVs","Isolated on the facility Isolated I'm extreme choice and Corona isolation '끙끙' ...
# Corona 19_ pan demic
# Living in Life _ Practice
https://t.co/thatzvrkvs"
1497,"박상학이 북한주민들 인권과 자유를 위해 삐라를 보냈다고 악을 쓰는데, 자신이 만들어 보낸 삐라 내용을 보면서도 저런말이 나올까싶다. 
모욕과 증오가 자신에겐 사랑과 포옹의 또다른 표현이라 저러는거면, 우선 격리 치료가 필요한 불쌍한 인간","Park Sang-kyu wrote a evil that North Korean residents spent Pira for human rights and freedom, and I want to say that I have to say that I have seen the contents of the Piri that I made.
It is a poor human being that the insult and hatred are another representation of love and hugging,"
1498,교육받고있는 곳(결국 같은 회사사람이지만)에서 확진자가 나와 어제부터 집콕인 상황인데 밀접접촉자는 아니라서 자가격리대상자는 아니다. 일단 계속 몸 상태 체크하며 보고하는중..근데 교육해주시는 강사님이 자가격리대상자가 되어 진행중이던 교육도 중단되고 2주뒤로 미뤄짐..😭😭,"It is an educated place (which is the same company, but it is the same company), but it is a tricker in the art, but it is not a close contact. Once you have been checking and reporting your body status."
1499,@janis0204 오오! 이제 자가격리 풀리는 날이 얼마 안남으셨죠!,"@ janis0204 Oh! Now, I have not been able to get rid of the price!"
1500,"이제 코로나19는 각자가 조심해야.
대중들이 모인 곳에서는 말하는 것을 자제, 꼭 마스크 착용.
쓸데없는 깡다구들 부리지말구, 일 터지기 전에 방비.
마스크 낀자와 안 낀자에 따라서 격리 기준이 달라진다는 것.","Now Corona 19 should be careful of each one.
In the places where the public gathered, it is necessary to wear a mask.
Write a useless Cinema.
The criteria of the isolation are different depending on the mask, and there are nothing."
1501,아 자가격리 5일째인데 벌써 좀이 쑤신다,"I am a 5th day,"
1502,"▼코로나19 관련 대응 ▼(6. 24. 9:40)

▶️ 현황 

◾️ 누적 확진환자 165명 (격리해제 126명) https://t.co/kUU1tN39gM","▼ Corona 19 Responses ▼ (6. 24. 9:40)

▶ ️ status

◾️ Cumulative confirmed patients (126 unlocked) https://t.co/kuu1tn39gm"
1503,"(보건소) 코로나19감염병 지역사회로 확산되고 있습니다 코로나 비상상황반 직원들은 지난 1월 국내 첫 환자 발생 이후 현재까지  불철주야 비상근무를 하고 있으며,선별진료소 설치 비롯 근무반 편성,역학조사, 검체 
및 환자 이송, 방역 ,자가격리자 관리, 민원상담 등등.. 코로나가 빨리 종식되기를","(Public Health Center) Corona 19 Corona Emergency Situation Half Employees are working on the current state of the Korean first patients in January,
And patient transfer, defense, pricing management, complaint consultation, etc. ... Corona"
1504,@laziali8 음주운전은 예외없이 자가격리 10년은 해야할 듯 하네요...,@ Laziali8 Drunk driving seems to be a 10 years of prayer without exception ...
1505,"시험보러 학교온건지.....
격리당하러 학교온건지..... https://t.co/F2ijMxP0Ep","Testure of the test .....
Isolated on the school of school ..... https://t.co/F2ijmXP0EP"
1506,제주서 코로나 격리중 20대 여성 숨진 채 발견 (출처 : 조선일보 | 네이버 뉴스) https://t.co/fLqdkSx7wr,Feminine 20s (Source: Chosun Ilbo | Naver News) https://t.co/Flqdksx7WR
1507,@orochi_kr 격리좀하고 일단 ㅋㅋ,@orochi_kr I just isolate it and once.
1508,"나의 별점
★★☆☆☆
완벽격리, 단독관람! https://t.co/SU9nZ131GS","My star
★★ ☆☆☆
Complete Isolation, Solo Tank! https://t.co/SU9NZ131GS"
1509,"▼코로나19 관련 대응 ▼(6. 22. 9:03)

▶️ 현황 

◾️ 누적 확진환자 165명 (격리해제 126명)

◾️ 현 모니터링 1, 217명 (일반 296명, 해외입국자 921명) https://t.co/zD48C7blGR","▼ Corona 19 related response ▼ (6. 22. 9:03)

▶ ️ status

◾️ Cumulative 465 patients (126 unlocked)

◾️ Prefectural monitoring 1, 217 (296 ordinary 296, 921 foreign entrys) https://t.co/zd48c7blgr"
1510,@live_in_april 네~ 1월부터 방에서 자가격리만하다가 복직 전에 시간 내서 제주도 왔어요! ㅎㅎ,"@Live_in_april Year ~ From January to the price in the room, I have been in the time before I am in the restoration! LOL"
1511,@AIHARU_yeonji 2주 격리성 장기투숙 릴레이 섹스 10가능,@Aiharu_yeonji 2 week isolation long-term stay relay sex 10 possible
1512,"토끼대장.
내용은 학교폭력에 관한 심도있는 이야기.
단순히 피해자와 가해자의 일차적이 모습이 아닌 가해자를 격리시켜도(또는 큰처벌을해도) 다른 가해자가 나오는 구조에 대해 무엇을 해야하나?라는 의문과
1차적인사고로만 접촉을하는건 큰문제가 될수있다는 메세지를 담는거같은 작품 https://t.co/zNaUQucdmj","Rabbit bowel.
The contents are depth about school violence.
I do not know what to do about the structure of the victim and the perpetrator, not the primary appearance of the perpetrator (or a big deal).
The works such as a primary accident is to be a big problem, such as the Message, such as https://t.co/znauqucdmj"
1513,"신속통로 한국업체 ""4주째 격리에 비용도 부담..너무해"" | 다음 뉴스 https://t.co/C0JcN2fUZA","Growth Corporation Korean company ""Cost to the fourth week to isolate it .. Too much"" | Next News https://t.co/C0JCN2Fuza"
1514,2016년 컵스에서 염소의 저주를 깼던 멤버 중 1명이었던 에디슨 러셀이 키움 히어로즈로 온다네요. 일단 바로 합류는 불가능. 입국한 다음 2주 자가격리에요. #KBO리그,"The EDison Russell, who was one of the members who woke up the curse of the goat in the 2016 Cubs, comes with Kiwi Heroes. Once you join immediately. I will enter the next two weeks. #Kbo league"
1515,이래서 제주가 코로나19로 부터 절대 안전하지 않아요. 우연찮게 같은 항공편을 탑승하면 제주도 관광와서 2주간 자가격리...,"That's why Jeju is absolutely safe from Corona 19. If you boarded the same flight,"
1516,"천지일보-[이슈in] 해외유입 느는데 ‘격리시설 반대’에 방역당국 ‘난처’… “이해·협조 간곡히 부탁”
#해외유입 느는데 #격리시설 반대에 방역당국 난처 #이해 협조 간곡히 부탁
https://t.co/Hf3XpKorlw","Heaven Daily - [Issue in] Overseas Influence, 'Introduction to' Isolation Facility ' ""Understanding, cooperation
# In the opposite of the # isolation facility,
https://t.co/HF3XPKORLW"
1517,"▼코로나19 관련 대응 ▼(6. 18. 9:48)

◾️성남#163 (중원구 상대원1동 거주자)
* 증상발현일 6월 17일
* 6월 6일/6월 9일 하나님의 교회 예배 참석자
* 자가격리 중 확진 판정(6월 10일 전수검사 시 음성)

6월 17일 검체채취
6월 18일 양성 판정","▼ Corona 19 related to related ▼ (6. 18. 9:48)

◾️ Seongnam # 163 (Korean resident of the other party)
* Symptom expression date June 17
* June 6 / June 9th of God's Church Worship Parties
* Signed decision during the price

June 17 Session of Sample
June 18,"
1518,"추미애가 법무장관인가?
어디갔어?
자가격리중인가?","Is it the Minister of Justice.
Where did you go?
Is it a pricing price?"
1519,"@Jaemyung_Lee 본의 아니게 작년 11월부터 지금껏 자가 격리 한 사람도 있는데.(나)ㅋ
잠시를 못 참아서 남에게 옮고 그걸 또 남에게 전달하고.
등산 가는 아줌마들~
화장 하는 거는 뭐라 말 안 할게요. 제발 마스크 좀 쓰자고요.아줌마 엉덩이 보러 가는 남자들은 있어도 아줌마 얼굴 보러 등산 가는 남자들 없어요.","@Jaemyung_lee There are some people who have ever isolated since November last year. (I)
I can not stand it for a while and transfer it to others, and deliver it to others.
Auntie to climbing ~
I do not know what to make. Please write a mask. I do not have a man who goes to a climbing woman, even if I go to the ass, but I do not know what to do."
1520,"▼코로나19 관련 대응 ▼(6. 16. 10:01) 

▶️ 현황 

◾️ 누적 확진환자 160명 (격리해제 123명)

◾️ 현 모니터링 1, 379명 (일반 419명, 해외입국자 964명)

◾️ 성남시의료원 현 재원 60명 (6.16. 15시 기준) https://t.co/zKcvM4gYA0","▼ Corona 19 Related Response ▼ (6. 16. 10:01)

▶ ️ status

◾️ Cumulative confirmed patients (123 unlocked)

◾️ Prefecture monitoring 1, 379 (419 ordinary entry, 964 overseas entry)

◾️ Seongnam-si Medical Center Presentation 60 (6.16. Based on 15:00) https://t.co/ZKCVM4GYA0"
1521,엠스테 운영진들 아키하바라 저잣거리에 매달아놓고 플레이어들한테 돌 던져도 된다고 하면 한국 엠스테 유저들도 2주간 격리당해가면서도 일본 가서 돌 던지지 않을까?,"MSTER operations are hanging on the Akihabara, and if they may be stirs to players, the Korean Emster users should also go to Japan and do not throw a stone in Japan."
1522,"이런 파렴치한 성범죄자들은 정말 이젠 사회로부터 영원히 격리해야 한다!!! 우리의 딸들을 대한민국 사회에서 계속 앞으로도 안전하게 키우기 위해선!!! MBC, ‘박사방 가입’ 기자 해고 결정 https://t.co/qqS5x4TMKs","These unburned sex offenders really need to isolate it forever from society !!! To keep our daughters in the Korean society, MBC, 'Join a doctoral' Reporter dismissal https://t.co/QQS5X4TMKS"
1523,혼자 사니 자가격리 자체는 편한데 혼자 다 하니까 힘들다,I am very comforting because I am comfortable with myself.
1524,"자가격리 10일째인데 집밖으로 나가고 싶은 욕구가 1도 안든다..나 진짜 심각하게 내향성 인간이었나 봄
자가격리 너무 행복해 집에 3주 있어도 될 거 같음","It is the 10th day of prayer, but the desire to go out of the house is 2.
I am so happy that I will be very happy to have 3 weeks."
1525,"넌
집에서 자가격리하는것이..
공동체를 위한 것 이어늘..
입 닥치는 것도... https://t.co/rFyUT3q8rc","You
It's going to get rid of it at home ..
For the community ...
It is also ... https://t.co/rfyut3q8rc"
1526,"[거제시청] 11, 12번확진자 발생(남/러시아국적/41세) 6.13(토) 08:00 인천공항 15:30 보건소선별진료소 16:00 자택(자가격리) https://t.co/ZLuR8UGf0A","[Po'chari City Hall] 11, 12, 12 - Section 12 (South / Russian National / 41) 6.13 (Sat) 08:00 Incheon Airport 15:30 Health Corporation Documents 16:00 Home (Primary Pressure) https://t.co / Zlur8ugf0a"
1527,신천지부터 클럽을 거치며 허위진술하고 자가격리 위반한사람들로 인하여 얼마나 방역에 악영향을 끼치는지 보았다. 말안듣는 짐승은 몽둥이가 약인것처럼 이런 사람들에게는 강한처벌만이 답이다. https://t.co/ra4IAJOqUq,"From Shinchonji to the club, he had adversely affect the defense due to the false execution and the violation of the price of prime. Just as the Montdon is pills, only strong punishment is the answer. https://t.co/RA4IajoQuq"
1528,"지난 2월 감염법 예방법을 상향 조정한 상태다. A씨처럼 역학조사를 방해할 경우는 2년 이하의 징역 또는 2000만원 이하 벌금형을 받게 된다. 격리조치 위반은 1년 이하 징역 또는 1000만원 이하 벌금형, 집합금지 행정명령을 위반하면 300만원 이하 벌금형이 내려진다.
https://t.co/xwdu7hzgRs","Last February, the prevention of the infectious disease is upgraded. If you interfere with epidemiological surveys like A, you will be figured for a fee of less than 2 years or less than 20 million won. Isolation measures violations are fishered below 3 million won if you violate the set prohibited administration orders for a year or less, or less than 10 million won.
https://t.co/Xwdu7Hzgrs"
1529,자가격리 중엔 시차 적응이 더  안되는구나.  활동량이 없으니. 오후 5시에 깨서 다음 날 아침 8시에 잔다. 오일째인 오늘도 ㅋ,"You do not have to adapt to the time difference in the price of the person. There is no activity. At 5 o'clock at 5 pm, sleep at 8 o'clock in the morning. Today,"
1530,"▼코로나19 관련 대응 ▼(6. 14. 10:00) 

확진자(성남#158) 발생
　
◾️ 성남#158 (중원구 상대원2동 거주자)
* 성남#150의 접촉자
* 증상발현일 6월 11일
* 6월 6일 하나님의 교회 예배 참석자
* 자가격리 중 확진 판정

6월 13일 검체채취
6월 14일 양성 판정","▼ Corona 19 Related Response ▼ (6. 14. 10:00)

Confirmation (Seongnam # 158)

◾️ Seongnam # 158 (Chief of the Central Party)
* Seongnam # 150 contact
* Symptom expression date June 11
* June 6, the Church of God's Church Worship
* Corrected judgment during price

June 13 Session of Sample
June 14,"
1531,조한혜정 칼럼 제목이 워낙 섹시해서 수년 만에 읽었는데 중간까지 막 욕이 튀어 나오려다가 마지막 결론부부터 그래도 나이 값은 하는구나 하는 마음이 들었다. 조한혜정의  계급적 인격적 철딱서니에 대한 학습된 선입견이 너무 컸다. 원격 격리가 불가능한 계층 문제..ㅠ https://t.co/4uSAlapK3v,"I was so sexy because I was so sexy because I was so sexy because I was so sexy, but I was going to pop out until the middle, and I heard the age value, but the last conclusion. The learned prejudice for the classic stump of the benefits was too large. Remote isolation is a hierarchy problem .. ㅠ https://t.co/4USALAPK3V"
1532,어쩔 도리 없다. 중국 우한처럼 입국 금지시킬 수는 없겠지만 유럽발 입국자 자가 격리 정도는 강제해야 하겠다. 그리고 사회 전반의 한계가 극에 달하고 있으니.. 그래도 조금만 더 헤쳐 나가자. https://t.co/Zk4PG7mTUG,"There is no way. It can not be banned like a Wuhan in China, but it will be forced to be able to forcibly isolate European immigrants. And the limitations of the whole society are on the pole. https://t.co/ZK4PG7MTUG"
1533,당장 저런걸로 급차이를 둬서 어느 동네 주민은 격리하고 이러는것도 아니고 왜 저렇게 민감하게 대해야하는가에 대해 이해를 못하겠음 애초에 저 표를 맹신할 수 없다는것은 모두가 제일 잘 알텐데,I do not understand that the residents of the neighborhood are not to be isolated and why I do not understand why I do not think so sensitive to that.
1534,@himmel_mktlvr 하긴 이건 2주(+2주) 격리 한다고 해도 갈 사람  갈거 같네요,@Himmel_mktlvr I do not think I'll go to two weeks (+2 weeks).
1535,"리치웨이발 확진 80대, 자가격리 어기고 병원 돌아다녀 (출처 : 서울신문 | 네이버 뉴스) https://t.co/gTnPIGB1wE","Richway is confirmed, 80s, princely dedicated to the hospital (Source: Seoul Newspaper | Naver News) https://t.co/GTNPIGB1WE"
1536,"자가격리 기간 휴대폰 두고 무단이탈 30대, 귀가 중 딱 걸려 | 다음 뉴스 https://t.co/FS7BJHxS7b","Now, the price of the mobile phone is a 30-year-old, 30s, Next News https://t.co/FS7BJHXS7B"
1537,"@yongddy @kbh4153 완전 악질, 사회 격리시켜야 합니다","@yongddy @ kbh4153 Full capacity, social isolation"
1538,"코로나19감염!
눈물 흘릴때는 이미 늦습니다!
사랑하는 이들을 
떠나 보내지 않을려면
질본 방역수칙을 꼭 준수 합시다!
주말은 자진격리!
한번 끼친 민폐는 평생후회로
남습니다! https://t.co/l4N7MIr3em","Corona 19 infection!
It's already late when you shed tears!
I love you
If you do not leave it
Let's comply with the boundary defense rules!
Weekend is self-definitive!
Minute,
Remove! https://t.co/L4N7Mir3EM"
1539,"동생은 의사가 의심군으로 분류해서 무료검진 후 자가격리 처분 받았습니다....
당장 저녁을 제가 챙겨줘야하게 생겼네요","My brother was divided into a doctor as a suspicious force and received a free disposal after a free screening ....
I have to take my dinner right now."
1540,"자기격리 위반했다고 베트남 유학생 추방해 버리고 그러더만,
북한 탈출자 박상학같은 이는 대한민국에 들어와 소요나 일으키는 불순분자인데 왜 안 쫓아내는가?
대한민국 국민에게 평화 대신 불안감이나 안겨 주는 탈북민들은 가차없이 그들 본국에 돌려 보내라!","He violated his own, and it's a Vietnam international student.
North Korea's Escape Park Sang-kyu is an emergency that is entering the Republic of Korea and causing it, but why do not you drive out?
To the Korean people, the defectors who are unstable instead of peace instead of peace, return to their home country without a car!"
1541,@saiyuiki 새집증후군인줄도 모르고 밀폐된 공간에서 강제자가격리(코로나) 를 했더니 급성편도염+알레르기피부염+역류성식도염으로 고생를 ;; 신선한 공기 마시러 간만에 나갑니다,"@saiyuiki I do not even know that I did not know the syndrome of the new house syndrome (Corona) in the enclosed space (corona), Fresh air will go to the tide"
1542,"▼코로나19 관련 대응 ▼(6. 12. 10:04)

▶️ 현황 

◾️ 누적 확진환자 155명 (격리해제 123명) https://t.co/n95tVNk6P4","▼ Corona 19 Response ▼ (6. 12. 10:04)

▶ ️ status

◾️ Cumulative confirmed patients (123, 123) https://t.co/n95tvnk6p4"
1543,"2주 자가격리 끝난지 3달도 안됐는데 또 하게 생긴 것 같다 ,,,, 살려죠 ,, 우선 낼 또 검사부터 받으러 가야해 ㅠ",I have not finished the two weeks. I have not been over three months.
1544,"동생 유가려 격리된 채 화상증언.
증언 끝나고 추방돼..

""서울시 공무원 간첩조작 사건""https://t.co/fbbQdbhJIB","Testimony of the brothers to be isolated.
It's been expelled after the testimony ..

""Seoul City officials spy manipulation event"" https://t.co/FBBQDBHJIB"
1545,"코로나를 통해 본 대구시는 과연 정상(?)
신천지 한마음APT 코호트격리 늦장 공개
대구 지원 의료진에 인건비 늦장 지급
대구지역 의료진의 일반병동 복귀시 감염
검사비 개인부담 했다가 반발에 철회
긴급생계자금 25억원 공무원 등 부당지급
대구시 관리시스템 붕괴와 도덕성 해이의
적나라한 모습","Daegu City, Corona,
Shinchonji Han-ma APT Cohort Isolation Sue Published
Due to the Deadline of Capital Support
Infection when returning to the general coordination of medical care in Daegu area
I was borne by the inspection fee
Emergency Livef Clay
Daegu City Management System Collapse and Moral
A man"
1546,"긴급재난지원금은 마스크와 손소독제 구입, 자가격리 등으로 사회적 거리두기를 자발적으로 실천하는 국민들에 대한 보조금으로 볼 수 있다. 재난기존소득보다는 재난지원금이라는 명칭이 당초의 목적에 맞다.
 - 우석진 명지대 경제학과 교수 -","Emergency disaster grants can be seen as a subsidy for the people who voluntarily practice their social distance by purchasing masks, handwriting, and pricing. The name of the disaster grant than the disaster existing income is the name of the original purpose.
 - Woosung-jin Gimjite Economics and Professor -"
1547,무협의 처분한 넘들부터 최고형으로 격리해야 한다. https://t.co/wXTkbwZPRU,It should be isolated from the best type from the disposal of martial arts. https://t.co/wxtkbwzpru
1548,"영국, 오늘부터 입국자 14일간 격리…(출처 : 연합뉴스 | 네이버 뉴스) https://t.co/dRkSzuo0P2","British, Isolated on 14 days from today ... (Source: Yonhap News | Naver News) https://t.co/drkszuo0p2"
1549,@s17221 제발 사회적 똘아이들 강제 격리시켰으면........,@ S17221 If you have forced social intelligence .........
1550,"▼코로나19 관련 대응 ▼(6. 8. 9:06)

▶️ 현황 

◾️ 누적 확진환자 140명 (격리해제 122명) https://t.co/NnPgZCTde6","▼ Corona 19 related to related ▼ (6. 8. 9:06)

▶ ️ status

◾️ Cumulatively confirmed patients (122 unlocked 122) https://t.co/nnpgzctde6"
1551,빠이널리 내일이 격리 막날!,Paustie tomorrow Isolated Mark!
1552,"20200607 15:33
날씨가 미쳤나? 완전 자동격리예정!
#제주향이네 #제주향이네귤나라 @제주향이네 https://t.co/RuNuKjs5uK","20200607 15:33
Is the weather crazy? Fully automatic isolation scheduled!
# Jeju Heavy # Jeju Heavy Inniacline @ Jeju Heavy Https://t.co/runukjs5uk"
1553,"자가격리 이탈 대구 40대 남성, 충남 공주 휴게소서 검거 | 다음 뉴스 https://t.co/PWswsQYn2n
대구-남원-전주-공주로 도주, 경찰 공조로 붙잡혀

야이 썅!!!  저것이 뒤질라고 환장했나!!!","40s Presser's 40s Male, Chungnam Princess Resting Area | Next News https://t.co/pwswsqyn2n
Daegu - Namwon - Jeonju-Princess,

Ya 썅 !!! Did that I have been quit !!!"
1554,"@albett_chung 지성호가 혼수상태입니다.
중화자실에 격리치로 부탁해요.","@albett_chung Ji Sung-ho is a coma.
I would like to ask the Chinese room."
1555,"게임 0시간 했는데 공부는 왜 3시간 한거지???? 난 하루동안 뭘 하고 산거지????  인생 리플레이 확인 좀 하고싶다 버그아니냐? ㅋㅋ 
 20살이후로 내 자신에게는 실망의 연속이다 정말
 자유로운 공간에서의 노력은  격리시켜놓고 깨워주고 밥맥여주고 재워주는곳에서의 노력보다 5배는 힘든듯ㄷㄷ","Why did you study 0 hours and study 3 hours ???? What do you do for a day ???? Do you want to check your life replay? haha
 Since I was 20 years since I was 20 years,
 The efforts in the free space are isolated and wake up and wake up, and rice,"
1556,"이주간의 호텔격리가 필수적인데도 올사람은 오는구나. 어제 소개받은 미국인 말고도 2주뒤에 전에왔던 바이올린 장인친구도 온다고하네. 확실히 교직, 자영업자로군. 나도 자가격리 감안하고 나가도 되는건가. 이왕갈거면 석달있어도 안 지루할 곳...","Even if the hotel isolation between the migration is essential, it will come. It is said that it is a violin craftsman who came before two weeks ago, not to introduce yesterday. Certainly teaching, self-employed. I do not even know if I'm going to get a price. If you go to this place, you can not even bore the place ..."
1557,근데이거 ^^ㅣ발 격리되는거아니냐,But this is not ^^ ㅣ Is not it isolated?
1558,@lovegentleini @khlee001 금수의 탈을 쓴 사람은 사회로부터 영원히 격리시키는 것이 공권력이 할 일..,@LoveGentleini @ khlee001 A person who wrote the ride of money is to be aware of it forever to isolate it from society.
1559,"▼코로나19 관련 대응 ▼(6. 4. 9:10) 

▶️ 현황 

◾️ 누적 확진환자 135명 (격리해제 122명)

◼ 1:1 매칭 
* 모니터링 931명 (일반 149, 해외입국자 782명) https://t.co/MGcwx32wpc","▼ Corona 19 related to related ▼ (6. 4. 9:10)

▶ ️ status

135 cumulative patients (122)

◼ 1: 1 matching
* Monitoring 931 (general 149, 782 overseas entrys) https://t.co/MGCWX32WPC"
