,Text,Translated
760,코로나바이러스 양성이라 입소해야 한다는 연락을 받고 짐을 챙기던 도중 생각해보니 최근 수개월간 새로운 사람을 만난적도 검사를 한 적도 없다는 것을 떠올리며 꿈에서 깼다,"I think that I have been in touch with the corona virus, and I was in contact with the luggage, and I remembered that I had never met a new person for several months and I was awake in my dreams."
761,"기분좋은뉴스#55
https://t.co/YkRsFTsf4G
김빛내리교수팀 세계최초 코로나바이러스 유전자지도 완성,대한민국이 최초 근원적 치료제의 길을열다
#김장훈 #코로나19 #치료제 #램데시비르 #김빛내리 #장혜식 #코로나바이러스 #길리어드사이언스 #신종플루 #타미플루 #바이오 #신약 #셀트리온 #녹십자 https://t.co/5S3LwAsGdf","Moody News # 55
https://t.co/YKRSFTSF4G
Professor Kim, a professor Kim, the world's first corona virus gene, the world's first corona virus gene,
# Corona 19 # Therapeutic # Corona 19 # Corona Virus # Jang Hui # Corona Virus # Giliaded Science # H1N1 Flu # Tamiflu # Bio # New Taste # Celltrion # Green Cross https://t.co/5s3lwasgdf"
762,알티. 부활인지 아닌지는 아무도 본 적이 없지만 코로나바이러스로 죽은 자는 확실히 봤다는 거....,"Alti. I have never seen anyone, but I've seen someone who died with Corona virus ...."
763,"코로나바이러스 동작그만! 
오늘 투표날이었다. 사전투표","Corona Virus Stop!
It was a voting day today. Dictionary voting"
764,코로나바이러스? https://t.co/uT1wa5VEu2,covid? https://t.co/UT1Wa5veu2
765,"#과학동아 #중학생과학잡지 #영재발굴단 #영재학원 #홈스쿨링과학잡지 #집콕 #손소독제 #글리세린 #청해부대 #어뢰 #battleship #창업멘토_오준일 #집콕 #코로나바이러스 #ciscowebex #zoom #원격강의 #원격수업 #kaist #오준호교수 #4월호 #일상스타그램 seoul, Korea https://t.co/EI4DB5KG7w","# Glycatism # Golerance # Glycerite # Chun Hooking # Torpedo # Battleship # Cock # Corona Virus #Ciscowebex # ZOM # Remote Lesson #KAIST # O Jun Ho Professor # April Is # # Daily Star Gram Seoul, Korea https://t.co/EI4DB5KG7W"
766,"신종 코로나바이러스, 혹시 내 반려동물에게도? https://t.co/xyvQc93ivq","H1N1 Corona Virus, maybe to my companion animal? https://t.co/XYVQC93IVQ"
767,"대한민국은 코로나바이러스를 조기에 퇴치하고 세계각국에 퍼져있는 코로나를 잡는데 방역당국이 힘을 보태는 날이 올듯하다.
대한민국의 위상이 세계만방에 알려지고 코로나잡는데 일등공신이 될것같다.
코로나로 망가진 경제가 코로나때문에 다시 회생할수 있는기회가온다.
정말 위대한 민족이다.","The Republic of Korea is the day of the district that the anti-transmembrane is the power of Corona virus and catches Corona that is spreading around the world.
The phase of the Republic of Korea is known to be in the world,
Corona is an opportunity to regenerate again because of the corona.
It is a great nation."
768,"""'음성' 판정을 받은 사람이 확진자로 번복되는 사례가 잇따르는 가운데 우리나라가 사용 중인 신종 코로나바이러스 감염증(코로나19) 진단키트에 대해 미국 보건당국이 자국 내 사용 승인을 신속하게 내지 않아 의문이 제기되고 있다.","""The voice of the 'voice' judged is that the case where the case is ridiculous, and in Korea, the Health Authority of the US health authorities does not promptly approve the use of the American Health Authority for the Diagnosis Kit, have."
769,@RockyBalboa_777 이런놈은 코로나바이러스를 주디에 쳐넣어 격리시켜야,@ RockyBalBoa_777 This guy should be insulated by the corona virus.
770,"코로나바이러스.조심합시다
사전투표.오늘부터,낼까지.투표가실때.선관위서.하시란대로만.하시면.참.빠르고.좋아서,권고합니다
투표합시다.마스크.꼭,쓰시고.가세요 https://t.co/GPVUrif9LJ","Corona Virus. Let's be careful.
Dictionary voting. From today, to get to the voting. If you go to voting.
Let's vote. Mask. Please, please use. Https://t.co/GPVURIF9LJ"
771,"이번 총선은 민주당이 승리할것 같다.그런데 압승을해야 검찰개혁 공수처설치를 제대로 이행하고 북한과 평화협정 맺고 코로나바이러스 확실하게잡고 세계로 도약할수있다.
대한민국이 선진화길로 가는데 절호의 기회가 왔다.
미통당을 잡는것이 코로나 바이러스를 잡는것 만큼 중요하다.아자.가자.","The general election is likely to win the Democratic Party. We must do the prosecution of the prosecution reformer, and the peace agreement with North Korea, and took a peaceful agreement with North Korea, and hold the corona virus clearly and leap to the world.
Korea has been a great opportunity for Korea to go to advanced roads.
It is as important as catching the Corona virus. Gaza. Gaza."
772,"코로나바이러스가 심각한것은 확진자를 다 잡아서 성공한다해도 한사람만 방역당국의 지침을 어기면 또다시 바이러스가 확산될수바께 없다는것이다.
사람은 사람을 안만날수 없기때문에 바이러스를 멸종시키기가 쉽지 않다.
세계에서 엄청난 사상자가 나올것 같다.
정말 무서운 바이러스다. 아멘.","If the coronavirus is serious, it is that if only one person will be successful and succeeded, the virus is not to spread again.
People are not easy to extinct the virus because they can not do anyone.
It seems to be a tremendous thinking in the world.
It is a terrible virus. Amen."
773,프로연애인.운동선수들과 관련기생충들. 그곳에몰려 다니며 대리만족을 즐기는 떼무리들은 다시 꿈틀거린다.인생의 행복을 외부에서 찾는사람은자신이 성취할수있는일이 없기때문에남한테 의존하는것이다. 진실한행복은 아무리작은일이라도 혼자성취할때온다. 이렇게살면 코로나바이러스는 사라진다,"Professional people. I will try to enjoy the surrogate satisfaction. The people who are looking for the satisfaction of the surrogate are relying on the man who is looking for the happiness of life. True happiness comes when it comes to a fulfillment of a small thing. If you live like this, coronavirus disappears."
774,"코로나바이러스감염증19 (코로나19) 국가별 확진자 수 변화 (2020년 1월1일~2020년 4월8일) https://t.co/fwS5fk1yXw @YouTube 
#대한민국#힘내라코리아#korea","Corona Viral Recycling 19 (Corona 19) Changes in Number of Crops (January 1, January 1, 2020) https://t.co/FWS5FK1YXW @youtube
# Korea # Ghost Korea # Korea"
775,"#유럽연합 은 #코로나19 #코로나바이러스 퇴치 및 확산 방지를 위해 무엇을 하고 있을까요?🤔 의료 분야 지원부터 국경관리 및 이동제한 조치, 경제적 대응책, 백신 개발 연구 장려, 허위정보 차단 노력까지 🇪🇺의 대응책을 아래 링크에서 더 자세히 알아보세요!👇🏻
https://t.co/aRUusDyKlI","# What is the European Union? # Corona 19 # Corona Virus to prevent and prevent diffusion? 🤔 Correspondence from the support of the medical field, the border management and transferring measures, economic response, vaccine development research, Learn more on the link below! 👇👇
https://t.co/aruusdykli"
776,여러분들 코로나바이러스 조심하세용!!❤❤😷😷😢 https://t.co/aHlemhmqIE,Corona Virus Watch out !! ❤❤😷😷😢 https://t.co/ahlemhmqie
777,"역사학자이자 미국 워싱턴포스트(WP) 칼럼니스트인 맥스 부트는 5일(현지시간) 신종 코로나바이러스 감염증(코로나19) 부실대응을 지적하며 트럼프 대통령을 역대 최악의 대통령으로 단정했다.
https://t.co/wcvLPNsvW4","The historian and the US Washington Post (WP) Columnist Max Boot pointed out the H1N1 Corona virus infection (Corona 19), and the President of Trump was assumed that Trump President is the worst president.
https://t.co/wcvlpnsvw4"
778,"코로나바이러스가 무서운건 사람들을 만나면 안된다고 거리두기를 해라.하는데 꼭 만나야되는 사람도 있다.
만날때마다 마스크를 쓰지만 식사할때는 마스클 쓸수가 없다.
모든국민들이 정말 힘든시기를 보내고 있는듯하다.
코로나사태가 빨리끝나기를 하나님께 간절히 기도하며 방역당국을 응원한다.","Corona Virus puts that you should not meet the scary people. I have someone who needs to meet.
Whenever I meet, I can not use masks, but I can not use masks when you eat.
It seems to be a really hard time for all the people.
Corona prays quickly to God, and supports the dismantling authority."
779,"김치유산균이 아프리카 돼지열병치료에 효과가 있다고 코로나바이러스에도 효과가 있을것이라는 보도를 보면서 이런생각이,
밥상에 김치없으면 뭔가 허전한 우리국민들 DNA.
연탄가스 중독되면
동치미국물을 마시면 정신 돌아왔던기억.
어쨌던 김치라도 대박터질
기대를 해봄니다.^^~
ㅡ배춧값 오를라. https://t.co/QWjzCYwPYX","Kimchi Lactic Acid Bacteria is an effective in African pig fever,
If there is no kimchi on the table, something struggling is our people DNA.
When briquettes are addicted
If you drink a dongchie, you will come back.
Anyway, Kimchi
I look forward to leaning. ^^ ~
ㅡ The value of the seeds. https://t.co/QWJZCYWPYX"
780,유권자는 알아야지...미통당에 투표해서 제일달만들어주면 그들은 문재인정부를 엄청흔들것이고 결국 흔들리는 정부는 코로나정국을 이겨내지못하고 이태리처럼 미국뉴욕처럼 코로나아비귀환으로 당신이준 표는 코로나바이러스가 되어 유권자 당신에게 돌아온다!!!,"If you have to know the voter ... If you are voting in the National Party, they will be a great deal of Moon Jae-sung, and the shaking government will not overcome the Corona Corrates, and as the USA, like the US New York, as the United States, I came back to !!!"
781,"코로나바이러스를 제거하는데 대한민국 발전을 저해하는 바이러스같은 우익보수집단을 바이러스와 함께 모두박멸해야한다.
대구시와경상도쪽 몇명만 살아남을것 같고 전국에서는 압도적으로 진보진영이 승리할듯하다.
대한민국 국민들은 위대한선택을 할것이라고 밑는다.
선진국으로가자.
아자 아자.","Make sure to remove the right wing conservators such as viruses that hinder the Korean development of corona viruses.
I think it will survive only a few people in Daegu City and Gyeongsangdong, and in the whole country,
The people of the Republic of Korea are the best choice.
Let's go to developed country.
Azawa."
782,"우리는 공공의 적인 #코로나19 #코로나바이러스 퇴치를 위해, 취약계층을 보호하기 위해, 최전방에서 희생하시는 분들을 존중하기 위해, 백신과 치료제 개발을 위해, 정확한 정보를 제공하기 위해 함께 결속합니다. 우리는 격리된 가운데서도 단결할 수 있습니다. #WeStandTogether #UnitedInDistance https://t.co/TAWvWzEcEW","We believe to provide accurate information to provide accurate information to respect the vulnerable, to protect the vulnerable, to protect the vulnerable, to protect the vulnerable group, to protect the vulnerable group, to protect the vulnerable layer. We can be united even in the middle of the isolated center. #WestandToGether #UTEDIDIDISTANCE HTTPS://t.co/tawvwzecew"
783,"도널드 트럼프 미국 대통령이 신종 코로나바이러스 감염증(코로나19)을 치료하는 데 구체적인 근거도 없이 말라리아 치료제 사용을 재차 권한 것을 두고 미국 언론들이 비판을 쏟아냈다.
https://t.co/y3sb1EGswN","The US President Donald Trump has poured criticism of the US media, when the US President Donald Trump was authorized to use malaria treatment without concrete basis in treating H1N1 corona virus infection (corona 19).
https://t.co/y3sb1egswn"
784,"조국을.살릴거냐.경재를.살리거냐
지금.이판국에.조국을.왜.꺼낸지
조국이.무섭나요.하나도.무섭지
안아요.지금살릴것은.코로나바이러스를.경제와함께.살린다고.이낙연
후보님께서는.말씀하신디.김종인
위원장이.쓸대없는,조국만.들썩인다.그것은.필요없는.발쌍이다 https://t.co/qqsi4rzqjb","I'm going to save my country.
Now. To the Han, the country.
My country is scary.
I do not have to save it now. Corona Virus. With the economy.
Candidate is.
The chairperson is. It is a tremendous, unite, it is. It is."
785,"코로나사태로 전세계가 큰 지각변동이 생길수도있다.
최대강대국인 미국인들 코로나바이러스 사태가 몇년가고
수백만명 죽는다면 미국은 패망할것이다.
내일일을 아무도 모른다는 옛말이 있듯이 세상만사 알수가 없다.
하나님을 구주로 밑고사는 종교인들도 바이러스에는 속수무책이다.","Corona is a great deal of perception around the world.
The largest great-American American Corona Virus is a few years
If you die millions, the United States will be afraid.
There is no one of the world, as there is an old saying that no one knows tomorrow.
Religious people are also a heater in the virus."
786,"초강대국미국이 코로나바아러스에 항복해야하나? 서구라파도  코로나바이러스침범에 정신없다. 돈푸대인기 축구선수도 인기몰이 가수떼무리도 명품가방도 
코로나앞에서는 굴복해야한다.인생의 가치를 과도한 명시적 돈과 사치에서 추구하는 노예떼무리에서 벗어나 절제하고세상에 필요한일에충실하라","Do you have to surrender to coronavararus? Western-wave is not spiritual on corona virus involvement. Don Fuzzi Soccer Player is also popular
I have to give in front of Corona. It is necessary to escape from a slave herd, which is pursued by explicit money and luxury, which is the value of life."
787,"왜코로나바이러스한테 인간들이항복하고 있나?인간들이 너무자연을오염시켰다.
우리는 코로나바이러스한테 보복당하고있다. 이웃과 약소국가들에게피해를 주었는지깊이 반성하라. 항상진리에 순종하라. 어떤권력. 부자. 명예도 지식(진리)을이길수 없다는 교훈을 이번에 못배우면 더큰바이러스가온다.","Why is human people surrendered to encourse? Humans have polluted so much.
We are retaliated to coronavirus. Reflect your neighbors and negative countries. Always obey the truth. Some power. Wealthy. If you can not even see the knowledge (truth), you can not get this lesson this time, the biggest virus comes."
788,"거짓말좀.하지마세요.영감님
문재인.대통령님,코로나바이러스
잘.하시고.게시는데,누가.조국살린다고.뻥치고.게시나요.영감님
나이.드시더니.할말,안할말.햇갈리나요.그러시다면.지금이라도.그냥집에가세요. https://t.co/2NIHAFBXQC","Do not lie.
Moon Jaein, President, Corona Virus
Well, and post, who's going to live.
I do not know what to do. https://t.co/2NihaFBXQC"
789,코로나바이러스감염증-19 https://t.co/YL9riQUUZF,Corona Viral Sensitosis - 19 https://t.co/Yl9riquuzf
790,코로나바이러스는 박멸의 대상이 아니라 효과적으로 관리하면서 인류와 함께 공존하는 어떤 존재로 이해할 수밖에 없겠다. https://t.co/7VMnJJqf8o,"Corona viruses are not intended to be an effective manage, but I will not be able to understand it as an effective managers and coexist with mankind. https://t.co/7VMNJJQF8O"
791,"일본내 신종 코로나바이러스(코로나19) 확진자가 연일 증가하고 있다. 도쿄가 ‘제2의 뉴욕’이 될 것이란 경고도 나온다.
https://t.co/4lAzEKixcV","H1N1 Corona Virus (Corona 19) in Japan is increasing every day. The warning also comes to Tokyo's 'Second New York'.
https://t.co/4LAZekixCV"
792,"일본내 신종 코로나바이러스(코로나19) 확진자가 연일 증가하고 있다. 도쿄가 ‘제2의 뉴욕’이 될 것이란 경고도 나온다.
https://t.co/4lAzEKixcV","H1N1 Corona Virus (Corona 19) in Japan is increasing every day. The warning also comes to Tokyo's 'Second New York'.
https://t.co/4LAZekixCV"
793,인간은원시인부터 협력하며공동사회를 만들며자연과 싸워왔다. 떼무리를 만들어 인간끼리싸우는사이를 이용해서 코로나바이러스가 인간을공격하고있다. 남에게 피해를 주고 저질적발언을사용하는 정치인과 방송언론은 사라져야 평화가온다. 사회를지배하는한국에서 정직하고진화한 정치가 필요하다.,"Human is fighting from the poet, cooperating with the cooperation and fought with the relationship between the joint society. Corona Virus is attacking human with a hidstone. Politicians and broadcast media, which use reducing damage to others, and the broadcast press will disappear, and peace comes. It is necessary to be honest in Korea to be honest in Korea."
794,"코로나바이러스가 주는경종을 망각하고 목적을 달성하시위해서 수단방법을 안가리는 무지한 무리들이 있다
개인의 숨은비밀을 악용하거나 가짜정보를 퍼뜨리고 그것을 빅뉴스로 시청율 올리려고 하는 저질방송과 언론은 공정하고 정직한 길을 가야한다. 선거는 운동시합과같다. 페어플레가 생명이다.","There are ignorant crowds that the corona virus gives a row and achieves the purpose and achieves the purpose.
The low-quality broadcasting and media to exploit the personal hidden secrets, spread false information, and to raise the citying rate to the Big News, and the press will have a fair and honest way. The election is like a exercise game. Fairplay is life."
795,인도네시아에서도 확진자와 사망자가 급증하는 걸 보면 이번 코로나바이러스는 기온이 올라도 수그러들지 않을 가능성이 많은 것 같고 백신과 치료제가 나오지 않으면 감염사태가 1년 넘어 걸릴 수도 있다. 그렇다면? ㅠㅠ,"In Indonesia, the ridiculous and deaths are soaring, this corona virus seems to have a lot of mild than the temperature, and if the vaccine and the treatment do not come out, the infection may take over a year. then? ㅠ"
796,"코로나바이러스는 쉽게 잡히지 않을듯하다.
모든사람들이 코로나를 심각하게 생각하지 않는다.
이상태로가면 몇년간다.
장기적인 코로나사태를 지금부터 준비해야 할것같다.
타국에서만 사망자가 계속 늘고있지만 한국에서는 사망자도 마니 나오지 않했다.
너무안일하다.
비상사태 선포가 필요하다.","Corona virus seems to be easily caught.
Everyone does not consider Corona seriously.
If you go to ideals, you will have a few years.
It seems to be preparing for a long term Corona.
In other countries, the deaths continue to increase, but in Korea, the deaths did not come out.
It is too well.
Emergency proclamation is required."
797,"No.12

Chungju people stay safe!
충주사람 ~ 조심히하세요!

#충주 #chungju #coronavírus #covid19 
#코로나바이러스 @ Chungju https://t.co/JX1HvTZl0r","NO.12

Chungju People Stay Safe!
Chungju, carefully!

# Chungju #chungju # coronavírus # Covid19
# Corona Virus @ chungju https://t.co/JX1HVTZL0R"
798,코로나바이러스감염증-19 https://t.co/Rk0ftP5eXi,Corona Viral Sense - 1.9 https://t.co/rk0ftp5exi
799,[유레카] 코로나바이러스 대 종교바이러스 / 조일준 : 칼럼 : 사설.칼럼 : 뉴스 : 한겨레모바일 - https://t.co/REbTbQxvLY,"[Eureka] Corona Virus vs. Religious Virus / Cho, Il Jun: Column: Editorial. Column: News: Hankyoreh Mobile - https://t.co/rebtbqxvly"
800,4월1일 기준.코로나바이러스 감염증-19 관련 특별안전공지(사회적거리두기)  상세보기|공지사항 | 주 베트남 대한민국 대사관 https://t.co/fC0K5B3Kh0,Based on April 1. Corona Virus Infection -19 Related Special Safety Notice (Social Street) Details | Notice | The Embassy of the Republic of Korea in Vietnam https://t.co/FC0K5B3KH0
801,4월1일 기준 코로나바이러스감염증-19 관련 공지사항(4.1) 상세보기|공지사항 | 주 홍콩 대한민국 총영사관 https://t.co/tL8LMxcJdi,Corona Viral Reconciliation - Related Notice (4.1) Related Notice (4.1) Details | Notice | The Provincial Office of Hong Kong Korea HTTPS://t.co/tl8lmxcjdi
802,"미국하원 코로나바이러스 청문회 한국 칭찬

https://t.co/guiGlL4cpP","US House Corona Virus Hearing Korean Praise

https://t.co/GUIGLL4CPP"
803,"세계 문제는 공통하나
코로나바이러스 Next Economy🐽","World problems are common
Corona Virus Next Economy🐽"
804,최근 웨일즈의 llandudno라는 마을에서 야생양들이 코로나바이러스 때문에 봉쇄된 시내를 활보하고 다닌다고... https://t.co/U1VECD77pH,"In recent years, in the village of Wales Llandudno, the wildlife walks downtown because of the coronavirus ... https://t.co/U1VECD77PH"
805,"20년 4월 139호, 드디어 발간 되었습니다.😊
지금 바로 ‘코로나바이러스 특집’ 르디플로 4월호를 르몽드디플로마티크 홈페이지에서 가장 먼저 만나보실 수 있답니다:) @르몽드 디플로마티크 https://t.co/nPiZnprFOC","April 139, 20, finally published.
Now the ""Corona Virus feature"" is the first to meet the April of Lehmatique in the Lordy Matique homepage :) @ Le Mont Diplomatique https://t.co/npiznprfoc"
806,#BBCNews 코리아 - #코로나19_예방: 우리가 코로나바이러스에 대해 아직까지 모르는 것들 https://t.co/n9RomFYPnG,#Bbcnews Korea - # Corona 19_ Prevention: Things we do not know about corona virus https://t.co/n9romfypng
807,"대구시장 아직 업무복귀 안했다죠.퇴원후 자가 요양중?
이러니 총선 앞두고 고의적 방역에 소극적이란 말이 나오지.

대구 달성군 제2미주병원에서 신종 코로나바이러스 감염증(코로나19) 확진자 58명이 추가로 발생.
 https://t.co/1kTvKIwBL0","Daegu Market has not yet returned to work.
This is a passive, a passive, a passive in a long time.

In the second American Hospital, Daegu Daesung-gun, the new corona virus infection (corona 19), 58 confirmation occurred.
 https://t.co/1ktvkiwbl0"
808,"N번방 들락 거린놈들 뻔뻔하게 생활할수 있을까??

뽀록 나는건 시간 문제군 ㅡㅡ
코로나 때문에 전세계가 마비인데 갑자기 바쁜 사람들은 왠지 냄새가 날듯...

우리 모두 조심하자 
#코로나바이러스  
#N번방_가입자_전원","Can you live a blatant?

I'm crazy.
Corona, the world is paralyzed, but suddenly busy people smell somehow ...

Watch all of us
#covid
#N times _ subscribers _ power"
809,"코로나바이러스와 재택근무, 건강한 심리적 대응법 https://t.co/u7AKbAKi8Z #브런치","Corona Virus and Telecommuting, Healthy Psychological Response Https://t.co/U7AKBAKI8Z # Brunch"
810,"종교집단이 정치집단으로 변질되면 무섭다.
전광훈추종자들이 하나님을 빌미로 방역당국의 지침도 무시하고 예배도 본다.국가도 없다.
무슨수로 이집단을 막을수 있을까?
하나님에게 물어봐도 답이 없다.
코로나바이러스확진자가 나와야 해결될지 모른다.
하나님 심판을 기다려보자.","If the religious group is altered by a political population, it is scary.
The exhibition of the bullet is ignoring the guidelines for the districts of the district to God and see worship. There is no country.
What can I stop the number of people?
There is no answer to God asking God.
Corona virus crucifiers may be solved.
Let's wait for God's judgment."
811,"코로나바이러스가 여전히 극성을 부리고 있군요. 
빨리 사라져야 할텐데 걱정입니다. 
면역력 높이는데 유황오리엑기스가 도움 줄 수 있습니다.
모두 건강하셔서 하루 빨리 코로나 바이러스 퇴치 합시다. 
연천농장[닭.오리전문]
https://t.co/1qAMMMW9sQ

#코로나19 #코로나바이러스
#유황오리엑기스 https://t.co/O4CXhqSPlL","Corona Virus is still a polarity.
I am worried about going to disappear quickly.
The sulfur duck extract may be helped to increase immunity.
You are all healthy and let the Corona viruses quickly.
Yeoncheon farm [chicken, duck specialist]
https://t.co/1QAMMMW9SQ

# Corona 19 # Corona Virus
# Sulfur Duck Extract https://t.co/O4CXHQSPLL"
812,".@mevpr 

Must shut down #WetMarkets immediately from selling UNREGULATED #DogMeat in #SKorea. You are re endangering the public's health by selling LIVE #dogs from unregulated farms for slaughter on demand! #DogMeatTrade #coronavirus #COVID19 #pandemia #코로나바이러스 https://t.co/G9TZswyfGD","@ Mevpr

Must Shut DOWN #WETMARKETS Immediately from Selling Unregulated #dogmeat in #skorea. You are re-endangering the public's halth by selling live #dogs from unregulated farms for slaughter on demand! #Dogmeattrade #Coronavirus # COVID19 #Pandemia # Corona Virus https://t.co/G9TZSWYFGD"
813,".@TheBlueHouseKR

Must shut down #WetMarkets immediately from selling UNREGULATED #DogMeat in #SKorea. You are endangering the public's health by selling LIVE #dogs from unregulated farms for slaughter on demand! #DogMeatTrade #coronavirus #COVID19 #pandemia #코로나바이러스 https://t.co/ymdZTyCw4A","@ ThebluehouseEkr

Must Shut DOWN #WETMARKETS Immediately from Selling Unregulated #dogmeat in #skorea. You are endangering the public's health by selling live #dogs from unregulated farms for slaughter on demand! #Dogmeattrade #coronavirus # Covid19 #pandemia # corona virus https://t.co/ymdztycw4a"
814,".@mafrakorea

Must shut down #WetMarkets immediately from selling UNREGULATED #DogMeat in #SKorea. You are endangering the public's health by selling LIVE #dogs from unregulated farms for slaughter on demand! #DogMeatTrade #coronavirus #COVID19 #pandemia #코로나바이러스 https://t.co/wTK8dRf73M","@ mafrakorea

Must Shut DOWN #WETMARKETS Immediately from Selling Unregulated #dogmeat in #skorea. You are endangering the public's health by selling live #dogs from unregulated farms for slaughter on demand! #Dogmeattrade #Coronavirus # Covid19 #pandemia # Corona Virus https://t.co/wtk8drf73m"
815,".@moonriver365

Must shut down #WetMarkets immediately from selling UNREGULATED #DogMeat in #SKorea. You are endangering the public's health by selling LIVE #dogs from unregulated farms for slaughter on demand! #DogMeatTrade #coronavirus #COVID19 #pandemia #코로나바이러스 https://t.co/YQJqPNHkU6","@ Moonriver365

Must Shut DOWN #WETMARKETS Immediately from Selling Unregulated #dogmeat in #skorea. You are endangering the public's health by selling live #dogs from unregulated farms for slaughter on demand! #Dogmeattrade #Coronavirus # COVID19 #Pandemia # Corona Virus https://t.co/yqjqpnhku6"
816,".@park_wanju

Must shut down #WetMarkets immediately from selling UNREGULATED #DogMeat in #SKorea. You are re endangering the public's health by selling LIVE #dogs from unregulated farms for slaughter on demand! #DogMeatTrade #coronavirus #COVID19 #pandemia #코로나바이러스 https://t.co/8tD4k55yEu","@ park_wanju

Must Shut DOWN #WETMARKETS Immediately from Selling Unregulated #dogmeat in #skorea. You are re-endangering the public's halth by selling live #dogs from unregulated farms for slaughter on demand! #Dogmeattrade #Coronavirus # Covid19 #pandemia # Corona Virus https://t.co/8TD4K55YEU"
817,"지금은 코로나바이러스와 전쟁중이다.
전시때는 자국민도 반역행위를 하면 사형이다.
문재인대통령은 방역지침에 반역행위를하는 사람들은 엄벌을 해야한다.
비상사태를 선포해서라도 확진이 더 번창해 지기전에 지금 잡지 못하면 국가가 공황사태가 올지도 모른다.
너무 안일하게 대처히는듯 하다.","It is now in the war with coronavirus.
In the exhibition, the people of the people are also the prosperity.
President Moon Jae-in must have a treasonate in the defense guidelines.
Even if I proclaimed an emergency, I can not hold it now, so if I can not catch it now, the country may be a panic.
It seemed to be so stunningly."
818,"코로나바이러스 급 스트레스가 쌓인다..🤬   자가격리 끝낸 안철수 ""투표일 사흘로 늘려 분산투표 유도해야""(종합) | 다음 뉴스 https://t.co/lk65lnD6z6","Corona Viral Stress is stacked .. Ahn, who ended up. Next News https://t.co/lk65lnd6z6"
819,황교안 미래통합당 대표는 28일 신종 코로나바이러스 감염증(코로나19) 사태와 관련해 “신천지와 교회는 다르다. 교회 내에서 감염이 발생된 사실도 거의 없다고 한다”고 밝혔다. https://t.co/4NYtWrdOZS,"The Future Integration Party representative of the Future Integration Party (28) Regards the New Corona Virus Infection (Corona 19), ""Shinchonji and Church are different. I said that there is little infection in the church. "" https://t.co/4nytwrdozs"
820,"코로나바이러스감염증-19 관련 일일 현황 (3.28.) 
https://t.co/mvGtavkfAJ","Corona Viral Sense - 19 Related Daily Status (3.28.)
https://t.co/MVGTAVKFAJ"
821,"코미케가 마침내 중지되었습니다.  코로나에서 전 세계 위기 상황에 있습니다.  읽어 주시면 감사하겠습니다.  
#코미케중지 
#코로나바이러스 
#전세계위기 https://t.co/cxDxSFa2IU","Komi was finally stopped. Corona is in the global crisis. Thank you if you read it.
# Comoming
#covid
# Worldwide Crisis https://t.co/CXDXSFA2IU"
822,"@shsh7600 흥? 코로나바이러스와
내통하시지!","@ SHSH7600 hidden? Corona Virus
Do not let it go!"
823,중국인에게는 마스크를 팔지 않는다? 일본 오사카 코로나바이러스 현지상황 마스크가 없다? https://t.co/x5DSCkmAfs - @YouTube,Does Chinese do not sell masks? Japan Osaka Corona Virus Local Situated Mask? https://t.co/X5DSCKMAFS - @youtube
824,"도널드 트럼프 미국 대통령은 미국이 신종 코로나바이러스 감염증(코로나19) 발병 1위 국가라는 오명에도 불구하고 코로나19의 위험성을 경시하는 태도를 보인다고 27일(현지시간) 미 언론이 보도했다.

https://t.co/65GwooAS1G","The US President Donald Trump said that the United States reported the attitude of the risk of Corona 19, even though the United States is the first time in the United States (Corona 19).

https://t.co/65GWOOAS1G"
825,":0)K~~ 요리조리 피해가자 @경기불황, @코로나바이러스",": 0) K ~ ~ Cooking Cooking Cooking @ Coronavirus, @ Corona Virus"
826,코로나바이러스 물럿거라~*,Corona Virus Pharatality ~ *
827,"전라북도에 살고있다는것이 축복이다.
대한민국에서 제일 천대받고 발전이 늦은곳이 전북이다.
그런데 청정지역이되었다.
코로나바이러스도 전국에서 제일적다.
도민들표정이평안하고 근심이 없어보인다.
대구시는
대한민국에서 제일크게 발전한도시다.
이도시에 왜환란이 왔는지 하나님만 알고있다.","It is a blessing that live in Jeollabuk-do.
It is Jeonbuk where the most late development is the first of the best one in Korea.
However, it became a clean area.
Corona Virus is also the best in the whole country.
Democratic looks look like a long and worry.
Daegu City
It is the best developed city in Korea.
I only know why I came to this city in this city."
828,"코로나확진자가 거리를 활보하는건 서부의 무법자보다 더 무서운총잡이다.
서부의 무법자는 총이 보이지만 바이러스확진자는 보이지않는 따발총을 들고 다니는것과 다름없다.
서부의 무법자는 살인을하면 목메달아 죽인다.
코로나바이러스
전파자는 수많은사람들을 살인하는것과 다름없다.
에라이.","Corona confirmed the distance of the distance is more scary than the West's outlaws.
Western's outlaws are shown, but the virus confirmation is nothing to carry the invisible gifts.
Western's outlaw kills a thumbnail when murder.
covid
The propagator is not different from murdering many people.
Eri."
829,"“의료진 지쳐 외국인
치료할 여력 없어,
이제라도 입국 금지를”
https://t.co/lh5kfarNlP
해외로부터 신종 코로나바이러스 감염증(코로나19) 확진자 유입이 늘어나자
“이제라도 외국인 입국을 금지해 달라”는 전문가의 호소가 나왔다.","""Medical staff exhausted Foreigners
I can not treat,
Now,
https://t.co/lh5kfarnlp
From overseas, H1N1 corona virus infection (corona 19)
""Even now, the appeal of experts came out of a specialist entry."""
