,Text,new_text,languages,new_text_after_translation,pos_tagged_words,words_processed_all,words_processed_noun_adj_verb_adv,words_processed_noun,subjectivity,text_type
1130,"so when you report re #masks #mandates lifted by ""many states"" please remind viewers many red states like #tennessee #tnleg #gopcoup no mandates #masks #vaccination #covid19 still threat all","so when you report re #masks #mandates lifted by ""many states"" please remind viewers many red states like #tennessee #tnleg #gopcoup no mandates #masks #vaccination #covid19 still threat all",ENGLISH,"so when you report re #masks #mandates lifted by ""many states"" please remind viewers many red states like #tennessee #tnleg #gopcoup no mandates #masks #vaccination #covid19 still threat all","[('so', 'RB'), ('when', 'WRB'), ('you', 'PRP'), ('report', 'VBP'), ('re', 'VB'), ('masks', 'NNS'), ('mandates', 'NNS'), ('lifted', 'VBN'), ('by', 'IN'), ('many', 'JJ'), ('states', 'NNS'), ('please', 'VBP'), ('remind', 'VB'), ('viewers', 'NNS'), ('many', 'JJ'), ('red', 'JJ'), ('states', 'NNS'), ('like', 'IN'), ('tennessee', 'VBP'), ('leg', 'JJ'), ('gopcoup', 'NN'), ('no', 'DT'), ('mandates', 'NNS'), ('masks', 'NNS'), ('vaccination', 'NN'), ('still', 'RB'), ('threat', 'NN'), ('all', 'DT')]","['report', 'mask', 'mandate', 'lifted', 'many', 'state', 'please', 'remind', 'viewer', 'many', 'red', 'state', 'like', 'tennessee', 'leg', 'gopcoup', 'mandate', 'mask', 'vaccination', 'still', 'threat']","['report', 'mask', 'mandate', 'lift', 'many', 'state', 'remind', 'viewer', 'many', 'red', 'state', 'mandate', 'mask', 'vaccination', 'still', 'threat']","['report', 'mask', 'mandate', 'state', 'viewer', 'state', 'mask', 'vaccination']",0.333333333,subjective
1131,"this has been grown-up kind week. paid off my student loans early , refinanced our mortgage better interest rate, went out dinner at restaurant that requires proof vaccination. #adulting #responsibilities #studentloans","this has been grown-up kind week. paid off my student loans early , refinanced our mortgage better interest rate, went out dinner at restaurant that requires proof vaccination. #adulting #responsibilities #studentloans",ENGLISH,"this has been grown-up kind week. paid off my student loans early , refinanced our mortgage better interest rate, went out dinner at restaurant that requires proof vaccination. #adulting #responsibilities #studentloans","[('this', 'DT'), ('has', 'VBZ'), ('been', 'VBN'), ('grown', 'VBN'), ('up', 'RP'), ('kind', 'NN'), ('week', 'NN'), ('paid', 'VBD'), ('off', 'RP'), ('my', 'PRP$'), ('student', 'NN'), ('loans', 'NNS'), ('early', 'RB'), ('refinanced', 'VBD'), ('our', 'PRP$'), ('mortgage', 'NN'), ('better', 'RBR'), ('interest', 'NN'), ('rate', 'NN'), ('went', 'VBD'), ('out', 'IN'), ('dinner', 'NN'), ('at', 'IN'), ('restaurant', 'NN'), ('that', 'WDT'), ('requires', 'VBZ'), ('proof', 'JJ'), ('vaccination', 'NN'), ('adjusting', 'VBG'), ('responsibilities', 'NNS'), ('studentloans', 'NNS')]","['grown', 'kind', 'week', 'paid', 'student', 'loan', 'early', 'refinanced', 'mortgage', 'better', 'interest', 'rate', 'went', 'dinner', 'restaurant', 'requires', 'proof', 'vaccination', 'adjusting', 'responsibility', 'studentloans']","['week', 'pay', 'student', 'loan', 'early', 'refinance', 'mortgage', 'well', 'interest', 'rate', 'go', 'dinner', 'restaurant', 'require', 'proof', 'vaccination', 'adjust', 'responsibility']","['week', 'student', 'loan', 'mortgage', 'interest', 'rate', 'dinner', 'restaurant', 'vaccination', 'responsibility']",0.566666667,subjective
1132,president tried force vaccination now he can’t these govern’s mayors encouraging vaccines. 💉💉 we stood strong 💪🏾 we didn’t crack or scare easily 🖕🏾that vaccine 💉💉💯,president tried force vaccination now he can’t these govern’s mayors encouraging vaccines. syringesyringe we stood strong flexed_bicepsmedium-dark_skin_tone we didn’t crack or scare easily middle_fingermedium-dark_skin_tonethat vaccine syringesyringehundred_points,ENGLISH,president tried force vaccination now he can’t these govern’s mayors encouraging vaccines. syringesyringe we stood strong flexed_bicepsmedium-dark_skin_tone we didn’t crack or scare easily middle_fingermedium-dark_skin_tonethat vaccine syringesyringehundred_points,"[('president', 'NN'), ('tried', 'VBD'), ('force', 'JJ'), ('vaccination', 'NN'), ('now', 'RB'), ('he', 'PRP'), ('can', 'MD'), ('i', 'VB'), ('i', 'VB'), ('these', 'DT'), ('govern', 'JJ'), ('i', 'NN'), ('i', 'VBP'), ('mayors', 'NNS'), ('encouraging', 'VBG'), ('vaccines', 'NNS'), ('syringesyringe', 'NN'), ('we', 'PRP'), ('stood', 'VBD'), ('strong', 'JJ'), ('we', 'PRP'), ('didn', 'VBP'), ('i', 'JJ'), ('i', 'VBP'), ('crack', 'VBP'), ('or', 'CC'), ('scare', 'VBP'), ('easily', 'RB'), ('vaccine', 'NN')]","['president', 'tried', 'force', 'vaccination', 'govern', 'mayor', 'encouraging', 'vaccine', 'syringesyringe', 'stood', 'strong', 'crack', 'scare', 'easily', 'vaccine']","['try', 'mayor', 'encourage', 'vaccine', 'syringesyringe', 'stand', 'strong', 'crack', 'scare', 'easily', 'vaccine']","['mayor', 'vaccine', 'crack', 'scare']",0.783333333,subjective
1133,people who choose not get vaccine therefore can’t go movie during pandemic are not being treated as second class citizens. proof vaccination is not about discrimination. it’s health measure. moe is one who lost plot.,people who choose not get vaccine therefore can’t go movie during pandemic are not being treated as second class citizens. proof vaccination is not about discrimination. it’s health measure. moe is one who lost plot.,ENGLISH,people who choose not get vaccine therefore can’t go movie during pandemic are not being treated as second class citizens. proof vaccination is not about discrimination. it’s health measure. moe is one who lost plot.,"[('people', 'NNS'), ('who', 'WP'), ('choose', 'VBP'), ('not', 'RB'), ('get', 'VB'), ('vaccine', 'JJ'), ('therefore', 'NN'), ('can', 'MD'), ('i', 'VB'), ('i', 'JJ'), ('go', 'VBP'), ('movie', 'NN'), ('during', 'IN'), ('pandemic', 'NNS'), ('are', 'VBP'), ('not', 'RB'), ('being', 'VBG'), ('treated', 'VBN'), ('as', 'IN'), ('second', 'JJ'), ('class', 'NN'), ('citizens', 'NNS'), ('proof', 'JJ'), ('vaccination', 'NN'), ('is', 'VBZ'), ('not', 'RB'), ('about', 'IN'), ('discrimination', 'NN'), ('it', 'PRP'), ('i', 'VBZ'), ('i', 'JJ'), ('health', 'NN'), ('measure', 'NN'), ('moe', 'NN'), ('is', 'VBZ'), ('one', 'CD'), ('who', 'WP'), ('lost', 'VBD'), ('plot', 'NN')]","['people', 'choose', 'not', 'get', 'vaccine', 'therefore', 'go', 'movie', 'pandemic', 'not', 'treated', 'second', 'class', 'citizen', 'proof', 'vaccination', 'not', 'discrimination', 'health', 'measure', 'moe', 'one', 'lost', 'plot']","['people', 'choose', 'vaccine', 'therefore', 'go', 'movie', 'pandemic', 'treat', 'second', 'class', 'citizen', 'proof', 'vaccination', 'discrimination', 'health', 'measure', 'lose', 'plot']","['people', 'vaccine', 'movie', 'pandemic', 'class', 'citizen', 'proof', 'vaccination', 'discrimination', 'health', 'measure', 'plot']",0.0,subjective
1134,"…when really it’s just been promise kept. i can see why you might be confused because i’m not sure if you’ve ever kept promise, specifically people #canada 🇨🇦 you keep claiming that “the people canada voted vaccination, restrictions protect them”…","…when really it’s just been promise kept. i can see why you might be confused because i’m not sure if you’ve ever kept promise, specifically people #canada Canada you keep claiming that “the people canada voted vaccination, restrictions protect them”…",ENGLISH,"…when really it’s just been promise kept. i can see why you might be confused because i’m not sure if you’ve ever kept promise, specifically people #canada Canada you keep claiming that “the people canada voted vaccination, restrictions protect them”…","[('i', 'NN'), ('when', 'WRB'), ('really', 'RB'), ('it', 'PRP'), ('i', 'VBZ'), ('i', 'JJ'), ('just', 'RB'), ('been', 'VBN'), ('promise', 'JJ'), ('kept', 'NN'), ('i', 'NN'), ('can', 'MD'), ('see', 'VB'), ('why', 'WRB'), ('you', 'PRP'), ('might', 'MD'), ('be', 'VB'), ('confused', 'VBN'), ('because', 'IN'), ('i', 'NN'), ('i', 'VBP'), ('i', 'VBP'), ('not', 'RB'), ('sure', 'JJ'), ('if', 'IN'), ('you', 'PRP'), ('i', 'VBP'), ('ve', 'VBP'), ('ever', 'RB'), ('kept', 'VBN'), ('promise', 'NN'), ('specifically', 'RB'), ('people', 'NNS'), ('canada', 'VBP'), ('canada', 'NN'), ('you', 'PRP'), ('keep', 'VBP'), ('claiming', 'VBG'), ('that', 'IN'), ('i', 'VBZ'), ('the', 'DT'), ('people', 'NNS'), ('canada', 'VBP'), ('voted', 'JJ'), ('vaccination', 'NN'), ('restrictions', 'NNS'), ('protect', 'VBP'), ('them', 'PRP'), ('i', 'VB')]","['really', 'promise', 'kept', 'see', 'might', 'confused', 'not', 'sure', 'ever', 'kept', 'promise', 'specifically', 'people', 'canada', 'canada', 'keep', 'claiming', 'people', 'canada', 'voted', 'vaccination', 'restriction', 'protect']","['really', 'promise', 'keep', 'may', 'confuse', 'sure', 'ever', 'keep', 'promise', 'specifically', 'people', 'keep', 'claim', 'people', 'vote', 'vaccination', 'restriction', 'protect']","['promise', 'promise', 'people', 'people', 'vaccination', 'restriction']",0.596296296,subjective
1135,i think you push vaccination mandate k-12.,i think you push vaccination mandate k-12.,ENGLISH,i think you push vaccination mandate k-12.,"[('i', 'NN'), ('think', 'VBP'), ('you', 'PRP'), ('push', 'VBP'), ('vaccination', 'JJ'), ('mandate', 'NN'), ('i', 'NN'), ('twelve', 'VBP')]","['think', 'push', 'vaccination', 'mandate', 'twelve']","['think', 'mandate']",['mandate'],0.0,subjective
1136,"chart clearly shows austria's outcomes were significantly better than sweden until omicron spike. per capita numbers now show both countries are about same, which isn't surprising considering their vaccination rates are about same 73% swe vs 76% aut.","chart clearly shows austria's outcomes were significantly better than sweden until omicron spike. per capita numbers now show both countries are about same, which isn't surprising considering their vaccination rates are about same 73% swe vs 76% aut.",ENGLISH,"chart clearly shows austria's outcomes were significantly better than sweden until omicron spike. per capita numbers now show both countries are about same, which isn't surprising considering their vaccination rates are about same 73% swe vs 76% aut.","[('chart', 'NN'), ('clearly', 'RB'), ('shows', 'VBZ'), ('austria', 'NN'), ('i', 'NN'), ('outcomes', 'NNS'), ('were', 'VBD'), ('significantly', 'RB'), ('better', 'JJR'), ('than', 'IN'), ('sweden', 'JJ'), ('until', 'IN'), ('omicron', 'MD'), ('spike', 'VB'), ('per', 'IN'), ('capita', 'JJ'), ('numbers', 'NNS'), ('now', 'RB'), ('show', 'VBP'), ('both', 'DT'), ('countries', 'NNS'), ('are', 'VBP'), ('about', 'IN'), ('same', 'JJ'), ('which', 'WDT'), ('isn', 'VBP'), ('i', 'NN'), ('surprising', 'VBG'), ('considering', 'VBG'), ('their', 'PRP$'), ('vaccination', 'NN'), ('rates', 'NNS'), ('are', 'VBP'), ('about', 'IN'), ('same', 'JJ'), ('swe', 'NN'), ('is', 'VBZ'), ('aut', 'JJ')]","['chart', 'clearly', 'show', 'austria', 'outcome', 'significantly', 'better', 'sweden', 'omicron', 'spike', 'per_capita', 'number', 'show', 'country', 'surprising', 'considering', 'vaccination', 'rate', 'swe', 'aut']","['clearly', 'show', 'outcome', 'significantly', 'well', 'number', 'show', 'country', 'surprising', 'considering', 'vaccination', 'rate']","['outcome', 'number', 'country', 'considering', 'vaccination', 'rate']",0.326666667,subjective
1137,"other provinces, other countries, very democratic states. many places that have much worse vaccination rates","other provinces, other countries, very democratic states. many places that have much worse vaccination rates",ENGLISH,"other provinces, other countries, very democratic states. many places that have much worse vaccination rates","[('other', 'JJ'), ('provinces', 'NNS'), ('other', 'JJ'), ('countries', 'NNS'), ('very', 'RB'), ('democratic', 'JJ'), ('states', 'NNS'), ('many', 'JJ'), ('places', 'NNS'), ('that', 'WDT'), ('have', 'VBP'), ('much', 'JJ'), ('worse', 'JJR'), ('vaccination', 'NN'), ('rates', 'NNS')]","['province', 'country', 'democratic', 'state', 'many', 'place', 'much', 'worse', 'vaccination', 'rate']","['province', 'country', 'democratic', 'state', 'many', 'place', 'much', 'bad', 'vaccination', 'rate']","['province', 'country', 'state', 'place', 'vaccination', 'rate']",0.43,subjective
1138,"join us evening lecture creation, theology, ecology with spu professor biology eric long tuesday, feb. 22, 7 p.m. upper gwinn commons. free open public. proof vaccination required . more information at","join us evening lecture creation, theology, ecology with spu professor biology eric long tuesday, feb. 22, 7 p.m. upper gwinn commons. free open public. proof vaccination required . more information at",ENGLISH,"join us evening lecture creation, theology, ecology with spu professor biology eric long tuesday, feb. 22, 7 p.m. upper gwinn commons. free open public. proof vaccination required . more information at","[('join', 'VB'), ('us', 'PRP'), ('evening', 'VBG'), ('lecture', 'JJ'), ('creation', 'NN'), ('theology', 'NN'), ('ecology', 'NN'), ('with', 'IN'), ('spy', 'NN'), ('professor', 'NN'), ('biology', 'NN'), ('eric', 'NN'), ('long', 'RB'), ('tuesday', 'JJ'), ('feb', 'VB'), ('seven', 'CD'), ('i', 'NN'), ('i', 'VBP'), ('upper', 'JJ'), ('winn', 'NN'), ('commons', 'NNS'), ('free', 'JJ'), ('open', 'JJ'), ('public', 'JJ'), ('proof', 'NN'), ('vaccination', 'NN'), ('required', 'VBD'), ('more', 'JJR'), ('information', 'NN'), ('at', 'IN')]","['join', 'u', 'evening', 'lecture', 'creation', 'theology', 'ecology', 'professor', 'biology', 'eric', 'long', 'tuesday', 'feb', 'seven', 'upper', 'winn', 'common', 'free', 'open', 'public', 'proof', 'vaccination', 'required', 'information']","['join', 'evening', 'lecture', 'creation', 'theology', 'free', 'open', 'public', 'proof', 'vaccination', 'require', 'information']","['evening', 'lecture', 'creation', 'theology', 'proof', 'vaccination', 'information']",0.377777778,objective
1139,kyrie has hurt lot this season. his anti vaccination stance limits his playing time but also forced harden want out as he didn’t come brooklyn not be contender title.,kyrie has hurt lot this season. his anti vaccination stance limits his playing time but also forced harden want out as he didn’t come brooklyn not be contender title.,ENGLISH,kyrie has hurt lot this season. his anti vaccination stance limits his playing time but also forced harden want out as he didn’t come brooklyn not be contender title.,"[('kyrie', 'NN'), ('has', 'VBZ'), ('hurt', 'VBN'), ('lot', 'NN'), ('this', 'DT'), ('season', 'NN'), ('his', 'PRP$'), ('anti', 'JJ'), ('vaccination', 'NN'), ('stance', 'NN'), ('limits', 'VBZ'), ('his', 'PRP$'), ('playing', 'JJ'), ('time', 'NN'), ('but', 'CC'), ('also', 'RB'), ('forced', 'VBD'), ('harden', 'JJ'), ('want', 'VBP'), ('out', 'RP'), ('as', 'IN'), ('he', 'PRP'), ('didn', 'VBZ'), ('i', 'NN'), ('i', 'VBP'), ('come', 'VBP'), ('brooklyn', 'NN'), ('not', 'RB'), ('be', 'VB'), ('contender', 'JJR'), ('title', 'NN')]","['kyrie', 'hurt', 'lot', 'season', 'anti', 'vaccination', 'stance', 'limit', 'playing', 'time', 'also', 'forced', 'harden', 'want', 'come', 'brooklyn', 'not', 'contender', 'title']","['season', 'stance', 'limit', 'play', 'time', 'also', 'force', 'want', 'come', 'title']","['season', 'stance', 'time', 'title']",0.2,subjective
1140,"wesley health centers covid-19 vaccination center offering vaccines people age 12 older no appointments needed walk-ins welcome tuesdays thursdays 8:00 a.m. 4 p.m. pharis fedde middle school 11949 e. 215th street hawaiian gardens, ca 90716","wesley health centers covid-19 vaccination center offering vaccines people age 12 older no appointments needed walk-ins welcome tuesdays thursdays 8:00 a.m. 4 p.m. pharis fedde middle school 11949 e. 215th street hawaiian gardens, ca 90716",ENGLISH,"wesley health centers covid-19 vaccination center offering vaccines people age 12 older no appointments needed walk-ins welcome tuesdays thursdays 8:00 a.m. 4 p.m. pharis fedde middle school 11949 e. 215th street hawaiian gardens, ca 90716","[('wesley', 'NN'), ('health', 'NN'), ('centers', 'NNS'), ('couid', 'VBP'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('center', 'NN'), ('offering', 'VBG'), ('vaccines', 'NNS'), ('people', 'NNS'), ('age', 'NN'), ('twelve', 'VBP'), ('older', 'JJR'), ('no', 'DT'), ('appointments', 'NNS'), ('needed', 'VBN'), ('walk', 'NN'), ('ins', 'VBZ'), ('welcome', 'JJ'), ('tuesdays', 'NNS'), ('thursdays', 'NNS'), ('eight', 'CD'), ('zero', 'CD'), ('a', 'DT'), ('i', 'JJ'), ('four', 'CD'), ('i', 'NN'), ('i', 'VBP'), ('paris', 'VBP'), ('feed', 'NN'), ('middle', 'JJ'), ('school', 'NN'), ('e', 'NN'), ('street', 'NN'), ('hawaiian', 'JJ'), ('gardens', 'NNS'), ('ca', 'MD')]","['wesley', 'health', 'center', 'couid', 'nineteen', 'vaccination', 'center', 'offering', 'vaccine', 'people', 'age', 'twelve', 'older', 'appointment', 'needed', 'walk_ins', 'welcome', 'tuesday', 'thursday', 'eight', 'zero', 'four', 'paris', 'feed', 'middle_school', 'e', 'street', 'hawaiian', 'garden', 'ca']","['health', 'couid', 'center', 'offer', 'vaccine', 'people', 'age', 'old', 'appointment', 'need', 'walk_in', 'welcome', 'tuesday', 'thursday', 'hawaiian', 'ca']","['health', 'center', 'vaccine', 'people', 'age', 'appointment', 'walk_in', 'tuesday']",0.333333333,objective
1141,uganda considers jail time those who refuse covid-19 vaccination,uganda considers jail time those who refuse covid-19 vaccination,ENGLISH,uganda considers jail time those who refuse covid-19 vaccination,"[('uganda', 'JJ'), ('considers', 'NNS'), ('jail', 'VBP'), ('time', 'NN'), ('those', 'DT'), ('who', 'WP'), ('refuse', 'VBP'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccination', 'NN')]","['uganda', 'considers', 'jail', 'time', 'refuse', 'couid', 'nineteen', 'vaccination']","['consider', 'jail', 'time', 'refuse', 'couid', 'vaccination']","['jail', 'time', 'couid', 'vaccination']",0.0,objective
1142,"faith vaccine walk-up vaccination sites are available 1st dose, 2nd dose, boosters. pfizer vaccines residents 12 years older will be available at walk-up vaccination site below. visit: learn more about covid-19 vaccine.","faith vaccine walk-up vaccination sites are available 1st dose, 2nd dose, boosters. pfizer vaccines residents 12 years older will be available at walk-up vaccination site below. visit: learn more about covid-19 vaccine.",ENGLISH,"faith vaccine walk-up vaccination sites are available 1st dose, 2nd dose, boosters. pfizer vaccines residents 12 years older will be available at walk-up vaccination site below. visit: learn more about covid-19 vaccine.","[('faith', 'JJ'), ('vaccine', 'NN'), ('walk', 'VBP'), ('up', 'IN'), ('vaccination', 'NN'), ('sites', 'NNS'), ('are', 'VBP'), ('available', 'JJ'), ('est', 'RB'), ('dose', 'NN'), ('and', 'CC'), ('dose', 'JJ'), ('boosters', 'NNS'), ('pfizer', 'VBP'), ('vaccines', 'NNS'), ('residents', 'NNS'), ('twelve', 'VBP'), ('years', 'NNS'), ('older', 'JJR'), ('will', 'MD'), ('be', 'VB'), ('available', 'JJ'), ('at', 'IN'), ('walk', 'VBP'), ('up', 'IN'), ('vaccination', 'NN'), ('site', 'NN'), ('below', 'IN'), ('visit', 'NN'), ('learn', 'NN'), ('more', 'RBR'), ('about', 'IN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccine', 'NN')]","['faith', 'vaccine', 'walk', 'vaccination', 'site', 'available', 'est', 'dose', 'dose', 'booster', 'pfizer', 'vaccine', 'resident', 'twelve', 'year', 'older', 'available', 'walk', 'vaccination', 'site', 'visit', 'learn', 'couid', 'nineteen', 'vaccine']","['faith', 'vaccine', 'vaccination', 'site', 'available', 'dose', 'booster', 'pfizer', 'vaccine', 'resident', 'year', 'old', 'available', 'walk', 'vaccination', 'site', 'visit', 'learn', 'couid', 'vaccine']","['faith', 'vaccine', 'vaccination', 'site', 'booster', 'pfizer', 'vaccine', 'resident', 'year', 'walk', 'vaccination', 'site', 'visit', 'couid', 'vaccine']",0.326666667,objective
1143,"at our latest united against #covid-19 clinic, dhf #volunteers passed out 200 boxes food filled with bags rice, spaghetti, &amp; other delicious #cannedgoods, while 130 people received their #vaccine make vaccination appointment at 661-383-2588 or","at our latest united against #covid-19 clinic, dhf #volunteers passed out 200 boxes food filled with bags rice, spaghetti, &amp; other delicious #cannedgoods, while 130 people received their #vaccine make vaccination appointment at 661-383-2588 or",ENGLISH,"at our latest united against #covid-19 clinic, dhf #volunteers passed out 200 boxes food filled with bags rice, spaghetti, &amp; other delicious #cannedgoods, while 130 people received their #vaccine make vaccination appointment at 661-383-2588 or","[('at', 'IN'), ('our', 'PRP$'), ('latest', 'JJS'), ('united', 'VBN'), ('against', 'IN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('clinic', 'JJ'), ('def', 'NN'), ('volunteers', 'NNS'), ('passed', 'VBD'), ('out', 'RP'), ('boxes', 'NNS'), ('food', 'NN'), ('filled', 'VBN'), ('with', 'IN'), ('bags', 'JJ'), ('rice', 'NN'), ('spaghetti', 'NNS'), ('amp', 'IN'), ('other', 'JJ'), ('delicious', 'JJ'), ('cannedgoods', 'NNS'), ('while', 'IN'), ('people', 'NNS'), ('received', 'VBD'), ('their', 'PRP$'), ('vaccine', 'JJ'), ('make', 'VB'), ('vaccination', 'NN'), ('appointment', 'NN'), ('at', 'IN'), ('or', 'CC')]","['latest', 'united', 'couid', 'nineteen', 'clinic', 'def', 'volunteer', 'passed', 'food', 'filled', 'bag', 'rice', 'spaghetti', 'amp', 'delicious', 'cannedgoods', 'people', 'received', 'vaccine', 'make', 'vaccination', 'appointment']","['late', 'clinic', 'def', 'volunteer', 'pass', 'food', 'fill', 'bag', 'spaghetti', 'amp', 'delicious', 'cannedgoods', 'people', 'receive', 'vaccine', 'make', 'vaccination', 'appointment']","['clinic', 'volunteer', 'food', 'bag', 'spaghetti', 'people', 'vaccine', 'vaccination', 'appointment']",0.79375,subjective
1144,my interview major tv news channel india about #trucker protest against vaccination mandates #ottawa,my interview major tv news channel india about #trucker protest against vaccination mandates #ottawa,ENGLISH,my interview major tv news channel india about #trucker protest against vaccination mandates #ottawa,"[('my', 'PRP$'), ('interview', 'NN'), ('major', 'JJ'), ('to', 'TO'), ('news', 'NN'), ('channel', 'NNS'), ('india', 'VBP'), ('about', 'IN'), ('trucker', 'NN'), ('protest', 'NN'), ('against', 'IN'), ('vaccination', 'NN'), ('mandates', 'NNS'), ('ottawa', 'VBP')]","['interview', 'major', 'news', 'channel', 'india', 'trucker_protest', 'vaccination', 'mandate', 'ottawa']","['vaccination', 'mandate']","['vaccination', 'mandate']",0.5,subjective
1145,lawyer says sask. businesses can require proof-of-vaccination past monday | cbc news,lawyer says sask. businesses can require proof-of-vaccination past monday | cbc news,ENGLISH,lawyer says sask. businesses can require proof-of-vaccination past monday | cbc news,"[('lawyer', 'NN'), ('says', 'VBZ'), ('ask', 'JJ'), ('businesses', 'NNS'), ('can', 'MD'), ('require', 'VB'), ('proof', 'NN'), ('of', 'IN'), ('vaccination', 'NN'), ('past', 'IN'), ('monday', 'NN'), ('abc', 'NN'), ('news', 'NN')]","['lawyer', 'say', 'ask', 'business', 'require', 'proof', 'vaccination', 'past', 'monday']","['lawyer', 'say', 'ask', 'business', 'require', 'proof', 'vaccination']","['lawyer', 'business', 'vaccination']",0.25,objective
1146,"ending mask mandates suddenly without warning will invite chaos campuses as some students faculty will understandably fear attending in-person classes with no mask mandate no student vaccination mandate, while community transmission rates are still high.","ending mask mandates suddenly without warning will invite chaos campuses as some students faculty will understandably fear attending in-person classes with no mask mandate no student vaccination mandate, while community transmission rates are still high.",ENGLISH,"ending mask mandates suddenly without warning will invite chaos campuses as some students faculty will understandably fear attending in-person classes with no mask mandate no student vaccination mandate, while community transmission rates are still high.","[('ending', 'VBG'), ('mask', 'NN'), ('mandates', 'VBZ'), ('suddenly', 'RB'), ('without', 'IN'), ('warning', 'VBG'), ('will', 'MD'), ('invite', 'VB'), ('chaos', 'NN'), ('campuses', 'NNS'), ('as', 'IN'), ('some', 'DT'), ('students', 'NNS'), ('faculty', 'VBP'), ('will', 'MD'), ('understandably', 'RB'), ('fear', 'VB'), ('attending', 'VBG'), ('in', 'IN'), ('person', 'NN'), ('classes', 'NNS'), ('with', 'IN'), ('no', 'DT'), ('mask', 'NN'), ('mandate', 'VB'), ('no', 'DT'), ('student', 'NN'), ('vaccination', 'NN'), ('mandate', 'NN'), ('while', 'IN'), ('community', 'NN'), ('transmission', 'NN'), ('rates', 'NNS'), ('are', 'VBP'), ('still', 'RB'), ('high', 'JJ')]","['ending', 'mask', 'mandate', 'suddenly', 'without', 'warning', 'invite', 'chaos', 'campus', 'students_faculty', 'understandably', 'fear', 'attending', 'person', 'class', 'mask', 'mandate', 'student', 'vaccination', 'mandate', 'community', 'transmission', 'rate', 'still', 'high']","['end', 'mask', 'mandate', 'suddenly', 'warn', 'invite', 'chaos', 'campus', 'understandably', 'fear', 'attend', 'person', 'class', 'mask', 'community', 'transmission', 'rate', 'still', 'high']","['mask', 'mandate', 'chaos', 'campus', 'person', 'class', 'community', 'transmission', 'rate']",0.52,subjective
1147,"how will your organization track vaccination status, accommodations, mandated testing at kognitiv, we’ve put our heads together create solution available you workday® hcm give your organization insight it needs. #hcm #solution #covid19 #automation","how will your organization track vaccination status, accommodations, mandated testing at kognitiv, we’ve put our heads together create solution available you workdayregistered hcm give your organization insight it needs. #hcm #solution #covid19 #automation",ENGLISH,"how will your organization track vaccination status, accommodations, mandated testing at kognitiv, we’ve put our heads together create solution available you workdayregistered hcm give your organization insight it needs. #hcm #solution #covid19 #automation","[('how', 'WRB'), ('will', 'MD'), ('your', 'PRP$'), ('organization', 'NN'), ('track', 'NN'), ('vaccination', 'NN'), ('status', 'NN'), ('accommodations', 'NNS'), ('mandated', 'VBD'), ('testing', 'VBG'), ('at', 'IN'), ('cognitive', 'JJ'), ('we', 'PRP'), ('i', 'VBP'), ('ve', 'RB'), ('put', 'VB'), ('our', 'PRP$'), ('heads', 'NNS'), ('together', 'RB'), ('create', 'VBP'), ('solution', 'NN'), ('available', 'JJ'), ('you', 'PRP'), ('workdayregistered', 'VBD'), ('him', 'PRP'), ('give', 'VB'), ('your', 'PRP$'), ('organization', 'NN'), ('insight', 'VBD'), ('it', 'PRP'), ('needs', 'VBZ'), ('him', 'PRP'), ('solution', 'NN'), ('automation', 'NN')]","['organization', 'track', 'vaccination', 'status', 'accommodation', 'mandated', 'testing', 'cognitive', 'put', 'head', 'together', 'create', 'solution', 'available', 'workdayregistered', 'give', 'organization', 'insight', 'need', 'solution', 'automation']","['track', 'status', 'accommodation', 'mandate', 'test', 'put', 'head', 'together', 'create', 'solution', 'available', 'workdayregistere', 'give', 'insight', 'need', 'solution', 'automation']","['track', 'status', 'accommodation', 'head', 'solution', 'insight', 'solution', 'automation']",0.4,objective
