,Unnamed: 0,Text,new_text,languages,translated,new_languages,pos_tagged_words,words_processed_all,words_processed_noun_adj_verb_adv,words_processed_noun,subjectivity,text_type
744,744,supreme court monday directed all authorities concerned with covid vaccination should follow centre’s policy not insist aadhaar card administering vaccine. #ommcomnews,supreme court monday directed all authorities concerned with covid vaccination should follow centre’s policy not insist aadhaar card administering vaccine. #ommcomnews,ENGLISH,supreme court monday directed all authorities concerned with covid vaccination should follow centre’s policy not insist aadhaar card administering vaccine. #ommcomnews,ENGLISH,"[('supreme', 'JJ'), ('court', 'NN'), ('monday', 'NN'), ('directed', 'VBD'), ('all', 'DT'), ('authorities', 'NNS'), ('concerned', 'VBN'), ('with', 'IN'), ('couid', 'JJ'), ('vaccination', 'NN'), ('should', 'MD'), ('follow', 'VB'), ('centre', 'NN'), ('i', 'NN'), ('i', 'NN'), ('policy', 'NN'), ('not', 'RB'), ('insist', 'JJ'), ('aadhaar', 'RB'), ('card', 'NN'), ('administering', 'VBG'), ('vaccine', 'NN'), ('ommcomnews', 'NNS')]","['supreme_court', 'monday', 'directed', 'authority', 'concerned', 'couid', 'vaccination', 'follow', 'centre', 'policy', 'not', 'insist', 'aadhaar_card', 'administering', 'vaccine', 'ommcomnews']","['direct', 'authority', 'concern', 'couid', 'vaccination', 'follow', 'centre', 'policy', 'insist', 'administer', 'vaccine', 'ommcomnew']","['authority', 'couid', 'vaccination', 'follow', 'centre', 'policy', 'vaccine', 'ommcomnew']",0.0,objective
745,745,i pray your family 🙏. kindly take make india covid vaccination.,i pray your family folded_hands. kindly take make india covid vaccination.,ENGLISH,i pray your family folded_hands. kindly take make india covid vaccination.,ENGLISH,"[('i', 'JJ'), ('pray', 'VBP'), ('your', 'PRP$'), ('family', 'NN'), ('kindly', 'RB'), ('take', 'VBP'), ('make', 'VBP'), ('india', 'JJ'), ('couid', 'NN'), ('vaccination', 'NN')]","['pray', 'family', 'kindly', 'take', 'make', 'india', 'couid', 'vaccination']","['pray', 'family', 'kindly', 'take', 'make', 'vaccination']","['family', 'vaccination']",0.9,subjective
746,746,04 days go #indoafricavaccinesummit will bring key national &amp; international stakeholders leaders africa &amp; india together with discussions &amp; presentations focus areas related #covidvaccination. register now,04 days go #indoafricavaccinesummit will bring key national &amp; international stakeholders leaders africa &amp; india together with discussions &amp; presentations focus areas related #covidvaccination. register now,ENGLISH,04 days go #indoafricavaccinesummit will bring key national &amp; international stakeholders leaders africa &amp; india together with discussions &amp; presentations focus areas related #covidvaccination. register now,ENGLISH,"[('four', 'CD'), ('days', 'NNS'), ('go', 'VBP'), ('indoafricavaccinesummit', 'NN'), ('will', 'MD'), ('bring', 'VB'), ('key', 'JJ'), ('national', 'JJ'), ('amp', 'NN'), ('international', 'JJ'), ('stakeholders', 'NNS'), ('leaders', 'NNS'), ('africa', 'VBP'), ('amp', 'IN'), ('india', 'NN'), ('together', 'RB'), ('with', 'IN'), ('discussions', 'NNS'), ('amp', 'VBP'), ('presentations', 'NNS'), ('focus', 'VBP'), ('areas', 'NNS'), ('related', 'VBN'), ('covidvaccination', 'NN'), ('register', 'NN'), ('now', 'RB')]","['four', 'day', 'go', 'indoafricavaccinesummit', 'bring', 'key', 'national', 'amp', 'international', 'stakeholder', 'leader', 'africa', 'amp', 'india', 'together', 'discussion', 'amp', 'presentation', 'focus', 'area', 'related', 'covidvaccination', 'register']","['day', 'go', 'indoafricavaccinesummit', 'bring', 'key', 'national', 'international', 'stakeholder', 'leader', 'together', 'discussion', 'amp', 'presentation', 'focus', 'area', 'related', 'covidvaccination', 'register']","['day', 'indoafricavaccinesummit', 'stakeholder', 'leader', 'amp', 'presentation', 'area', 'covidvaccination', 'register']",0.4666666666666666,objective
747,747,performed duty covid-19 vaccination session at rah shimla dated 7-2-22. total number beneficiaries were 45*. session number 109. age group 18+ &amp; pd.,performed duty covid-19 vaccination session at rah shimla dated 7-2-22. total number beneficiaries were 45*. session number 109. age group 18+ &amp; pd.,ENGLISH,performed duty covid-19 vaccination session at rah shimla dated 7-2-22. total number beneficiaries we are 45*. session number 109. age group 18+ &amp; pd.,ENGLISH,"[('performed', 'VBN'), ('duty', 'NN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('session', 'NN'), ('at', 'IN'), ('rah', 'NN'), ('shimla', 'NN'), ('dated', 'VBD'), ('seven', 'CD'), ('two', 'CD'), ('total', 'JJ'), ('number', 'NN'), ('beneficiaries', 'NNS'), ('we', 'PRP'), ('are', 'VBP'), ('i', 'JJ'), ('session', 'NN'), ('number', 'NN'), ('age', 'NN'), ('group', 'NN'), ('eighteen', 'VBD'), ('amp', 'RB'), ('ad', 'NN')]","['performed', 'duty', 'couid', 'nineteen', 'vaccination', 'session', 'shimla', 'dated', 'seven', 'two', 'total', 'number', 'beneficiary', 'session', 'number', 'age_group', 'eighteen', 'amp', 'ad']","['perform', 'duty', 'couid', 'vaccination', 'session', 'shimla', 'date', 'total', 'number', 'beneficiary', 'session', 'number', 'amp', 'ad']","['duty', 'couid', 'vaccination', 'session', 'number', 'beneficiary', 'session', 'number', 'amp', 'ad']",0.75,objective
748,748,covid-19 vaccination: is aadhaar card mandatory corona vaccination center gave this answer supreme court,covid-19 vaccination: is aadhaar card mandatory corona vaccination center gave this answer supreme court,ENGLISH,covid-19 vaccination: is aadhaar card mandatory corona vaccination center gave this answer supreme court,ENGLISH,"[('couid', 'NN'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('is', 'VBZ'), ('aadhaar', 'JJ'), ('card', 'JJ'), ('mandatory', 'NN'), ('corona', 'JJ'), ('vaccination', 'NN'), ('center', 'NN'), ('gave', 'VBD'), ('this', 'DT'), ('answer', 'NN'), ('supreme', 'NN'), ('court', 'NN')]","['couid', 'nineteen', 'vaccination', 'aadhaar_card', 'mandatory', 'corona', 'vaccination', 'center', 'gave', 'answer', 'supreme_court']","['couid', 'vaccination', 'mandatory', 'center', 'give', 'answer']","['couid', 'vaccination', 'center', 'answer']",0.1,objective
749,749,#supremecourt monday directed all authorities concerned with #covidvaccination should follow centre's policy not insist aadhaar card administering vaccine. #covid19m #vaccination,#supremecourt monday directed all authorities concerned with #covidvaccination should follow centre's policy not insist aadhaar card administering vaccine. #covid19m #vaccination,ENGLISH,#supremecourt monday directed all authorities concerned with #covidvaccination should follow centre's policy not insist aadhaar card administering vaccine. #covid19m #vaccination,ENGLISH,"[('supremecourt', 'NN'), ('monday', 'NN'), ('directed', 'VBD'), ('all', 'DT'), ('authorities', 'NNS'), ('concerned', 'VBN'), ('with', 'IN'), ('covidvaccination', 'NN'), ('should', 'MD'), ('follow', 'VB'), ('centre', 'NN'), ('i', 'NN'), ('policy', 'NN'), ('not', 'RB'), ('insist', 'JJ'), ('aadhaar', 'RB'), ('card', 'NN'), ('administering', 'VBG'), ('vaccine', 'NN'), ('vaccination', 'NN')]","['supremecourt', 'monday', 'directed', 'authority', 'concerned', 'covidvaccination', 'follow', 'centre', 'policy', 'not', 'insist', 'aadhaar_card', 'administering', 'vaccine', 'vaccination']","['direct', 'authority', 'concerned', 'covidvaccination', 'follow', 'centre', 'policy', 'insist', 'administer', 'vaccine', 'vaccination']","['authority', 'covidvaccination', 'follow', 'centre', 'policy', 'vaccine', 'vaccination']",0.0,objective
750,750,covid-19 vaccination coverage 14 districts is higher than karnataka average | bengaluru news – times india,covid-19 vaccination coverage 14 districts is higher than karnataka average | bengaluru news – times india,ENGLISH,covid-19 vaccination coverage 14 districts is higher than karnataka average | bengaluru news – times india,ENGLISH,"[('couid', 'NN'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('coverage', 'NN'), ('fourteen', 'JJ'), ('districts', 'NNS'), ('is', 'VBZ'), ('higher', 'JJR'), ('than', 'IN'), ('karnataka', 'JJ'), ('average', 'JJ'), ('bengaluru', 'JJ'), ('news', 'NN'), ('i', 'NN'), ('times', 'NNS'), ('india', 'VBP')]","['couid', 'nineteen', 'vaccination', 'coverage', 'fourteen', 'district', 'higher', 'karnataka', 'average', 'bengaluru', 'news', 'time', 'india']","['couid', 'vaccination', 'coverage', 'district', 'high', 'karnataka']","['couid', 'vaccination', 'coverage', 'district', 'karnataka']",0.44999999999999996,objective
751,751,there was national campaign mass covid vaccination last week wednesday sunday i didn’t see any advertisement/sensitisation tv. are we hoping achieve herd immunity with this,there was national campaign mass covid vaccination last week wednesday sunday i didn’t see any advertisement/sensitisation tv. are we hoping achieve herd immunity with this,ENGLISH,there was national campaign mass covid vaccination last week wednesday sunday i didn’t see any advertisement/sensitisation tv. are we hoping achieve herd immunity with this,ENGLISH,"[('there', 'EX'), ('was', 'VBD'), ('national', 'JJ'), ('campaign', 'NN'), ('mass', 'NN'), ('couid', 'NN'), ('vaccination', 'NN'), ('last', 'JJ'), ('week', 'NN'), ('wednesday', 'VBD'), ('sunday', 'JJ'), ('i', 'JJ'), ('didn', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('see', 'VBP'), ('any', 'DT'), ('advertisement', 'JJ'), ('sensitization', 'NN'), ('to', 'TO'), ('are', 'VBP'), ('we', 'PRP'), ('hoping', 'VBG'), ('achieve', 'VBP'), ('herd', 'JJ'), ('immunity', 'NN'), ('with', 'IN'), ('this', 'DT')]","['national', 'campaign', 'mass', 'couid', 'vaccination', 'last', 'week', 'wednesday', 'sunday', 'see', 'advertisement', 'sensitization', 'hoping', 'achieve_herd', 'immunity']","['last', 'week', 'see', 'advertisement', 'sensitization', 'hoping', 'immunity']","['week', 'advertisement', 'sensitization', 'hoping', 'immunity']",0.06666666666666667,subjective
752,752,"dated. 07-02-2022. dpec/evening meeting reg extended covid-19 vaccination campaign was held under chairmanship worthy dc orakzai. officers distt admin, line deptts health team participated meeting. ac-l &amp; ms dhq hospital mishti mela joined via videolink.","dated. 07-02-2022. dpec/evening meeting reg extended covid-19 vaccination campaign was held under chairmanship worthy dc orakzai. officers distt admin, line deptts health team participated meeting. ac-l &amp; ms dhq hospital mishti mela joined via videolink.",ENGLISH,"dated. 07-02-2022. dpec/evening meeting reg extended covid-19 vaccination campaign was held under chairmanship worthy dc orakzai. officers distt admin, line deptts health team participated meeting. ac-l &amp; ms dhq hospital mishti mela joined via videolink.",ENGLISH,"[('dated', 'VBN'), ('seven', 'CD'), ('two', 'CD'), ('spec', 'NNS'), ('evening', 'VBG'), ('meeting', 'NN'), ('reg', 'NN'), ('extended', 'VBD'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('campaign', 'NN'), ('was', 'VBD'), ('held', 'VBN'), ('under', 'IN'), ('chairmanship', 'NN'), ('worthy', 'JJ'), ('do', 'VBP'), ('orakzai', 'JJ'), ('officers', 'NNS'), ('dist', 'VBP'), ('admin', 'JJ'), ('line', 'NN'), ('depths', 'NNS'), ('health', 'NN'), ('team', 'NN'), ('participated', 'VBD'), ('meeting', 'VBG'), ('ac', 'NN'), ('i', 'NN'), ('amp', 'NN'), ('is', 'VBZ'), ('dhe', 'JJ'), ('hospital', 'NN'), ('might', 'MD'), ('mela', 'VB'), ('joined', 'JJ'), ('via', 'IN'), ('videoing', 'VBG')]","['dated', 'seven', 'two', 'spec', 'evening', 'meeting', 'reg', 'extended', 'couid', 'nineteen', 'vaccination', 'campaign', 'held', 'chairmanship', 'worthy', 'orakzai', 'officer', 'dist_admin', 'line', 'depth', 'health', 'team', 'participated', 'meeting', 'ac', 'amp', 'dhe', 'hospital', 'might', 'mela', 'joined', 'via', 'videoing']","['date', 'spec', 'evening', 'meeting', 'reg', 'extended', 'couid', 'vaccination', 'campaign', 'hold', 'chairmanship', 'worthy', 'officer', 'line', 'depth', 'health', 'team', 'participate', 'meet', 'hospital', 'may', 'mela', 'join', 'videoe']","['spec', 'evening', 'meeting', 'couid', 'vaccination', 'campaign', 'chairmanship', 'officer', 'line', 'depth', 'health', 'team', 'hospital']",1.0,objective
755,755,"covid-19: no adverse side effects vaccination among kids so far, says khairy","covid-19: no adverse side effects vaccination among kids so far, says khairy",ENGLISH,"covid-19: no adverse side effects vaccination among kids so far, says khairy",ENGLISH,"[('couid', 'NN'), ('nineteen', 'JJ'), ('no', 'DT'), ('adverse', 'JJ'), ('side', 'NN'), ('effects', 'NNS'), ('vaccination', 'NN'), ('among', 'IN'), ('kids', 'NNS'), ('so', 'RB'), ('far', 'RB'), ('says', 'VBZ'), ('hairy', 'NN')]","['couid', 'nineteen', 'adverse', 'side_effect', 'vaccination', 'among', 'kid', 'far', 'say', 'hairy']","['couid', 'adverse', 'side_effect', 'vaccination', 'kid', 'far', 'say']","['couid', 'side_effect', 'vaccination', 'kid']",1.0,objective
757,757,"#breaking | no covid restriction assam 15th february. only mask mandatory. no curfew, no limitation or restriction cinema halls, school, meeting or assembly double dose vaccinated people. physical board exams double dose vaccination must.","#breaking | no covid restriction assam 15th february. only mask mandatory. no curfew, no limitation or restriction cinema halls, school, meeting or assembly double dose vaccinated people. physical board exams double dose vaccination must.",ENGLISH,"#breaking | no covid restriction assam 15th february. only mask mandatory. no curfew, no limitation or restriction cinema halls, school, meeting or assembly double dose vaccinated people. physical board exams double dose vaccination must.",ENGLISH,"[('breaking', 'VBG'), ('no', 'DT'), ('couid', 'JJ'), ('restriction', 'NN'), ('assay', 'NN'), ('with', 'IN'), ('february', 'JJ'), ('only', 'RB'), ('mask', 'JJ'), ('mandatory', 'JJ'), ('no', 'DT'), ('curfew', 'NN'), ('no', 'DT'), ('limitation', 'NN'), ('or', 'CC'), ('restriction', 'NN'), ('cinema', 'NN'), ('halls', 'VBZ'), ('school', 'NN'), ('meeting', 'NN'), ('or', 'CC'), ('assembly', 'NN'), ('double', 'RB'), ('dose', 'RB'), ('vaccinated', 'JJ'), ('people', 'NNS'), ('physical', 'JJ'), ('board', 'NN'), ('exams', 'VBZ'), ('double', 'RB'), ('dose', 'JJ'), ('vaccination', 'NN'), ('must', 'MD')]","['breaking', 'couid', 'restriction', 'assay', 'february', 'mask', 'mandatory', 'curfew', 'limitation', 'restriction', 'cinema', 'hall', 'school', 'meeting', 'assembly', 'double', 'dose', 'vaccinated', 'people', 'physical', 'board_exams', 'double', 'dose', 'vaccination', 'must']","['break', 'mandatory', 'limitation', 'restriction', 'meeting', 'assembly', 'double', 'dose', 'vaccinated', 'people', 'physical', 'double', 'dose', 'vaccination', 'must']","['limitation', 'restriction', 'meeting', 'assembly', 'people', 'dose', 'vaccination']",0.2857142857142857,objective
758,758,pakistan sets new record daily covid-19 vaccination 3rd day rown,pakistan sets new record daily covid-19 vaccination 3rd day rown,ENGLISH,pakistan sets new record daily covid-19 vaccination 3rd day rown,ENGLISH,"[('pakistan', 'JJ'), ('sets', 'VBZ'), ('new', 'JJ'), ('record', 'NN'), ('daily', 'NN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('ord', 'NN'), ('day', 'NN'), ('rown', 'VB')]","['pakistan', 'set', 'new', 'record', 'daily', 'couid', 'nineteen', 'vaccination', 'ord', 'day', 'rown']","['set', 'new', 'couid', 'vaccination', 'day', 'rown']","['couid', 'vaccination', 'day']",0.15151515151515152,objective
761,761,𝗥𝗮𝗺 𝗥𝗮𝗵𝗶𝗺 𝗷𝗶 following inspiration *dera sacha sauda*are continuously organization vaccination camps prevent this epidemic like covid -19 &amp; also making people aware about it .,𝗥𝗮𝗺 𝗥𝗮𝗵𝗶𝗺 𝗷𝗶 following inspiration *dera sacha sauda*are continuously organization vaccination camps prevent this epidemic like covid -19 &amp; also making people aware about it .,ENGLISH,𝗥𝗮𝗺 𝗥𝗮𝗵𝗶𝗺 𝗷𝗶 following inspiration *dera sacha sauda*are continuously organization vaccination camps prevent this epidemic like covid -19 &amp; also making people aware about it .,ENGLISH,"[('i', 'NN'), ('following', 'VBG'), ('inspiration', 'NN'), ('dear', 'JJ'), ('sacha', 'NN'), ('sauna', 'NN'), ('are', 'VBP'), ('continuously', 'RB'), ('organization', 'NN'), ('vaccination', 'NN'), ('camps', 'NNS'), ('prevent', 'VBP'), ('this', 'DT'), ('epidemic', 'JJ'), ('like', 'IN'), ('couid', 'NN'), ('nineteen', 'NN'), ('amp', 'NN'), ('also', 'RB'), ('making', 'VBG'), ('people', 'NNS'), ('aware', 'JJ'), ('about', 'IN'), ('it', 'PRP')]","['following', 'inspiration', 'dear', 'sacha', 'sauna', 'continuously', 'organization', 'vaccination', 'camp', 'prevent', 'epidemic', 'like', 'couid', 'nineteen', 'amp', 'also', 'making', 'people', 'aware']","['follow', 'inspiration', 'continuously', 'organization', 'vaccination', 'camp', 'prevent', 'epidemic', 'couid', 'amp', 'also', 'make', 'people', 'aware']","['inspiration', 'organization', 'vaccination', 'camp', 'epidemic', 'couid', 'amp', 'people']",0.175,subjective
763,763,is there any rule that one will be vaccinated only if there are 10 people at govt covid vaccination centre,is there any rule that one will be vaccinated only if there are 10 people at govt covid vaccination centre,ENGLISH,is there any rule that one will be vaccinated only if there are 10 people at govt covid vaccination centre,ENGLISH,"[('is', 'VBZ'), ('there', 'EX'), ('any', 'DT'), ('rule', 'NN'), ('that', 'IN'), ('one', 'CD'), ('will', 'MD'), ('be', 'VB'), ('vaccinated', 'VBN'), ('only', 'RB'), ('if', 'IN'), ('there', 'EX'), ('are', 'VBP'), ('ten', 'JJ'), ('people', 'NNS'), ('at', 'IN'), ('govt', 'JJ'), ('couid', 'NN'), ('vaccination', 'NN'), ('centre', 'NN')]","['rule', 'one', 'vaccinated', 'ten', 'people', 'govt', 'couid', 'vaccination', 'centre']","['rule', 'vaccinate', 'people', 'centre']","['people', 'centre']",1.0,objective
770,770,#national i apex court took note submission disposed plea filed by siddharthshankar sharma who claimed that aadhaar card was being mandatorily insisted upon administering covid-19 vaccination cowin portal.,#national i apex court took note submission disposed plea filed by siddharthshankar sharma who claimed that aadhaar card was being mandatorily insisted upon administering covid-19 vaccination cowin portal.,ENGLISH,#national i apex court took note submission disposed plea filed by siddharthshankar sharma who claimed that aadhaar card was being mandatorily insisted upon administering covid-19 vaccination cowin portal.,ENGLISH,"[('national', 'JJ'), ('i', 'NN'), ('apex', 'VBP'), ('court', 'NN'), ('took', 'VBD'), ('note', 'NN'), ('submission', 'NN'), ('disposed', 'VBD'), ('plea', 'NN'), ('filed', 'VBN'), ('by', 'IN'), ('siddharthshankar', 'NN'), ('sharma', 'NN'), ('who', 'WP'), ('claimed', 'VBD'), ('that', 'IN'), ('aadhaar', 'JJ'), ('card', 'NN'), ('was', 'VBD'), ('being', 'VBG'), ('mandatory', 'JJ'), ('insisted', 'VBN'), ('upon', 'IN'), ('administering', 'VBG'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('coin', 'NN'), ('portal', 'NN')]","['national', 'apex', 'court', 'took', 'note', 'submission', 'disposed', 'plea', 'filed', 'siddharthshankar', 'sharma', 'claimed', 'aadhaar_card', 'mandatory', 'insisted', 'upon', 'administering', 'couid', 'nineteen', 'vaccination', 'coin_portal']","['take', 'note', 'submission', 'dispose', 'plea', 'file', 'claim', 'mandatory', 'insist', 'administer', 'couid', 'vaccination']","['note', 'submission', 'plea', 'couid', 'vaccination']",0.0,objective
771,771,aadhar card is not necessary covid vaccination- central government,aadhar card is not necessary covid vaccination- central government,ENGLISH,aadhar card is not necessary covid vaccination- central government,ENGLISH,"[('radar', 'NN'), ('card', 'NN'), ('is', 'VBZ'), ('not', 'RB'), ('necessary', 'JJ'), ('couid', 'NN'), ('vaccination', 'NN'), ('central', 'JJ'), ('government', 'NN')]","['radar_card', 'not', 'necessary', 'couid', 'vaccination', 'central', 'government']","['necessary', 'couid', 'vaccination', 'central', 'government']","['couid', 'vaccination', 'government']",0.625,objective
773,773,"#banegaswasthindia | as february 7, india has administered over 169 crore #covid19 vaccine shots. here’s look at #coronavirus #vaccination numbers. more, log #covidvaccination #fightagainstcovid19 #omicron","#banegaswasthindia | as february 7, india has administered over 169 crore #covid19 vaccine shots. here’s look at #coronavirus #vaccination numbers. more, log #covidvaccination #fightagainstcovid19 #omicron",ENGLISH,"#banegaswasthindia | as february 7, india has administered over 169 crore #covid19 vaccine shots. here’s look at #coronavirus #vaccination numbers. more, log #covidvaccination #fightagainstcovid19 #omicron",ENGLISH,"[('banegaswasthindia', 'NN'), ('as', 'IN'), ('february', 'JJ'), ('seven', 'CD'), ('india', 'NN'), ('has', 'VBZ'), ('administered', 'VBN'), ('over', 'IN'), ('crore', 'JJR'), ('vaccine', 'NN'), ('shots', 'NNS'), ('here', 'RB'), ('i', 'VBP'), ('i', 'JJ'), ('look', 'VBP'), ('at', 'IN'), ('coronavirus', 'NN'), ('vaccination', 'NN'), ('numbers', 'NNS'), ('more', 'RBR'), ('log', 'JJ'), ('covidvaccination', 'NN'), ('omicron', 'NN')]","['banegaswasthindia', 'february', 'seven', 'india', 'administered', 'crore', 'vaccine', 'shot', 'look', 'coronavirus', 'vaccination', 'number', 'log', 'covidvaccination', 'omicron']","['administer', 'crore', 'vaccine', 'shot', 'look', 'vaccination', 'number', 'covidvaccination', 'omicron']","['crore', 'vaccine', 'shot', 'vaccination', 'number', 'covidvaccination', 'omicron']",0.5,objective
776,776,india’s cumulative covid-19 vaccination coverage exceeds 169.46 cr,india’s cumulative covid-19 vaccination coverage exceeds 169.46 cr,ENGLISH,india’s cumulative covid-19 vaccination coverage exceeds 169.46 cr,ENGLISH,"[('india', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('cumulative', 'JJ'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('coverage', 'NN'), ('exceeds', 'VBZ'), ('or', 'CC')]","['india', 'cumulative', 'couid', 'nineteen', 'vaccination', 'coverage_exceeds']","['vaccination', 'coverage_exceed']","['vaccination', 'coverage_exceed']",0.0,objective
777,777,today morning i received call sulikere phc person if my mother precautionary covid dose is taken. i said its pending. she asked birth year then told come get vaccination done. by evening i got message that vaccination is done. 1/2,today morning i received call sulikere phc person if my mother precautionary covid dose is taken. i said its pending. she asked birth year then told come get vaccination done. by evening i got message that vaccination is done. 1/2,ENGLISH,today morning i received call sulikere phc person if my mother precautionary covid dose is taken. i said it is pending. she asked birth year then told come get vaccination done. by evening i got message that vaccination is done. 1/2,ENGLISH,"[('today', 'NN'), ('morning', 'NN'), ('i', 'NN'), ('received', 'VBD'), ('call', 'NN'), ('sulikere', 'RB'), ('pic', 'VBZ'), ('person', 'NN'), ('if', 'IN'), ('my', 'PRP$'), ('mother', 'NN'), ('precautionary', 'JJ'), ('couid', 'NN'), ('dose', 'NN'), ('is', 'VBZ'), ('taken', 'VBN'), ('i', 'NN'), ('said', 'VBD'), ('it', 'PRP'), ('is', 'VBZ'), ('pending', 'VBG'), ('she', 'PRP'), ('asked', 'VBD'), ('birth', 'JJ'), ('year', 'NN'), ('then', 'RB'), ('told', 'VBD'), ('come', 'VB'), ('get', 'NN'), ('vaccination', 'NN'), ('done', 'VBN'), ('by', 'IN'), ('evening', 'VBG'), ('i', 'NN'), ('got', 'VBD'), ('message', 'NN'), ('that', 'DT'), ('vaccination', 'NN'), ('is', 'VBZ'), ('done', 'VBN'), ('one', 'CD'), ('two', 'CD')]","['today', 'morning', 'received', 'call', 'sulikere', 'pic', 'person', 'mother', 'precautionary', 'couid', 'dose', 'taken', 'said', 'pending', 'asked', 'birth', 'year', 'told', 'come', 'get', 'vaccination', 'done', 'evening', 'got', 'message', 'vaccination', 'done', 'one', 'two']","['today', 'morning', 'receive', 'call', 'person', 'dose', 'take', 'say', 'pende', 'ask', 'birth', 'year', 'tell', 'come', 'vaccination', 'do', 'evening', 'get', 'message', 'vaccination', 'do']","['today', 'morning', 'call', 'person', 'birth', 'year', 'vaccination', 'evening', 'message', 'vaccination']",0.0,objective
780,780,covid19 vaccination update: india marches ahead with another covid vaccination milestone; 170 crore covid vaccine doses administered country #largestvaccinationdrive,covid19 vaccination update: india marches ahead with another covid vaccination milestone; 170 crore covid vaccine doses administered country #largestvaccinationdrive,ENGLISH,covid19 vaccination update: india marches ahead with another covid vaccination milestone; 170 crore covid vaccine doses administered country #largestvaccinationdrive,ENGLISH,"[('vaccination', 'NN'), ('update', 'JJ'), ('india', 'NN'), ('marches', 'NNS'), ('ahead', 'RB'), ('with', 'IN'), ('another', 'DT'), ('couid', 'NN'), ('vaccination', 'NN'), ('milestone', 'NN'), ('crore', 'NN'), ('couid', 'NN'), ('vaccine', 'NN'), ('doses', 'NNS'), ('administered', 'VBD'), ('country', 'NN'), ('largestvaccinationdrive', 'NN')]","['vaccination', 'update', 'india', 'march', 'ahead', 'another', 'couid', 'vaccination', 'milestone', 'crore', 'couid', 'vaccine', 'dos', 'administered', 'country', 'largestvaccinationdrive']","['march', 'ahead', 'couid', 'vaccination', 'milestone', 'vaccine', 'dose', 'administer', 'country', 'largestvaccinationdrive']","['couid', 'vaccination', 'milestone', 'vaccine', 'country']",0.0,objective
783,783,"absolutely, this brings back feeling hopelessness after all vaccination rounds that we have been through.we need change narrative reporting style if we really mean covid being endemic. show us fruits vaccination labour. focus cat 4 &amp; 5.","absolutely, this brings back feeling hopelessness after all vaccination rounds that we have been through.we need change narrative reporting style if we really mean covid being endemic. show us fruits vaccination labour. focus cat 4 &amp; 5.",ENGLISH,"absolutely, this brings back feeling hopelessness after all vaccination rounds that we have been through.we need change narrative reporting style if we really mean covid being endemic. show us fruits vaccination labour. focus cat 4 &amp; 5.",ENGLISH,"[('absolutely', 'RB'), ('this', 'DT'), ('brings', 'VBZ'), ('back', 'RB'), ('feeling', 'JJ'), ('hopelessness', 'NN'), ('after', 'IN'), ('all', 'DT'), ('vaccination', 'NN'), ('rounds', 'VBZ'), ('that', 'IN'), ('we', 'PRP'), ('have', 'VBP'), ('been', 'VBN'), ('through', 'IN'), ('we', 'PRP'), ('need', 'VBP'), ('change', 'JJ'), ('narrative', 'JJ'), ('reporting', 'NN'), ('style', 'NN'), ('if', 'IN'), ('we', 'PRP'), ('really', 'RB'), ('mean', 'VB'), ('couid', 'NN'), ('being', 'VBG'), ('endemic', 'JJ'), ('show', 'NN'), ('us', 'PRP'), ('fruits', 'VBZ'), ('vaccination', 'NN'), ('labour', 'JJ'), ('focus', 'NN'), ('cat', 'VBD'), ('four', 'CD'), ('amp', 'NN'), ('five', 'CD')]","['absolutely', 'brings', 'back', 'feeling', 'hopelessness', 'vaccination', 'round', 'need', 'change', 'narrative', 'reporting', 'style', 'really', 'mean', 'couid', 'endemic', 'show', 'u', 'fruit', 'vaccination', 'labour', 'focus', 'cat', 'four', 'amp', 'five']","['absolutely', 'bring', 'feel', 'hopelessness', 'vaccination', 'round', 'need', 'change', 'narrative', 'reporting', 'style', 'really', 'mean', 'couid', 'endemic', 'show', 'fruit', 'amp']","['hopelessness', 'vaccination', 'round', 'change', 'narrative', 'reporting', 'style', 'couid', 'fruit', 'amp']",0.5291666666666667,subjective
784,784,oh yes impact third wave has been lowered account vaccination.,oh yes impact third wave has been lowered account vaccination.,ENGLISH,oh yes impact third wave has been lowered account vaccination.,ENGLISH,"[('oh', 'UH'), ('yes', 'UH'), ('impact', 'JJ'), ('third', 'JJ'), ('wave', 'NN'), ('has', 'VBZ'), ('been', 'VBN'), ('lowered', 'VBN'), ('account', 'NN'), ('vaccination', 'NN')]","['yes', 'impact', 'third_wave', 'lowered', 'account', 'vaccination']","['impact', 'lower', 'account', 'vaccination']","['impact', 'account', 'vaccination']",0.0,objective
