index,Text,pos_tagged_words,new_languages,words_list,new_text,scores,compound,sentiment_vader,,,,,,
66732,100 crore vaccine doses are administered india. some facts: • about 75% eligible population is vaccinated with one dose. hp &amp; j&amp;k fully done. • over 41% 29.17 cr eligible population is fully vaccinated • most vaccines day - 2.5 cr+ #vaccinecentury,"[('crore', 'NN'), ('vaccine', 'NN'), ('doses', 'NNS'), ('are', 'VBP'), ('administered', 'VBN'), ('india', 'IN'), ('some', 'DT'), ('facts', 'NNS'), ('i', 'VBP'), ('about', 'IN'), ('eligible', 'JJ'), ('population', 'NN'), ('is', 'VBZ'), ('vaccinated', 'VBN'), ('with', 'IN'), ('one', 'CD'), ('dose', 'NN'), ('he', 'PRP'), ('amp', 'VBZ'), ('i', 'JJ'), ('amp', 'VBP'), ('i', 'JJ'), ('fully', 'RB'), ('done', 'VBN'), ('i', 'NN'), ('over', 'IN'), ('twentynine', 'NN'), ('seventeen', 'NN'), ('or', 'CC'), ('eligible', 'JJ'), ('population', 'NN'), ('is', 'VBZ'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('i', 'NN'), ('most', 'RBS'), ('vaccines', 'NNS'), ('day', 'NN'), ('two', 'CD'), ('five', 'CD'), ('or', 'CC'), ('vaccinecentury', 'NN')]",ENGLISH,"['crore', 'vaccine', 'doses_administered', 'india', 'fact', 'eligible', 'population', 'vaccinate', 'one', 'dose', 'amp', 'amp', 'fully', 'do', 'twentynine', 'seventeen', 'eligible', 'population', 'fully', 'vaccinate', 'vaccine', 'day', 'two', 'five', 'vaccinecentury']",crore vaccine doses_administered india fact eligible population vaccinate one dose amp amp fully do twentynine seventeen eligible population fully vaccinate vaccine day two five vaccinecentury,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
66743,congratulations india nation has successfully vaccinated record one billion people set world record carrying out largest vaccination drive. thank you pm sri ji making it possible. #modihaitomumkinhai | #vaccinecentury,"[('congratulations', 'NNS'), ('india', 'VBP'), ('nation', 'NN'), ('has', 'VBZ'), ('successfully', 'RB'), ('vaccinated', 'VBN'), ('record', 'NN'), ('one', 'CD'), ('billion', 'CD'), ('people', 'NNS'), ('set', 'VBD'), ('world', 'NN'), ('record', 'NN'), ('carrying', 'VBG'), ('out', 'RP'), ('largest', 'JJS'), ('vaccination', 'NN'), ('drive', 'NN'), ('thank', 'NN'), ('you', 'PRP'), ('am', 'VBP'), ('sri', 'JJ'), ('ji', 'NN'), ('making', 'VBG'), ('it', 'PRP'), ('possible', 'JJ'), ('modihaitomumkinhai', 'JJ'), ('vaccinecentury', 'NN')]",ENGLISH,"['congratulation', 'india', 'nation', 'successfully', 'vaccinate', 'record', 'one', 'billion', 'people', 'set', 'world', 'record', 'carry', 'large', 'vaccination', 'drive', 'thank', 'sri', 'make', 'possible', 'modihaitomumkinhai', 'vaccinecentury']",congratulation india nation successfully vaccinate record one billion people set world record carry large vaccination drive thank sri make possible modihaitomumkinhai vaccinecentury,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.8625}",0.8625,positive,,,,,,
66746,100 crore people vaccinated world’s largest free-for-all #vaccination drive has been huge success. salute our #covidwarriors relentless efforts. its proud moment nation #vaccinecentury,"[('crore', 'NN'), ('people', 'NNS'), ('vaccinated', 'VBD'), ('world', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('largest', 'JJS'), ('free', 'JJ'), ('for', 'IN'), ('all', 'DT'), ('vaccination', 'NN'), ('drive', 'NN'), ('has', 'VBZ'), ('been', 'VBN'), ('huge', 'JJ'), ('success', 'NN'), ('salute', 'VB'), ('our', 'PRP$'), ('covidwarriors', 'NNS'), ('relentless', 'VBP'), ('efforts', 'NNS'), ('it', 'PRP'), ('is', 'VBZ'), ('proud', 'JJ'), ('moment', 'NN'), ('nation', 'NN'), ('vaccinecentury', 'NN')]",ENGLISH,"['crore', 'people', 'vaccinate', 'world_largest', 'free', 'vaccination', 'drive', 'huge', 'success', 'salute', 'covidwarrior', 'relentless', 'effort', 'proud_moment', 'nation', 'vaccinecentury']",crore people vaccinate world_largest free vaccination drive huge success salute covidwarrior relentless effort proud_moment nation vaccinecentury,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.8519}",0.8519,positive,,,,,,
66775,british airways begins london-singapore vaccinated travel lane flights,"[('british', 'JJ'), ('airways', 'NNS'), ('begins', 'VBZ'), ('london', 'JJ'), ('singapore', 'RB'), ('vaccinated', 'VBD'), ('travel', 'JJ'), ('lane', 'NN'), ('flights', 'NNS')]",ENGLISH,"['british', 'airways', 'begin', 'london', 'singapore', 'vaccinate', 'travel_lane', 'flight']",british airways begin london singapore vaccinate travel_lane flight,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
66802,"mr. imran khan i strongly request you stop covid19 vaccination children upto 25 yrs old with immd effect since your goverment trying finish your future generation by doing this, as most school kids died just after vaccinated karachi.","[('my', 'PRP$'), ('imran', 'NN'), ('khan', 'NN'), ('i', 'NN'), ('strongly', 'RB'), ('request', 'VBP'), ('you', 'PRP'), ('stop', 'VB'), ('vaccination', 'NN'), ('children', 'NNS'), ('upto', 'JJ'), ('twentyfive', 'JJ'), ('yrs', 'NN'), ('old', 'JJ'), ('with', 'IN'), ('imma', 'JJ'), ('effect', 'NN'), ('since', 'IN'), ('your', 'PRP$'), ('goverment', 'NN'), ('trying', 'VBG'), ('finish', 'VB'), ('your', 'PRP$'), ('future', 'JJ'), ('generation', 'NN'), ('by', 'IN'), ('doing', 'VBG'), ('this', 'DT'), ('as', 'IN'), ('most', 'JJS'), ('school', 'NN'), ('kids', 'NNS'), ('died', 'VBD'), ('just', 'RB'), ('after', 'IN'), ('vaccinated', 'VBN'), ('karachi', 'NN')]",ENGLISH,"['imran', 'khan', 'strongly', 'request', 'stop', 'vaccination', 'child', 'upto', 'twentyfive', 'yrs', 'old', 'imma', 'effect', 'since', 'goverment', 'try', 'finish', 'future', 'generation', 'school', 'kid', 'die', 'vaccinate', 'karachi']",imran khan strongly request stop vaccination child upto twentyfive yrs old imma effect since goverment try finish future generation school kid die vaccinate karachi,"{'neg': 0.144, 'neu': 0.806, 'pos': 0.05, 'compound': -0.6077}",-0.6077,negative,,,,,,
66856,what f'ng nonsense it's that #generalcolinpowell was fully vaccinated died #covid19 complications. don't you know that you can be fully vaccinated still catch #deltavariant plus rationale behind #boostershots because waning immunity,"[('what', 'WP'), ('i', 'VBZ'), ('no', 'DT'), ('nonsense', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('that', 'IN'), ('generalcolinpowell', 'NN'), ('was', 'VBD'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('died', 'JJ'), ('complications', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('you', 'PRP'), ('know', 'VBP'), ('that', 'IN'), ('you', 'PRP'), ('can', 'MD'), ('be', 'VB'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('still', 'RB'), ('catch', 'VB'), ('deltavariant', 'JJ'), ('plus', 'CC'), ('rationale', 'JJ'), ('behind', 'IN'), ('boostershots', 'NNS'), ('because', 'IN'), ('waning', 'VBG'), ('immunity', 'NN')]",ENGLISH,"['nonsense', 'generalcolinpowell', 'fully', 'vaccinate', 'died', 'complication', 'not', 'know', 'fully', 'vaccinate', 'still', 'catch', 'deltavariant', 'plus', 'rationale', 'behind', 'boostershot', 'wane', 'immunity']",nonsense generalcolinpowell fully vaccinate died complication not know fully vaccinate still catch deltavariant plus rationale behind boostershot wane immunity,"{'neg': 0.185, 'neu': 0.815, 'pos': 0.0, 'compound': -0.7635}",-0.7635,negative,,,,,,
66883,really happy grateful have all 3 us family now fully vaccinated. super efficient - done 7 minutes 👍 #lindungdirilindungsemua,"[('really', 'RB'), ('happy', 'JJ'), ('grateful', 'NNS'), ('have', 'VBP'), ('all', 'DT'), ('three', 'CD'), ('us', 'PRP'), ('family', 'NN'), ('now', 'RB'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('super', 'JJ'), ('efficient', 'NN'), ('done', 'VBN'), ('seven', 'CD'), ('minutes', 'NNS'), ('lindungdirilindungsemua', 'VBP')]",ENGLISH,"['really', 'happy', 'grateful', 'three', 'us', 'family', 'fully', 'vaccinate', 'super', 'efficient', 'do', 'seven', 'minute', 'lindungdirilindungsemua']",really happy grateful three us family fully vaccinate super efficient do seven minute lindungdirilindungsemua,"{'neg': 0.0, 'neu': 0.453, 'pos': 0.547, 'compound': 0.9384}",0.9384,positive,,,,,,
66917,fully vaccinated foreign visitors can entered us november 8. #usa🇺🇸 #travelupdate #usvisit #acginvestments @ acg investments,"[('fully', 'RB'), ('vaccinated', 'VBN'), ('foreign', 'JJ'), ('visitors', 'NNS'), ('can', 'MD'), ('entered', 'VB'), ('us', 'PRP'), ('november', 'JJ'), ('eight', 'CD'), ('travelupdate', 'NN'), ('visit', 'NN'), ('acginvestments', 'NNS'), ('act', 'NN'), ('investments', 'NNS')]",ENGLISH,"['fully', 'vaccinate', 'foreign', 'visitor', 'enter', '-PRON-', 'november', 'eight', 'travelupdate', 'visit', 'acginvestment', 'act', 'investment']",fully vaccinate foreign visitor enter -PRON- november eight travelupdate visit acginvestment act investment,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
66948,"around 700,000 children aged 12-17 be vaccinated against covid-19, municipal health department ho chi minh city said yesterday 💪🏽💉","[('around', 'IN'), ('zero', 'CD'), ('children', 'NNS'), ('aged', 'VBN'), ('twelve', 'VBP'), ('seventeen', 'JJ'), ('be', 'VB'), ('vaccinated', 'VBN'), ('against', 'IN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('municipal', 'JJ'), ('health', 'NN'), ('department', 'NN'), ('ho', 'NN'), ('chi', 'VBP'), ('minh', 'JJ'), ('city', 'NN'), ('said', 'VBD'), ('yesterday', 'NN')]",ENGLISH,"['around', 'zero', 'child', 'aged_twelve', 'seventeen', 'vaccinated', 'couid', 'nineteen', 'municipal', 'health_department', 'ho', 'chi', 'minh', 'city', 'say', 'yesterday']",around zero child aged_twelve seventeen vaccinated couid nineteen municipal health_department ho chi minh city say yesterday,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
67042,"thankyu such superb work. get jab n save world vaccination is mandatory. spread word, inform your family, friends n everyone get vaccinated without further delay. #getvaccinatedsoonindia","[('thankyou', 'NNS'), ('such', 'JJ'), ('superb', 'JJ'), ('work', 'NN'), ('get', 'VBP'), ('jab', 'NN'), ('i', 'NN'), ('save', 'VBP'), ('world', 'NN'), ('vaccination', 'NN'), ('is', 'VBZ'), ('mandatory', 'JJ'), ('spread', 'JJ'), ('word', 'NN'), ('inform', 'VB'), ('your', 'PRP$'), ('family', 'NN'), ('friends', 'VBZ'), ('i', 'VBP'), ('everyone', 'NN'), ('get', 'NN'), ('vaccinated', 'VBN'), ('without', 'IN'), ('further', 'JJ'), ('delay', 'NN'), ('getvaccinatedsoonindia', 'NN')]",ENGLISH,"['thankyou', 'superb', 'work', 'get', 'jab', 'save', 'world', 'vaccination', 'mandatory', 'spread', 'word', 'inform', 'family', 'friend', 'everyone', 'get', 'vaccinate', 'without', 'delay', 'getvaccinatedsoonindia']",thankyou superb work get jab save world vaccination mandatory spread word inform family friend everyone get vaccinate without delay getvaccinatedsoonindia,"{'neg': 0.0, 'neu': 0.582, 'pos': 0.418, 'compound': 0.9129}",0.9129,positive,,,,,,
67172,"great job by , 50% fully vaccinated &amp; 93% first dose are number not even achieved by cities developed countries. thanks &amp; team thanks providing timely doses","[('great', 'JJ'), ('job', 'NN'), ('by', 'IN'), ('fifty', 'JJ'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('amp', 'NN'), ('first', 'RB'), ('dose', 'JJ'), ('are', 'VBP'), ('number', 'NN'), ('not', 'RB'), ('even', 'RB'), ('achieved', 'VBN'), ('by', 'IN'), ('cities', 'NNS'), ('developed', 'VBN'), ('countries', 'NNS'), ('thanks', 'NNS'), ('amp', 'VBP'), ('team', 'NN'), ('thanks', 'NNS'), ('providing', 'VBG'), ('timely', 'JJ'), ('doses', 'NNS')]",ENGLISH,"['great', 'job', 'fifty', 'fully', 'vaccinate', 'amp', 'first', 'dose', 'number', 'not', 'even', 'achieve', 'city', 'develop', 'country', 'thank', 'amp', 'team', 'thank', 'provide', 'timely', 'dose']",great job fifty fully vaccinate amp first dose number not even achieve city develop country thank amp team thank provide timely dose,"{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.8807}",0.8807,positive,,,,,,
67252,what hell is this how can you allow single vaccinated people enter people’s house this is misleading your site you have already taken money me now what do i do whom contact,"[('what', 'WP'), ('he', 'PRP'), ('shall', 'MD'), ('is', 'VBZ'), ('this', 'DT'), ('how', 'WRB'), ('can', 'MD'), ('you', 'PRP'), ('allow', 'VB'), ('single', 'JJ'), ('vaccinated', 'JJ'), ('people', 'NNS'), ('enter', 'VBP'), ('people', 'NNS'), ('i', 'VBP'), ('i', 'VBP'), ('house', 'NN'), ('this', 'DT'), ('is', 'VBZ'), ('misleading', 'VBG'), ('your', 'PRP$'), ('site', 'NN'), ('you', 'PRP'), ('have', 'VBP'), ('already', 'RB'), ('taken', 'VBN'), ('money', 'NN'), ('me', 'PRP'), ('now', 'RB'), ('what', 'WP'), ('do', 'VBP'), ('i', 'VB'), ('do', 'VBP'), ('whom', 'WP'), ('contact', 'VB')]",ENGLISH,"['shall', 'allow', 'single', 'vaccinated', 'people', 'enter', 'people', 'house', 'mislead', 'site', 'already', 'take', 'money', 'contact']",shall allow single vaccinated people enter people house mislead site already take money contact,"{'neg': 0.196, 'neu': 0.753, 'pos': 0.051, 'compound': -0.7506}",-0.7506,negative,,,,,,
67283,forcing parents get their kids vaccinated that too with phizer. when u know that phizer has had adverse effect kids abroad. that’s just criminal. stop making it mandatory schools,"[('forcing', 'VBG'), ('parents', 'NNS'), ('get', 'VBP'), ('their', 'PRP$'), ('kids', 'NNS'), ('vaccinated', 'VBD'), ('that', 'IN'), ('too', 'RB'), ('with', 'IN'), ('pfizer', 'NN'), ('when', 'WRB'), ('u', 'NN'), ('know', 'VBP'), ('that', 'IN'), ('pfizer', 'NN'), ('has', 'VBZ'), ('had', 'VBN'), ('adverse', 'JJ'), ('effect', 'NN'), ('kids', 'NNS'), ('abroad', 'RB'), ('that', 'IN'), ('i', 'NN'), ('i', 'NN'), ('just', 'RB'), ('criminal', 'JJ'), ('stop', 'NN'), ('making', 'VBG'), ('it', 'PRP'), ('mandatory', 'JJ'), ('schools', 'NNS')]",ENGLISH,"['force', 'parent', 'get', 'kid', 'vaccinate', 'pfizer', 'u', 'know', 'pfizer', 'adverse', 'effect', 'kid', 'abroad', 'criminal', 'stop', 'make', 'mandatory', 'school']",force parent get kid vaccinate pfizer u know pfizer adverse effect kid abroad criminal stop make mandatory school,"{'neg': 0.243, 'neu': 0.719, 'pos': 0.039, 'compound': -0.7783}",-0.7783,negative,,,,,,
67303,90% vaccinated adult,"[('kid', 'NNS'), ('close', 'RB'), ('to', 'TO'), ('two', 'CD'), ('months', 'NNS'), ('complete', 'JJ'), ('dose', 'RB'), ('but', 'CC'), ('mysejahtera', 'FW'), ('still', 'RB'), ('does', 'VBZ'), ('not', 'RB'), ('have', 'VB'), ('any', 'DT'), ('updates', 'JJ'), ('certificate', 'NN'), ('take', 'NN'), ('still', 'RB'), ('partially', 'RB'), ('vaccinated', 'JJ')]",ENGLISH,"['kid', 'close', 'two', 'month', 'complete', 'dose', 'mysejahtera', 'still', 'not', 'update', 'certificate', 'take', 'still', 'partially', 'vaccinate']",kid close two month complete dose mysejahtera still not update certificate take still partially vaccinate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
67321,malaysia is looking reopen its borders foreign travel december once 90% its adult population is fully vaccinated via,"[('malaysia', 'NN'), ('is', 'VBZ'), ('looking', 'VBG'), ('reopen', 'VB'), ('it', 'PRP'), ('is', 'VBZ'), ('borders', 'NNS'), ('foreign', 'JJ'), ('travel', 'JJ'), ('december', 'NN'), ('once', 'RB'), ('ninety', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('adult', 'JJ'), ('population', 'NN'), ('is', 'VBZ'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('via', 'IN')]",ENGLISH,"['malaysia', 'look', 'reopen_border', 'foreign', 'travel', 'december', 'ninety', 'adult_population', 'fully', 'vaccinate', 'via']",malaysia look reopen_border foreign travel december ninety adult_population fully vaccinate via,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
67360,i m vaccinated but didn't update second dose i m full vaccinated how i get certificate,"[('i', 'NN'), ('i', 'VBP'), ('vaccinated', 'VBN'), ('but', 'CC'), ('did', 'VBD'), ('not', 'RB'), ('update', 'JJ'), ('second', 'JJ'), ('dose', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('full', 'JJ'), ('vaccinated', 'VBD'), ('how', 'WRB'), ('i', 'JJ'), ('get', 'VBP'), ('certificate', 'NN')]",ENGLISH,"['vaccinate', 'not', 'update', 'second', 'dose', 'full', 'vaccinated', 'get', 'certificate']",vaccinate not update second dose full vaccinated get certificate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
67393,"i be flying cochin 2nd oct 2021, one my family member is single vaccinated. rest all are double vaccinated. what are procedures us","[('i', 'RB'), ('be', 'VB'), ('flying', 'VBG'), ('cochon', 'NNS'), ('and', 'CC'), ('oct', 'VBP'), ('one', 'CD'), ('my', 'PRP$'), ('family', 'NN'), ('member', 'NN'), ('is', 'VBZ'), ('single', 'JJ'), ('vaccinated', 'VBN'), ('rest', 'JJS'), ('all', 'DT'), ('are', 'VBP'), ('double', 'JJ'), ('vaccinated', 'VBN'), ('what', 'WP'), ('are', 'VBP'), ('procedures', 'VBZ'), ('us', 'PRP')]",ENGLISH,"['fly', 'cochon', 'oct', 'one', 'family', 'member', 'single', 'vaccinated', 'rest', 'double', 'vaccinated', 'procedure', '-PRON-']",fly cochon oct one family member single vaccinated rest double vaccinated procedure -PRON-,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
67442,"silently once again india has vaccinated over 10 million indians day. this has slowly become trend us now i'm sure under visionary leadership hon'ble pm shri ji, soon we would successfully conclude #largestvaccinationdrive before dec","[('silently', 'RB'), ('once', 'RB'), ('again', 'RB'), ('india', 'NN'), ('has', 'VBZ'), ('vaccinated', 'VBN'), ('over', 'RP'), ('ten', 'JJ'), ('million', 'CD'), ('indians', 'NNS'), ('day', 'NN'), ('this', 'DT'), ('has', 'VBZ'), ('slowly', 'RB'), ('become', 'VBN'), ('trend', 'NN'), ('us', 'PRP'), ('now', 'RB'), ('i', 'VBP'), ('am', 'VBP'), ('sure', 'JJ'), ('under', 'IN'), ('visionary', 'JJ'), ('leadership', 'NN'), ('hon', 'NN'), ('ble', 'JJ'), ('am', 'VBP'), ('shri', 'JJ'), ('ji', 'NN'), ('soon', 'RB'), ('we', 'PRP'), ('would', 'MD'), ('successfully', 'RB'), ('conclude', 'VB'), ('largestvaccinationdrive', 'JJ'), ('before', 'IN'), ('dec', 'NN')]",ENGLISH,"['silently', 'india', 'vaccinate', 'ten', 'million', 'indians', 'day', 'slowly', 'become', 'trend', '-PRON-', 'sure', 'visionary', 'leadership', 'hon_ble', 'soon', 'would', 'successfully', 'conclude', 'largestvaccinationdrive', 'dec']",silently india vaccinate ten million indians day slowly become trend -PRON- sure visionary leadership hon_ble soon would successfully conclude largestvaccinationdrive dec,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.836}",0.836,positive,,,,,,
67530,"eight days, cambodia has vaccinated 70.21 percent its children aged six 12 against covid-19 #auspol","[('eight', 'CD'), ('days', 'NNS'), ('cambodia', 'NN'), ('has', 'VBZ'), ('vaccinated', 'VBN'), ('seventy', 'JJ'), ('twentynine', 'NN'), ('percent', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('children', 'NNS'), ('aged', 'VBN'), ('six', 'CD'), ('twelve', 'NNS'), ('against', 'IN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('auspol', 'NN')]",ENGLISH,"['eight', 'day', 'cambodia', 'vaccinate', 'seventy', 'twentynine', 'percent', 'child', 'age', 'twelve', 'couid', 'nineteen', 'auspol']",eight day cambodia vaccinate seventy twentynine percent child age twelve couid nineteen auspol,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
67560,our pm has made indians proud . hope travelling usa directly open up indians soon. haven't met children 2 years. our pm making sure all get vaccinated has done tremendous job working silently 24hrs since we indians salute our pm . jai hind🙏🙏,"[('our', 'PRP$'), ('am', 'VBP'), ('has', 'VBZ'), ('made', 'VBN'), ('indians', 'NNS'), ('proud', 'JJ'), ('hope', 'VBP'), ('traveling', 'VBG'), ('usa', 'RB'), ('directly', 'RB'), ('open', 'VB'), ('up', 'RP'), ('indians', 'NNS'), ('soon', 'RB'), ('have', 'VBP'), ('not', 'RB'), ('met', 'VBN'), ('children', 'NNS'), ('two', 'CD'), ('years', 'NNS'), ('our', 'PRP$'), ('am', 'VBP'), ('making', 'VBG'), ('sure', 'JJ'), ('all', 'DT'), ('get', 'NN'), ('vaccinated', 'VBN'), ('has', 'VBZ'), ('done', 'VBN'), ('tremendous', 'JJ'), ('job', 'NN'), ('working', 'VBG'), ('silently', 'RB'), ('since', 'IN'), ('we', 'PRP'), ('indians', 'VBP'), ('salute', 'JJ'), ('our', 'PRP$'), ('am', 'VBP'), ('jai', 'NN')]",ENGLISH,"['make', 'indians', 'proud', 'hope', 'travel', 'usa', 'directly', 'open', 'indians', 'soon', 'not', 'meet', 'child', 'two', 'year', 'make', 'sure', 'get', 'vaccinate', 'do', 'tremendous', 'job', 'work', 'silently', 'since', 'indians', 'salute', 'jai']",make indians proud hope travel usa directly open indians soon not meet child two year make sure get vaccinate do tremendous job work silently since indians salute jai,"{'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0.8074}",0.8074,positive,,,,,,
67595,india has vaccinated 66% eligible population against covid-19 so far: centre,"[('india', 'NN'), ('has', 'VBZ'), ('vaccinated', 'VBN'), ('eligible', 'JJ'), ('population', 'NN'), ('against', 'IN'), ('couid', 'NN'), ('nineteen', 'NNS'), ('so', 'RB'), ('far', 'RB'), ('center', 'NN')]",ENGLISH,"['india', 'vaccinated', 'eligible', 'population', 'couid', 'nineteen', 'far', 'center']",india vaccinated eligible population couid nineteen far center,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
67625,"#mumbai: 40% eligible adult population fully vaccinated against #covid19 85% have got at least first dose, says . read more below tweet: #vaccinationdrive","[('mumbai', 'NN'), ('forty', 'NN'), ('eligible', 'JJ'), ('adult', 'NN'), ('population', 'NN'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('against', 'IN'), ('have', 'VBP'), ('got', 'VBN'), ('at', 'IN'), ('least', 'JJS'), ('first', 'RB'), ('dose', 'JJ'), ('says', 'VBZ'), ('read', 'VB'), ('more', 'RBR'), ('below', 'IN'), ('tweet', 'NN'), ('vaccinationdrive', 'NN')]",ENGLISH,"['mumbai', 'forty', 'eligible', 'adult_population', 'fully', 'vaccinate', 'get', 'least', 'first', 'dose', 'say', 'read', 'tweet', 'vaccinationdrive']",mumbai forty eligible adult_population fully vaccinate get least first dose say read tweet vaccinationdrive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
67738,"same question my mind, may be we were vaccinated with fake ones allah should judge people who are behind all this shit covid19 their selfish reasons","[('same', 'JJ'), ('question', 'NN'), ('my', 'PRP$'), ('mind', 'NN'), ('may', 'MD'), ('be', 'VB'), ('we', 'PRP'), ('we', 'PRP'), ('are', 'VBP'), ('vaccinated', 'VBN'), ('with', 'IN'), ('fake', 'JJ'), ('ones', 'NNS'), ('allah', 'NNS'), ('should', 'MD'), ('judge', 'VB'), ('people', 'NNS'), ('who', 'WP'), ('are', 'VBP'), ('behind', 'IN'), ('all', 'PDT'), ('this', 'DT'), ('shit', 'VBD'), ('their', 'PRP$'), ('selfish', 'JJ'), ('reasons', 'NNS')]",ENGLISH,"['question', 'mind', 'may', 'vaccinate', 'fake', 'one', 'allah', 'judge', 'people', 'behind', 'shit', 'selfish', 'reason']",question mind may vaccinate fake one allah judge people behind shit selfish reason,"{'neg': 0.312, 'neu': 0.688, 'pos': 0.0, 'compound': -0.8873}",-0.8873,negative,,,,,,
67761,my parents got vaccinated with both doses .2 month back still i can see arogyasetu that it's partially vaccinated it s showing only first does while we have slip having both dose done details. how get it updated get certificate,"[('my', 'PRP$'), ('parents', 'NNS'), ('got', 'VBD'), ('vaccinated', 'VBN'), ('with', 'IN'), ('both', 'DT'), ('doses', 'NNS'), ('two', 'CD'), ('month', 'NN'), ('back', 'RB'), ('still', 'RB'), ('i', 'NN'), ('can', 'MD'), ('see', 'VB'), ('arogyasetu', 'IN'), ('that', 'DT'), ('it', 'PRP'), ('is', 'VBZ'), ('partially', 'RB'), ('vaccinated', 'VBN'), ('it', 'PRP'), ('i', 'VB'), ('showing', 'VBG'), ('only', 'RB'), ('first', 'RB'), ('does', 'VBZ'), ('while', 'IN'), ('we', 'PRP'), ('have', 'VBP'), ('slip', 'VBN'), ('having', 'VBG'), ('both', 'DT'), ('dose', 'JJ'), ('done', 'VBN'), ('details', 'NNS'), ('how', 'WRB'), ('get', 'VB'), ('it', 'PRP'), ('updated', 'JJ'), ('get', 'NN'), ('certificate', 'NN')]",ENGLISH,"['parent', 'get', 'vaccinated', 'dose', 'two', 'month', 'back', 'still', 'see', 'arogyasetu', 'partially', 'vaccinated', 'show', 'first', 'slip', 'dose', 'do', 'detail', 'get', 'update', 'get', 'certificate']",parent get vaccinated dose two month back still see arogyasetu partially vaccinated show first slip dose do detail get update get certificate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
67801,me i m double vaccinated,"[('me', 'PRP'), ('everyone', 'NN'), ('is', 'VBZ'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('i', 'NN'), ('want', 'VBP'), ('to', 'TO'), ('see', 'VB'), ('the', 'DT'), ('customer', 'NN'), ('i', 'NN'), ('certificate', 'VBP'), ('yes', 'NNS'), ('my', 'PRP$'), ('son', 'NN'), ('is', 'VBZ'), ('only', 'RB'), ('ten', 'JJ'), ('years', 'NNS'), ('old', 'JJ'), ('he', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('vaccinated', 'VBN'), ('anymore', 'RB'), ('but', 'CC'), ('that', 'DT'), ('is', 'VBZ'), ('him', 'PRP'), ('as', 'RB'), ('tall', 'NN'), ('as', 'IN'), ('you', 'PRP'), ('ha', 'VBP'), ('ha', 'JJ'), ('ha', 'NN'), ('while', 'IN'), ('entering', 'VBG'), ('the', 'DT'), ('store', 'NN')]",ENGLISH,"['everyone', 'fully', 'vaccinate', 'want', 'see', 'customer', 'certificate', 'yes', 'son', 'ten', 'year', 'old', 'not', 'vaccinate', 'anymore', 'tall', 'ha_ha', 'ha', 'enter', 'store']",everyone fully vaccinate want see customer certificate yes son ten year old not vaccinate anymore tall ha_ha ha enter store,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
